Run,nFeaturesBefore,nFeaturesAfter,nFeaturesTypeBefore,nFeaturesTypeAfter,percentageOfFeaturesType,nConstraints,nOptionals,nMandatories,nAlternativeGroups,nSelectionGroups,nRefactors,Time(s) 
20,1750,2013,263,0,0.15,0,1512,238,44,44,263,0.03093559999979334
21,1750,2013,263,0,0.15,0,1512,238,44,44,263,0.030954399997426663
22,1750,2013,263,0,0.15,0,1512,238,44,44,263,0.030980099996668287
23,1750,2013,263,0,0.15,0,1512,238,44,44,263,0.03093549999903189
24,1750,2013,263,0,0.15,0,1512,238,44,44,263,0.0311504999990575
25,1750,2013,263,0,0.15,0,1512,238,44,44,263,0.031076999999640975
26,1750,2013,263,0,0.15,0,1512,238,44,44,263,0.03097690000140574
27,1750,2013,263,0,0.15,0,1512,238,44,44,263,0.030931799999962095
28,1750,2013,263,0,0.15,0,1512,238,44,44,263,0.030991600004199427
29,1750,2013,263,0,0.15,0,1512,238,44,44,263,0.03094220000639325
0,1750,2100,350,0,0.2,0,1511,239,0,0,350,0.029060500004561618
1,1750,2100,350,0,0.2,0,1511,239,0,0,350,0.02906960000109393
2,1750,2100,350,0,0.2,0,1511,239,0,0,350,0.029211899993242696
3,1750,2100,350,0,0.2,0,1511,239,0,0,350,0.02919549999933224
4,1750,2100,350,0,0.2,0,1511,239,0,0,350,0.029141099999833386
5,1750,2100,350,0,0.2,0,1511,239,0,0,350,0.02923439999722177
6,1750,2100,350,0,0.2,0,1511,239,0,0,350,0.029131999996025115
7,1750,2100,350,0,0.2,0,1511,239,0,0,350,0.02906010000151582
8,1750,2100,350,0,0.2,0,1511,239,0,0,350,0.029030300000158604
9,1750,2100,350,0,0.2,0,1511,239,0,0,350,0.029361399996560067
10,1750,2100,350,0,0.2,0,1511,239,0,0,350,0.029122299994924106
11,1750,2100,350,0,0.2,0,1511,239,0,0,350,0.0291231000010157
12,1750,2100,350,0,0.2,0,1511,239,0,0,350,0.029154199997719843
13,1750,2100,350,0,0.2,0,1511,239,0,0,350,0.02915490000304999
14,1750,2100,350,0,0.2,0,1511,239,0,0,350,0.029275000000779983
15,1750,2100,350,0,0.2,0,1511,239,0,0,350,0.029233699999167584
16,1750,2100,350,0,0.2,0,1511,239,0,0,350,0.029161200000089593
17,1750,2100,350,0,0.2,0,1511,239,0,0,350,0.029127599998901132
18,1750,2100,350,0,0.2,0,1511,239,0,0,350,0.029089400006341748
19,1750,2100,350,0,0.2,0,1511,239,0,0,350,0.02923459999874467
20,1750,2100,350,0,0.2,0,1511,239,0,0,350,0.02927120000094874
21,1750,2100,350,0,0.2,0,1511,239,0,0,350,0.02910340000380529
22,1750,2100,350,0,0.2,0,1511,239,0,0,350,0.029098399994836655
23,1750,2100,350,0,0.2,0,1511,239,0,0,350,0.02909419999923557
24,1750,2100,350,0,0.2,0,1511,239,0,0,350,0.0291743999987375
25,1750,2100,350,0,0.2,0,1511,239,0,0,350,0.029105800000252202
26,1750,2100,350,0,0.2,0,1511,239,0,0,350,0.02908459999889601
27,1750,2100,350,0,0.2,0,1511,239,0,0,350,0.029532799999287818
28,1750,2100,350,0,0.2,0,1511,239,0,0,350,0.029307899996638298
29,1750,2100,350,0,0.2,0,1511,239,0,0,350,0.029213700006948784
0,2000,2100,100,0,0.05,0,1728,272,150,150,100,0.013247399998363107
1,2000,2100,100,0,0.05,0,1728,272,150,150,100,0.01321779999852879
2,2000,2100,100,0,0.05,0,1728,272,150,150,100,0.013259100000141189
3,2000,2100,100,0,0.05,0,1728,272,150,150,100,0.01320549999945797
4,2000,2100,100,0,0.05,0,1728,272,150,150,100,0.013230999997176696
5,2000,2100,100,0,0.05,0,1728,272,150,150,100,0.013237999999546446
6,2000,2100,100,0,0.05,0,1728,272,150,150,100,0.013412600004812703
7,2000,2100,100,0,0.05,0,1728,272,150,150,100,0.013355299997783732
8,2000,2100,100,0,0.05,0,1728,272,150,150,100,0.013439299997116905
9,2000,2100,100,0,0.05,0,1728,272,150,150,100,0.013342600002943072
10,2000,2100,100,0,0.05,0,1728,272,150,150,100,0.01333889999659732
11,2000,2100,100,0,0.05,0,1728,272,150,150,100,0.013311299997440074
12,2000,2100,100,0,0.05,0,1728,272,150,150,100,0.013361999997869134
13,2000,2100,100,0,0.05,0,1728,272,150,150,100,0.01334139999380568
14,2000,2100,100,0,0.05,0,1728,272,150,150,100,0.013358399999560788
15,2000,2100,100,0,0.05,0,1728,272,150,150,100,0.013448400000925176
16,2000,2100,100,0,0.05,0,1728,272,150,150,100,0.013400200004980434
17,2000,2100,100,0,0.05,0,1728,272,150,150,100,0.013325200001418125
18,2000,2100,100,0,0.05,0,1728,272,150,150,100,0.013253099998109974
19,2000,2100,100,0,0.05,0,1728,272,150,150,100,0.013226399998529814
20,2000,2100,100,0,0.05,0,1728,272,150,150,100,0.013209600001573563
21,2000,2100,100,0,0.05,0,1728,272,150,150,100,0.013210800003434997
22,2000,2100,100,0,0.05,0,1728,272,150,150,100,0.013241699998616241
23,2000,2100,100,0,0.05,0,1728,272,150,150,100,0.013243599998531863
24,2000,2100,100,0,0.05,0,1728,272,150,150,100,0.013167299999622628
25,2000,2100,100,0,0.05,0,1728,272,150,150,100,0.013296999997692183
26,2000,2100,100,0,0.05,0,1728,272,150,150,100,0.01323450000199955
27,2000,2100,100,0,0.05,0,1728,272,150,150,100,0.013206299998273607
28,2000,2100,100,0,0.05,0,1728,272,150,150,100,0.01324429999658605
29,2000,2100,100,0,0.05,0,1728,272,150,150,100,0.013310799993632827
0,2000,2200,200,0,0.1,0,1717,283,100,100,200,0.031138099999225233
1,2000,2200,200,0,0.1,0,1717,283,100,100,200,0.03119449999940116
2,2000,2200,200,0,0.1,0,1717,283,100,100,200,0.031144599997787736
3,2000,2200,200,0,0.1,0,1717,283,100,100,200,0.03110700000252109
4,2000,2200,200,0,0.1,0,1717,283,100,100,200,0.03110230000311276
5,2000,2200,200,0,0.1,0,1717,283,100,100,200,0.031170700000075158
6,2000,2200,200,0,0.1,0,1717,283,100,100,200,0.031122400003368966
7,2000,2200,200,0,0.1,0,1717,283,100,100,200,0.031140700004471
8,2000,2200,200,0,0.1,0,1717,283,100,100,200,0.031158999998297077
9,2000,2200,200,0,0.1,0,1717,283,100,100,200,0.031198000004224014
10,2000,2200,200,0,0.1,0,1717,283,100,100,200,0.03136180000001332
11,2000,2200,200,0,0.1,0,1717,283,100,100,200,0.031483400001889095
12,2000,2200,200,0,0.1,0,1717,283,100,100,200,0.031534000001556706
13,2000,2200,200,0,0.1,0,1717,283,100,100,200,0.03146090000518598
14,2000,2200,200,0,0.1,0,1717,283,100,100,200,0.031454299998586066
15,2000,2200,200,0,0.1,0,1717,283,100,100,200,0.03147229999740375
16,2000,2200,200,0,0.1,0,1717,283,100,100,200,0.03275440000288654
17,2000,2200,200,0,0.1,0,1717,283,100,100,200,0.03234420000080718
18,2000,2200,200,0,0.1,0,1717,283,100,100,200,0.032127200000104494
19,2000,2200,200,0,0.1,0,1717,283,100,100,200,0.03270110000448767
20,2000,2200,200,0,0.1,0,1717,283,100,100,200,0.03252440000505885
21,2000,2200,200,0,0.1,0,1717,283,100,100,200,0.03159079999750247
22,2000,2200,200,0,0.1,0,1717,283,100,100,200,0.031201199999486562
23,2000,2200,200,0,0.1,0,1717,283,100,100,200,0.031062499998370185
24,2000,2200,200,0,0.1,0,1717,283,100,100,200,0.031181400001514703
25,2000,2200,200,0,0.1,0,1717,283,100,100,200,0.031178400000499096
26,2000,2200,200,0,0.1,0,1717,283,100,100,200,0.031301999995775986
27,2000,2200,200,0,0.1,0,1717,283,100,100,200,0.03137029999925289
28,2000,2200,200,0,0.1,0,1717,283,100,100,200,0.03144159999646945
29,2000,2200,200,0,0.1,0,1717,283,100,100,200,0.031435099997906946
0,2000,2300,300,0,0.15,0,1703,297,50,50,300,0.03982190000533592
1,2000,2300,300,0,0.15,0,1703,297,50,50,300,0.040566199997556396
2,2000,2300,300,0,0.15,0,1703,297,50,50,300,0.04058029999578139
3,2000,2300,300,0,0.15,0,1703,297,50,50,300,0.04077990000223508
4,2000,2300,300,0,0.15,0,1703,297,50,50,300,0.04021459999785293
5,2000,2300,300,0,0.15,0,1703,297,50,50,300,0.04012220000004163
6,2000,2300,300,0,0.15,0,1703,297,50,50,300,0.03976949999923818
7,2000,2300,300,0,0.15,0,1703,297,50,50,300,0.04001540000172099
8,2000,2300,300,0,0.15,0,1703,297,50,50,300,0.03984749999654014
9,2000,2300,300,0,0.15,0,1703,297,50,50,300,0.03982679999899119
10,2000,2300,300,0,0.15,0,1703,297,50,50,300,0.039804000000003725
11,2000,2300,300,0,0.15,0,1703,297,50,50,300,0.03982200000609737
12,2000,2300,300,0,0.15,0,1703,297,50,50,300,0.03977209999720799
13,2000,2300,300,0,0.15,0,1703,297,50,50,300,0.03969109999889042
14,2000,2300,300,0,0.15,0,1703,297,50,50,300,0.039838699995016214
15,2000,2300,300,0,0.15,0,1703,297,50,50,300,0.03972320000320906
16,2000,2300,300,0,0.15,0,1703,297,50,50,300,0.0396965000036289
17,2000,2300,300,0,0.15,0,1703,297,50,50,300,0.0402509999985341
18,2000,2300,300,0,0.15,0,1703,297,50,50,300,0.040184499994211365
19,2000,2300,300,0,0.15,0,1703,297,50,50,300,0.04018839999480406
20,2000,2300,300,0,0.15,0,1703,297,50,50,300,0.0402373000033549
21,2000,2300,300,0,0.15,0,1703,297,50,50,300,0.04013359999953536
22,2000,2300,300,0,0.15,0,1703,297,50,50,300,0.04021880000072997
23,2000,2300,300,0,0.15,0,1703,297,50,50,300,0.040361299994401634
24,2000,2300,300,0,0.15,0,1703,297,50,50,300,0.04025330000149552
25,2000,2300,300,0,0.15,0,1703,297,50,50,300,0.040237499997601844
26,2000,2300,300,0,0.15,0,1703,297,50,50,300,0.04023880000022473
27,2000,2300,300,0,0.15,0,1703,297,50,50,300,0.04019269999844255
28,2000,2300,300,0,0.15,0,1703,297,50,50,300,0.040019400003075134
29,2000,2300,300,0,0.15,0,1703,297,50,50,300,0.03973709999991115
0,2000,2400,400,0,0.2,0,1721,279,0,0,400,0.038146400002005976
1,2000,2400,400,0,0.2,0,1721,279,0,0,400,0.03836820000287844
2,2000,2400,400,0,0.2,0,1721,279,0,0,400,0.0380077000008896
3,2000,2400,400,0,0.2,0,1721,279,0,0,400,0.038284400005068164
4,2000,2400,400,0,0.2,0,1721,279,0,0,400,0.03854290000163019
5,2000,2400,400,0,0.2,0,1721,279,0,0,400,0.038460900002974086
6,2000,2400,400,0,0.2,0,1721,279,0,0,400,0.038682299993524794
7,2000,2400,400,0,0.2,0,1721,279,0,0,400,0.03898219999973662
8,2000,2400,400,0,0.2,0,1721,279,0,0,400,0.03837270000076387
9,2000,2400,400,0,0.2,0,1721,279,0,0,400,0.038318899998557754
10,2000,2400,400,0,0.2,0,1721,279,0,0,400,0.03837389999534935
11,2000,2400,400,0,0.2,0,1721,279,0,0,400,0.03838710000127321
12,2000,2400,400,0,0.2,0,1721,279,0,0,400,0.03832379999948898
13,2000,2400,400,0,0.2,0,1721,279,0,0,400,0.037974899998516776
14,2000,2400,400,0,0.2,0,1721,279,0,0,400,0.03828020000219112
15,2000,2400,400,0,0.2,0,1721,279,0,0,400,0.038226299999223556
16,2000,2400,400,0,0.2,0,1721,279,0,0,400,0.037829499997315
17,2000,2400,400,0,0.2,0,1721,279,0,0,400,0.03786469999613473
18,2000,2400,400,0,0.2,0,1721,279,0,0,400,0.03783790000306908
19,2000,2400,400,0,0.2,0,1721,279,0,0,400,0.037739600003988016
20,2000,2400,400,0,0.2,0,1721,279,0,0,400,0.037773900003230665
21,2000,2400,400,0,0.2,0,1721,279,0,0,400,0.03783280000061495
22,2000,2400,400,0,0.2,0,1721,279,0,0,400,0.037834200003999285
23,2000,2400,400,0,0.2,0,1721,279,0,0,400,0.03778249999595573
24,2000,2400,400,0,0.2,0,1721,279,0,0,400,0.03818419999879552
25,2000,2400,400,0,0.2,0,1721,279,0,0,400,0.0381210000050487
26,2000,2400,400,0,0.2,0,1721,279,0,0,400,0.03815079999912996
27,2000,2400,400,0,0.2,0,1721,279,0,0,400,0.03816030000598403
28,2000,2400,400,0,0.2,0,1721,279,0,0,400,0.03809499999624677
29,2000,2400,400,0,0.2,0,1721,279,0,0,400,0.03843629999755649
0,2250,2363,113,0,0.05,0,1958,292,169,169,113,0.01638450000609737
1,2250,2363,113,0,0.05,0,1958,292,169,169,113,0.016500300000188872
2,2250,2363,113,0,0.05,0,1958,292,169,169,113,0.016463200001453515
3,2250,2363,113,0,0.05,0,1958,292,169,169,113,0.016433500000857748
4,2250,2363,113,0,0.05,0,1958,292,169,169,113,0.016424599998572376
5,2250,2363,113,0,0.05,0,1958,292,169,169,113,0.01640169999882346
6,2250,2363,113,0,0.05,0,1958,292,169,169,113,0.01653729999816278
7,2250,2363,113,0,0.05,0,1958,292,169,169,113,0.016496700001880527
8,2250,2363,113,0,0.05,0,1958,292,169,169,113,0.016386200004490092
9,2250,2363,113,0,0.05,0,1958,292,169,169,113,0.016381199995521456
10,2250,2363,113,0,0.05,0,1958,292,169,169,113,0.016888799997104798
11,2250,2363,113,0,0.05,0,1958,292,169,169,113,0.016477599994686898
12,2250,2363,113,0,0.05,0,1958,292,169,169,113,0.016588899998168927
13,2250,2363,113,0,0.05,0,1958,292,169,169,113,0.016647999997076113
14,2250,2363,113,0,0.05,0,1958,292,169,169,113,0.016552499997487757
15,2250,2363,113,0,0.05,0,1958,292,169,169,113,0.016526799998246133
16,2250,2363,113,0,0.05,0,1958,292,169,169,113,0.01654949999647215
17,2250,2363,113,0,0.05,0,1958,292,169,169,113,0.016443900000012945
18,2250,2363,113,0,0.05,0,1958,292,169,169,113,0.016426499998487998
19,2250,2363,113,0,0.05,0,1958,292,169,169,113,0.016407800001616124
20,2250,2363,113,0,0.05,0,1958,292,169,169,113,0.016627999997581355
21,2250,2363,113,0,0.05,0,1958,292,169,169,113,0.017801400004827883
22,2250,2363,113,0,0.05,0,1958,292,169,169,113,0.024539300000469666
23,2250,2363,113,0,0.05,0,1958,292,169,169,113,0.01665309999953024
24,2250,2363,113,0,0.05,0,1958,292,169,169,113,0.0164334000000963
25,2250,2363,113,0,0.05,0,1958,292,169,169,113,0.016408299998147413
26,2250,2363,113,0,0.05,0,1958,292,169,169,113,0.01636970000254223
27,2250,2363,113,0,0.05,0,1958,292,169,169,113,0.01652029999968363
28,2250,2363,113,0,0.05,0,1958,292,169,169,113,0.01642520000314107
29,2250,2363,113,0,0.05,0,1958,292,169,169,113,0.016437099999166094
0,2250,2475,225,0,0.1,0,1906,344,113,113,225,0.03971530000126222
1,2250,2475,225,0,0.1,0,1906,344,113,113,225,0.03916429999662796
2,2250,2475,225,0,0.1,0,1906,344,113,113,225,0.03918260000500595
3,2250,2475,225,0,0.1,0,1906,344,113,113,225,0.03897450000658864
4,2250,2475,225,0,0.1,0,1906,344,113,113,225,0.03908180000144057
5,2250,2475,225,0,0.1,0,1906,344,113,113,225,0.03920469999866327
6,2250,2475,225,0,0.1,0,1906,344,113,113,225,0.03933089999918593
7,2250,2475,225,0,0.1,0,1906,344,113,113,225,0.03925119999621529
8,2250,2475,225,0,0.1,0,1906,344,113,113,225,0.03901860000041779
9,2250,2475,225,0,0.1,0,1906,344,113,113,225,0.03911140000127489
10,2250,2475,225,0,0.1,0,1906,344,113,113,225,0.03916019999451237
11,2250,2475,225,0,0.1,0,1906,344,113,113,225,0.03904760000295937
12,2250,2475,225,0,0.1,0,1906,344,113,113,225,0.03937529999529943
13,2250,2475,225,0,0.1,0,1906,344,113,113,225,0.039730900003632996
14,2250,2475,225,0,0.1,0,1906,344,113,113,225,0.03954350000276463
15,2250,2475,225,0,0.1,0,1906,344,113,113,225,0.03921270000137156
16,2250,2475,225,0,0.1,0,1906,344,113,113,225,0.039225600005011074
17,2250,2475,225,0,0.1,0,1906,344,113,113,225,0.039302700002735946
18,2250,2475,225,0,0.1,0,1906,344,113,113,225,0.03954420000081882
19,2250,2475,225,0,0.1,0,1906,344,113,113,225,0.039460499996494036
20,2250,2475,225,0,0.1,0,1906,344,113,113,225,0.040634299999510404
21,2250,2475,225,0,0.1,0,1906,344,113,113,225,0.039414300001226366
22,2250,2475,225,0,0.1,0,1906,344,113,113,225,0.039760200001182966
23,2250,2475,225,0,0.1,0,1906,344,113,113,225,0.03907880000042496
24,2250,2475,225,0,0.1,0,1906,344,113,113,225,0.039230899994436186
25,2250,2475,225,0,0.1,0,1906,344,113,113,225,0.03952160000335425
26,2250,2475,225,0,0.1,0,1906,344,113,113,225,0.03972729999804869
27,2250,2475,225,0,0.1,0,1906,344,113,113,225,0.03905479999957606
28,2250,2475,225,0,0.1,0,1906,344,113,113,225,0.039095200001611374
29,2250,2475,225,0,0.1,0,1906,344,113,113,225,0.03904080000211252
0,2250,2588,338,0,0.15,0,1914,336,57,57,338,0.05030990000523161
1,2250,2588,338,0,0.15,0,1914,336,57,57,338,0.050648399999772664
2,2250,2588,338,0,0.15,0,1914,336,57,57,338,0.0505085999975563
3,2250,2588,338,0,0.15,0,1914,336,57,57,338,0.05038619999686489
4,2250,2588,338,0,0.15,0,1914,336,57,57,338,0.05035720000159927
5,2250,2588,338,0,0.15,0,1914,336,57,57,338,0.05058940000162693
6,2250,2588,338,0,0.15,0,1914,336,57,57,338,0.05072199999995064
7,2250,2588,338,0,0.15,0,1914,336,57,57,338,0.050127700000302866
8,2250,2588,338,0,0.15,0,1914,336,57,57,338,0.05016279999836115
9,2250,2588,338,0,0.15,0,1914,336,57,57,338,0.05024599999887869
10,2250,2588,338,0,0.15,0,1914,336,57,57,338,0.05052290000458015
11,2250,2588,338,0,0.15,0,1914,336,57,57,338,0.0512830000006943
12,2250,2588,338,0,0.15,0,1914,336,57,57,338,0.05097830000158865
13,2250,2588,338,0,0.15,0,1914,336,57,57,338,0.05068759999994654
14,2250,2588,338,0,0.15,0,1914,336,57,57,338,0.05022050000115996
15,2250,2588,338,0,0.15,0,1914,336,57,57,338,0.050440300001355354
16,2250,2588,338,0,0.15,0,1914,336,57,57,338,0.05038120000244817
17,2250,2588,338,0,0.15,0,1914,336,57,57,338,0.05050749999645632
18,2250,2588,338,0,0.15,0,1914,336,57,57,338,0.05086920000030659
19,2250,2588,338,0,0.15,0,1914,336,57,57,338,0.05062360000010813
20,2250,2588,338,0,0.15,0,1914,336,57,57,338,0.050837399998272303
21,2250,2588,338,0,0.15,0,1914,336,57,57,338,0.05040230000304291
22,2250,2588,338,0,0.15,0,1914,336,57,57,338,0.05040249999728985
23,2250,2588,338,0,0.15,0,1914,336,57,57,338,0.05113659999915399
24,2250,2588,338,0,0.15,0,1914,336,57,57,338,0.0508475999959046
25,2250,2588,338,0,0.15,0,1914,336,57,57,338,0.05035869999846909
26,2250,2588,338,0,0.15,0,1914,336,57,57,338,0.05053909999696771
27,2250,2588,338,0,0.15,0,1914,336,57,57,338,0.050631300000532065
28,2250,2588,338,0,0.15,0,1914,336,57,57,338,0.05118669999501435
29,2250,2588,338,0,0.15,0,1914,336,57,57,338,0.05085929999768268
0,2250,2700,450,0,0.2,0,1905,345,0,0,450,0.04751760000362992
1,2250,2700,450,0,0.2,0,1905,345,0,0,450,0.04829549999703886
2,2250,2700,450,0,0.2,0,1905,345,0,0,450,0.04821950000041397
3,2250,2700,450,0,0.2,0,1905,345,0,0,450,0.0479808999953093
4,2250,2700,450,0,0.2,0,1905,345,0,0,450,0.04757419999805279
5,2250,2700,450,0,0.2,0,1905,345,0,0,450,0.04728679999971064
6,2250,2700,450,0,0.2,0,1905,345,0,0,450,0.04739339999650838
7,2250,2700,450,0,0.2,0,1905,345,0,0,450,0.04875019999599317
8,2250,2700,450,0,0.2,0,1905,345,0,0,450,0.04789139999775216
9,2250,2700,450,0,0.2,0,1905,345,0,0,450,0.04790280000452185
10,2250,2700,450,0,0.2,0,1905,345,0,0,450,0.047884700004942715
11,2250,2700,450,0,0.2,0,1905,345,0,0,450,0.04780870000104187
12,2250,2700,450,0,0.2,0,1905,345,0,0,450,0.047379100004036445
13,2250,2700,450,0,0.2,0,1905,345,0,0,450,0.04727289999573259
14,2250,2700,450,0,0.2,0,1905,345,0,0,450,0.04741140000260202
15,2250,2700,450,0,0.2,0,1905,345,0,0,450,0.04737520000344375
16,2250,2700,450,0,0.2,0,1905,345,0,0,450,0.04727460000140127
17,2250,2700,450,0,0.2,0,1905,345,0,0,450,0.04824189999635564
18,2250,2700,450,0,0.2,0,1905,345,0,0,450,0.048071299999719486
19,2250,2700,450,0,0.2,0,1905,345,0,0,450,0.047432300001673866
20,2250,2700,450,0,0.2,0,1905,345,0,0,450,0.047282599996833596
21,2250,2700,450,0,0.2,0,1905,345,0,0,450,0.04737089999980526
22,2250,2700,450,0,0.2,0,1905,345,0,0,450,0.04720310000266181
23,2250,2700,450,0,0.2,0,1905,345,0,0,450,0.047374699999636505
24,2250,2700,450,0,0.2,0,1905,345,0,0,450,0.04741920000378741
25,2250,2700,450,0,0.2,0,1905,345,0,0,450,0.04738010000437498
26,2250,2700,450,0,0.2,0,1905,345,0,0,450,0.04758729999593925
27,2250,2700,450,0,0.2,0,1905,345,0,0,450,0.04775350000272738
28,2250,2700,450,0,0.2,0,1905,345,0,0,450,0.04734279999684077
29,2250,2700,450,0,0.2,0,1905,345,0,0,450,0.047491199999058153
0,2500,2625,125,0,0.05,0,2174,326,188,188,125,0.019855899998219684
1,2500,2625,125,0,0.05,0,2174,326,188,188,125,0.019598599996243138
2,2500,2625,125,0,0.05,0,2174,326,188,188,125,0.019620300001406576
3,2500,2625,125,0,0.05,0,2174,326,188,188,125,0.01986390000092797
4,2500,2625,125,0,0.05,0,2174,326,188,188,125,0.019845900002110284
5,2500,2625,125,0,0.05,0,2174,326,188,188,125,0.019791899998381268
6,2500,2625,125,0,0.05,0,2174,326,188,188,125,0.01999470000009751
7,2500,2625,125,0,0.05,0,2174,326,188,188,125,0.019797900000412483
8,2500,2625,125,0,0.05,0,2174,326,188,188,125,0.01964169999700971
9,2500,2625,125,0,0.05,0,2174,326,188,188,125,0.019620999999460764
10,2500,2625,125,0,0.05,0,2174,326,188,188,125,0.019604200002504513
11,2500,2625,125,0,0.05,0,2174,326,188,188,125,0.019814300001598895
12,2500,2625,125,0,0.05,0,2174,326,188,188,125,0.019598899998527486
13,2500,2625,125,0,0.05,0,2174,326,188,188,125,0.019585000001825392
14,2500,2625,125,0,0.05,0,2174,326,188,188,125,0.019560300002922304
15,2500,2625,125,0,0.05,0,2174,326,188,188,125,0.019715200003702193
16,2500,2625,125,0,0.05,0,2174,326,188,188,125,0.019603399996412918
17,2500,2625,125,0,0.05,0,2174,326,188,188,125,0.019555999999283813
18,2500,2625,125,0,0.05,0,2174,326,188,188,125,0.019689199994900264
19,2500,2625,125,0,0.05,0,2174,326,188,188,125,0.019603000000643078
20,2500,2625,125,0,0.05,0,2174,326,188,188,125,0.01963640000030864
21,2500,2625,125,0,0.05,0,2174,326,188,188,125,0.019608500006143004
22,2500,2625,125,0,0.05,0,2174,326,188,188,125,0.019594699995650444
23,2500,2625,125,0,0.05,0,2174,326,188,188,125,0.019625799999630544
24,2500,2625,125,0,0.05,0,2174,326,188,188,125,0.019754999993892852
25,2500,2625,125,0,0.05,0,2174,326,188,188,125,0.01986429999669781
26,2500,2625,125,0,0.05,0,2174,326,188,188,125,0.019818500004475936
27,2500,2625,125,0,0.05,0,2174,326,188,188,125,0.019809800003713463
28,2500,2625,125,0,0.05,0,2174,326,188,188,125,0.019631900002423208
29,2500,2625,125,0,0.05,0,2174,326,188,188,125,0.019590099997003563
0,2500,2750,250,0,0.1,0,2141,359,125,125,250,0.04820620000100462
1,2500,2750,250,0,0.1,0,2141,359,125,125,250,0.04799559999810299
2,2500,2750,250,0,0.1,0,2141,359,125,125,250,0.048248200000671204
3,2500,2750,250,0,0.1,0,2141,359,125,125,250,0.04802709999785293
4,2500,2750,250,0,0.1,0,2141,359,125,125,250,0.047841799998423085
5,2500,2750,250,0,0.1,0,2141,359,125,125,250,0.04826849999517435
6,2500,2750,250,0,0.1,0,2141,359,125,125,250,0.04799999999522697
7,2500,2750,250,0,0.1,0,2141,359,125,125,250,0.04775919999519829
8,2500,2750,250,0,0.1,0,2141,359,125,125,250,0.04854210000485182
9,2500,2750,250,0,0.1,0,2141,359,125,125,250,0.04775389999849722
10,2500,2750,250,0,0.1,0,2141,359,125,125,250,0.047840899998846
11,2500,2750,250,0,0.1,0,2141,359,125,125,250,0.048313399995095097
12,2500,2750,250,0,0.1,0,2141,359,125,125,250,0.04787249999935739
13,2500,2750,250,0,0.1,0,2141,359,125,125,250,0.04790530000173021
14,2500,2750,250,0,0.1,0,2141,359,125,125,250,0.048061200002848636
15,2500,2750,250,0,0.1,0,2141,359,125,125,250,0.04825019999407232
16,2500,2750,250,0,0.1,0,2141,359,125,125,250,0.04791499999555526
17,2500,2750,250,0,0.1,0,2141,359,125,125,250,0.0482004000004963
18,2500,2750,250,0,0.1,0,2141,359,125,125,250,0.0486871000030078
19,2500,2750,250,0,0.1,0,2141,359,125,125,250,0.04867260000173701
20,2500,2750,250,0,0.1,0,2141,359,125,125,250,0.04865379999682773
21,2500,2750,250,0,0.1,0,2141,359,125,125,250,0.04853140000341227
22,2500,2750,250,0,0.1,0,2141,359,125,125,250,0.048603499999444466
23,2500,2750,250,0,0.1,0,2141,359,125,125,250,0.04856550000113202
24,2500,2750,250,0,0.1,0,2141,359,125,125,250,0.047892300004605204
25,2500,2750,250,0,0.1,0,2141,359,125,125,250,0.047783800000615884
26,2500,2750,250,0,0.1,0,2141,359,125,125,250,0.04873579999548383
27,2500,2750,250,0,0.1,0,2141,359,125,125,250,0.04848389999824576
28,2500,2750,250,0,0.1,0,2141,359,125,125,250,0.04859559999749763
29,2500,2750,250,0,0.1,0,2141,359,125,125,250,0.048383200002717786
0,2500,2875,375,0,0.15,0,2133,367,63,63,375,0.061836000000766944
1,2500,2875,375,0,0.15,0,2133,367,63,63,375,0.06176440000126604
2,2500,2875,375,0,0.15,0,2133,367,63,63,375,0.06185189999814611
3,2500,2875,375,0,0.15,0,2133,367,63,63,375,0.06185199999890756
4,2500,2875,375,0,0.15,0,2133,367,63,63,375,0.061804299999494106
5,2500,2875,375,0,0.15,0,2133,367,63,63,375,0.061756199997034855
6,2500,2875,375,0,0.15,0,2133,367,63,63,375,0.061988300003577024
7,2500,2875,375,0,0.15,0,2133,367,63,63,375,0.06294569999590749
8,2500,2875,375,0,0.15,0,2133,367,63,63,375,0.06233049999718787
9,2500,2875,375,0,0.15,0,2133,367,63,63,375,0.062040900003921706
10,2500,2875,375,0,0.15,0,2133,367,63,63,375,0.061673800002608914
11,2500,2875,375,0,0.15,0,2133,367,63,63,375,0.061911099997814745
12,2500,2875,375,0,0.15,0,2133,367,63,63,375,0.061800099996617064
13,2500,2875,375,0,0.15,0,2133,367,63,63,375,0.061979399994015694
14,2500,2875,375,0,0.15,0,2133,367,63,63,375,0.0621714000008069
15,2500,2875,375,0,0.15,0,2133,367,63,63,375,0.06154330000572372
16,2500,2875,375,0,0.15,0,2133,367,63,63,375,0.061704700005066115
17,2500,2875,375,0,0.15,0,2133,367,63,63,375,0.0619758999964688
18,2500,2875,375,0,0.15,0,2133,367,63,63,375,0.061767999999574386
19,2500,2875,375,0,0.15,0,2133,367,63,63,375,0.06211530000291532
20,2500,2875,375,0,0.15,0,2133,367,63,63,375,0.06279189999622758
21,2500,2875,375,0,0.15,0,2133,367,63,63,375,0.06183699999382952
22,2500,2875,375,0,0.15,0,2133,367,63,63,375,0.06298009999591159
23,2500,2875,375,0,0.15,0,2133,367,63,63,375,0.06290550000267103
24,2500,2875,375,0,0.15,0,2133,367,63,63,375,0.06247399999847403
