Run,nFeaturesBefore,nFeaturesAfter,nFeaturesTypeBefore,nFeaturesTypeAfter,percentageOfFeaturesType,nProductsBefore,nProductsAfter,nConstraints,nOptionals,nMandatories,nAlternativeGroups,nSelectionGroups,nRefactors,nRulesSucessfullyExecuted,Time(s) 
18,8,8,2,0,0.25,5,5,0,6,2,0,0,2,36,0.002280700020492077
19,8,8,2,0,0.25,5,5,0,6,2,0,0,2,36,0.0020954000065103173
20,8,8,2,0,0.25,5,5,0,6,2,0,0,2,36,0.00209199998062104
21,8,8,2,0,0.25,5,5,0,6,2,0,0,2,36,0.002219800022430718
22,8,8,2,0,0.25,5,5,0,6,2,0,0,2,36,0.0022517999750562012
23,8,8,2,0,0.25,5,5,0,6,2,0,0,2,36,0.0023741000331938267
24,8,8,2,0,0.25,5,5,0,6,2,0,0,2,36,0.0021637999452650547
25,8,8,2,0,0.25,5,5,0,6,2,0,0,2,36,0.002180800016503781
26,8,8,2,0,0.25,5,5,0,6,2,0,0,2,36,0.0021961999591439962
27,8,8,2,0,0.25,5,5,0,6,2,0,0,2,36,0.002063399995677173
28,8,8,2,0,0.25,5,5,0,6,2,0,0,2,36,0.0020346000092104077
29,8,8,2,0,0.25,5,5,0,6,2,0,0,2,36,0.00195569999050349
0,9,9,2,0,0.22,21,21,0,6,3,0,0,2,36,0.0020559000549837947
1,9,9,2,0,0.22,21,21,0,6,3,0,0,2,36,0.002079300000332296
2,9,9,2,0,0.22,21,21,0,6,3,0,0,2,36,0.0021028000046499074
3,9,9,2,0,0.22,21,21,0,6,3,0,0,2,36,0.0022891999687999487
4,9,9,2,0,0.22,21,21,0,6,3,0,0,2,36,0.002055699995253235
5,9,9,2,0,0.22,21,21,0,6,3,0,0,2,36,0.0019847999792546034
6,9,9,2,0,0.22,21,21,0,6,3,0,0,2,36,0.0020484999986365438
7,9,9,2,0,0.22,21,21,0,6,3,0,0,2,36,0.001953600032720715
8,9,9,2,0,0.22,21,21,0,6,3,0,0,2,36,0.0019039000035263598
9,9,9,2,0,0.22,21,21,0,6,3,0,0,2,36,0.002016700047533959
10,9,9,2,0,0.22,21,21,0,6,3,0,0,2,36,0.002112500020302832
11,9,9,2,0,0.22,21,21,0,6,3,0,0,2,36,0.0020374999730847776
12,9,9,2,0,0.22,21,21,0,6,3,0,0,2,36,0.0019173999899066985
13,9,9,2,0,0.22,21,21,0,6,3,0,0,2,36,0.00192760000936687
14,9,9,2,0,0.22,21,21,0,6,3,0,0,2,36,0.0020882999524474144
15,9,9,2,0,0.22,21,21,0,6,3,0,0,2,36,0.0018833000212907791
16,9,9,2,0,0.22,21,21,0,6,3,0,0,2,36,0.00209650001488626
17,9,9,2,0,0.22,21,21,0,6,3,0,0,2,36,0.0020474999910220504
18,9,9,2,0,0.22,21,21,0,6,3,0,0,2,36,0.001955500047188252
19,9,9,2,0,0.22,21,21,0,6,3,0,0,2,36,0.0020151000353507698
20,9,9,2,0,0.22,21,21,0,6,3,0,0,2,36,0.0019783999887295067
21,9,9,2,0,0.22,21,21,0,6,3,0,0,2,36,0.002004800015129149
22,9,9,2,0,0.22,21,21,0,6,3,0,0,2,36,0.0019072999712079763
23,9,9,2,0,0.22,21,21,0,6,3,0,0,2,36,0.0018629999831318855
24,9,9,2,0,0.22,21,21,0,6,3,0,0,2,36,0.0019786000484600663
25,9,9,2,0,0.22,21,21,0,6,3,0,0,2,36,0.0018843000289052725
26,9,9,2,0,0.22,21,21,0,6,3,0,0,2,36,0.0019038000027649105
27,9,9,2,0,0.22,21,21,0,6,3,0,0,2,36,0.001818799995817244
28,9,9,2,0,0.22,21,21,0,6,3,0,0,2,36,0.0019104999955743551
29,9,9,2,0,0.22,21,21,0,6,3,0,0,2,36,0.001852800021879375
0,9,9,2,0,0.22,9,9,0,6,3,0,0,2,36,0.0012505999766290188
1,9,9,2,0,0.22,9,9,0,6,3,0,0,2,36,0.0012838999973610044
2,9,9,2,0,0.22,9,9,0,6,3,0,0,2,36,0.001284099998883903
3,9,9,2,0,0.22,9,9,0,6,3,0,0,2,36,0.0012365999864414334
4,9,9,2,0,0.22,9,9,0,6,3,0,0,2,36,0.001285600010305643
5,9,9,2,0,0.22,9,9,0,6,3,0,0,2,36,0.0012845000019297004
6,9,9,2,0,0.22,9,9,0,6,3,0,0,2,36,0.0012531999964267015
7,9,9,2,0,0.22,9,9,0,6,3,0,0,2,36,0.001236799987964332
8,9,9,2,0,0.22,9,9,0,6,3,0,0,2,36,0.0012756999931298196
9,9,9,2,0,0.22,9,9,0,6,3,0,0,2,36,0.0012986999936401844
10,9,9,2,0,0.22,9,9,0,6,3,0,0,2,36,0.001366000040434301
11,9,9,2,0,0.22,9,9,0,6,3,0,0,2,36,0.001240300014615059
12,9,9,2,0,0.22,9,9,0,6,3,0,0,2,36,0.0012292999890632927
13,9,9,2,0,0.22,9,9,0,6,3,0,0,2,36,0.0013998000067658722
14,9,9,2,0,0.22,9,9,0,6,3,0,0,2,36,0.0013875000295229256
15,9,9,2,0,0.22,9,9,0,6,3,0,0,2,36,0.0012222999939695
16,9,9,2,0,0.22,9,9,0,6,3,0,0,2,36,0.0012579999747686088
17,9,9,2,0,0.22,9,9,0,6,3,0,0,2,36,0.0011891999747604132
18,9,9,2,0,0.22,9,9,0,6,3,0,0,2,36,0.001236799987964332
19,9,9,2,0,0.22,9,9,0,6,3,0,0,2,36,0.0012523999903351068
20,9,9,2,0,0.22,9,9,0,6,3,0,0,2,36,0.0012283000396564603
21,9,9,2,0,0.22,9,9,0,6,3,0,0,2,36,0.0011876000207848847
22,9,9,2,0,0.22,9,9,0,6,3,0,0,2,36,0.0012821000418625772
23,9,9,2,0,0.22,9,9,0,6,3,0,0,2,36,0.001208700006827712
24,9,9,2,0,0.22,9,9,0,6,3,0,0,2,36,0.0012170000118203461
25,9,9,2,0,0.22,9,9,0,6,3,0,0,2,36,0.0012453999952413142
26,9,9,2,0,0.22,9,9,0,6,3,0,0,2,36,0.0012263000244274735
27,9,9,2,0,0.22,9,9,0,6,3,0,0,2,36,0.0012285999837331474
28,9,9,2,0,0.22,9,9,0,6,3,0,0,2,36,0.001206899993121624
29,9,9,2,0,0.22,9,9,0,6,3,0,0,2,36,0.001214299991261214
0,9,9,2,0,0.22,49,49,0,6,3,0,0,2,36,0.0012614000006578863
1,9,9,2,0,0.22,49,49,0,6,3,0,0,2,36,0.0013709000195376575
2,9,9,2,0,0.22,49,49,0,6,3,0,0,2,36,0.00120749999769032
3,9,9,2,0,0.22,49,49,0,6,3,0,0,2,36,0.0011972999782301486
4,9,9,2,0,0.22,49,49,0,6,3,0,0,2,36,0.0011921999976038933
5,9,9,2,0,0.22,49,49,0,6,3,0,0,2,36,0.0011722000199370086
6,9,9,2,0,0.22,49,49,0,6,3,0,0,2,36,0.0012780999531969428
7,9,9,2,0,0.22,49,49,0,6,3,0,0,2,36,0.0013566000270657241
8,9,9,2,0,0.22,49,49,0,6,3,0,0,2,36,0.0011706000077538192
9,9,9,2,0,0.22,49,49,0,6,3,0,0,2,36,0.001159600040409714
10,9,9,2,0,0.22,49,49,0,6,3,0,0,2,36,0.0012271000305190682
11,9,9,2,0,0.22,49,49,0,6,3,0,0,2,36,0.001331400009803474
12,9,9,2,0,0.22,49,49,0,6,3,0,0,2,36,0.0013277999823912978
13,9,9,2,0,0.22,49,49,0,6,3,0,0,2,36,0.0011802000226452947
14,9,9,2,0,0.22,49,49,0,6,3,0,0,2,36,0.0011615999974310398
15,9,9,2,0,0.22,49,49,0,6,3,0,0,2,36,0.0011566000175662339
16,9,9,2,0,0.22,49,49,0,6,3,0,0,2,36,0.0012565000215545297
17,9,9,2,0,0.22,49,49,0,6,3,0,0,2,36,0.0011804000241681933
18,9,9,2,0,0.22,49,49,0,6,3,0,0,2,36,0.0011778000043705106
19,9,9,2,0,0.22,49,49,0,6,3,0,0,2,36,0.001179100014269352
20,9,9,2,0,0.22,49,49,0,6,3,0,0,2,36,0.0011842999956570566
21,9,9,2,0,0.22,49,49,0,6,3,0,0,2,36,0.0012150999973528087
22,9,9,2,0,0.22,49,49,0,6,3,0,0,2,36,0.0011528999893926084
23,9,9,2,0,0.22,49,49,0,6,3,0,0,2,36,0.001153100049123168
24,9,9,2,0,0.22,49,49,0,6,3,0,0,2,36,0.0011754999868571758
25,9,9,2,0,0.22,49,49,0,6,3,0,0,2,36,0.0013620000099763274
26,9,9,2,0,0.22,49,49,0,6,3,0,0,2,36,0.001150400028564036
27,9,9,2,0,0.22,49,49,0,6,3,0,0,2,36,0.0011206999770365655
28,9,9,2,0,0.22,49,49,0,6,3,0,0,2,36,0.0011540999985300004
29,9,9,2,0,0.22,49,49,0,6,3,0,0,2,36,0.001116700004786253
0,9,11,2,0,0.22,16,16,0,6,3,0,0,2,36,0.00165200000628829
1,9,11,2,0,0.22,16,16,0,6,3,0,0,2,36,0.0014650000375695527
2,9,11,2,0,0.22,16,16,0,6,3,0,0,2,36,0.001616200024727732
3,9,11,2,0,0.22,16,16,0,6,3,0,0,2,36,0.001423700014129281
4,9,11,2,0,0.22,16,16,0,6,3,0,0,2,36,0.001445300003979355
5,9,11,2,0,0.22,16,16,0,6,3,0,0,2,36,0.0014548000181093812
6,9,11,2,0,0.22,16,16,0,6,3,0,0,2,36,0.0014090000186115503
7,9,11,2,0,0.22,16,16,0,6,3,0,0,2,36,0.0014454000047408044
8,9,11,2,0,0.22,16,16,0,6,3,0,0,2,36,0.0014096999657340348
9,9,11,2,0,0.22,16,16,0,6,3,0,0,2,36,0.001533400034531951
10,9,11,2,0,0.22,16,16,0,6,3,0,0,2,36,0.0014499000390060246
11,9,11,2,0,0.22,16,16,0,6,3,0,0,2,36,0.0014807999832555652
12,9,11,2,0,0.22,16,16,0,6,3,0,0,2,36,0.001484900014474988
13,9,11,2,0,0.22,16,16,0,6,3,0,0,2,36,0.0014349000412039459
14,9,11,2,0,0.22,16,16,0,6,3,0,0,2,36,0.0015066000050865114
15,9,11,2,0,0.22,16,16,0,6,3,0,0,2,36,0.0015477999695576727
16,9,11,2,0,0.22,16,16,0,6,3,0,0,2,36,0.001457700040191412
17,9,11,2,0,0.22,16,16,0,6,3,0,0,2,36,0.0015217000036500394
18,9,11,2,0,0.22,16,16,0,6,3,0,0,2,36,0.0015522000030614436
19,9,11,2,0,0.22,16,16,0,6,3,0,0,2,36,0.0015161000192165375
20,9,11,2,0,0.22,16,16,0,6,3,0,0,2,36,0.001463300024624914
21,9,11,2,0,0.22,16,16,0,6,3,0,0,2,36,0.001546100014820695
22,9,11,2,0,0.22,16,16,0,6,3,0,0,2,36,0.0013998000067658722
23,9,11,2,0,0.22,16,16,0,6,3,0,0,2,36,0.0014442999963648617
24,9,11,2,0,0.22,16,16,0,6,3,0,0,2,36,0.0013779000146314502
25,9,11,2,0,0.22,16,16,0,6,3,0,0,2,36,0.0014195999829098582
26,9,11,2,0,0.22,16,16,0,6,3,0,0,2,36,0.0015193999861367047
27,9,11,2,0,0.22,16,16,0,6,3,0,0,2,36,0.0014822999946773052
28,9,11,2,0,0.22,16,16,0,6,3,0,0,2,36,0.0014406000263988972
29,9,11,2,0,0.22,16,16,0,6,3,0,0,2,36,0.0014260999741964042
0,9,11,2,0,0.22,1,64,0,6,3,0,0,2,36,0.0020813000155612826
1,9,11,2,0,0.22,1,64,0,6,3,0,0,2,36,0.0013117000344209373
2,9,11,2,0,0.22,1,64,0,6,3,0,0,2,36,0.001303899975027889
3,9,11,2,0,0.22,1,64,0,6,3,0,0,2,36,0.0012381999986246228
4,9,11,2,0,0.22,1,64,0,6,3,0,0,2,36,0.0012838999973610044
5,9,11,2,0,0.22,1,64,0,6,3,0,0,2,36,0.0012354999780654907
6,9,11,2,0,0.22,1,64,0,6,3,0,0,2,36,0.0012841999996453524
7,9,11,2,0,0.22,1,64,0,6,3,0,0,2,36,0.0012340000248514116
8,9,11,2,0,0.22,1,64,0,6,3,0,0,2,36,0.001216100004967302
9,9,11,2,0,0.22,1,64,0,6,3,0,0,2,36,0.0012268999707885087
10,9,11,2,0,0.22,1,64,0,6,3,0,0,2,36,0.00131280004279688
11,9,11,2,0,0.22,1,64,0,6,3,0,0,2,36,0.001243300037458539
12,9,11,2,0,0.22,1,64,0,6,3,0,0,2,36,0.0013136999914422631
13,9,11,2,0,0.22,1,64,0,6,3,0,0,2,36,0.0012327000149525702
14,9,11,2,0,0.22,1,64,0,6,3,0,0,2,36,0.0012469000066630542
15,9,11,2,0,0.22,1,64,0,6,3,0,0,2,36,0.0012317000073380768
16,9,11,2,0,0.22,1,64,0,6,3,0,0,2,36,0.001262799953110516
17,9,11,2,0,0.22,1,64,0,6,3,0,0,2,36,0.0012577000306919217
18,9,11,2,0,0.22,1,64,0,6,3,0,0,2,36,0.00150090001989156
19,9,11,2,0,0.22,1,64,0,6,3,0,0,2,36,0.0012716999626718462
20,9,11,2,0,0.22,1,64,0,6,3,0,0,2,36,0.0012954000267200172
21,9,11,2,0,0.22,1,64,0,6,3,0,0,2,36,0.001196300028823316
22,9,11,2,0,0.22,1,64,0,6,3,0,0,2,36,0.0012261000229045749
23,9,11,2,0,0.22,1,64,0,6,3,0,0,2,36,0.0012644000235013664
24,9,11,2,0,0.22,1,64,0,6,3,0,0,2,36,0.0012189000262878835
25,9,11,2,0,0.22,1,64,0,6,3,0,0,2,36,0.0011982000432908535
26,9,11,2,0,0.22,1,64,0,6,3,0,0,2,36,0.001263399957679212
27,9,11,2,0,0.22,1,64,0,6,3,0,0,2,36,0.0012396000092849135
28,9,11,2,0,0.22,1,64,0,6,3,0,0,2,36,0.001206299988552928
29,9,11,2,0,0.22,1,64,0,6,3,0,0,2,36,0.0012583999778144062
0,9,10,2,0,0.22,49,21,0,6,3,0,0,2,36,0.006274200044572353
1,9,10,2,0,0.22,49,21,0,6,3,0,0,2,36,0.005805300024803728
2,9,10,2,0,0.22,49,21,0,6,3,0,0,2,36,0.005795900011435151
3,9,10,2,0,0.22,49,21,0,6,3,0,0,2,36,0.005870299995876849
4,9,10,2,0,0.22,49,21,0,6,3,0,0,2,36,0.005822199978865683
5,9,10,2,0,0.22,49,21,0,6,3,0,0,2,36,0.005740299995522946
6,9,10,2,0,0.22,49,21,0,6,3,0,0,2,36,0.005987199954688549
7,9,10,2,0,0.22,49,21,0,6,3,0,0,2,36,0.00573229999281466
8,9,10,2,0,0.22,49,21,0,6,3,0,0,2,36,0.005555399984586984
9,9,10,2,0,0.22,49,21,0,6,3,0,0,2,36,0.005977200053166598
10,9,10,2,0,0.22,49,21,0,6,3,0,0,2,36,0.005420200002845377
11,9,10,2,0,0.22,49,21,0,6,3,0,0,2,36,0.005597900017164648
12,9,10,2,0,0.22,49,21,0,6,3,0,0,2,36,0.005574599956162274
13,9,10,2,0,0.22,49,21,0,6,3,0,0,2,36,0.005262300022877753
14,9,10,2,0,0.22,49,21,0,6,3,0,0,2,36,0.005373499996494502
15,9,10,2,0,0.22,49,21,0,6,3,0,0,2,36,0.005321500007994473
16,9,10,2,0,0.22,49,21,0,6,3,0,0,2,36,0.005750800017267466
17,9,10,2,0,0.22,49,21,0,6,3,0,0,2,36,0.005731999990530312
18,9,10,2,0,0.22,49,21,0,6,3,0,0,2,36,0.005529000016395003
19,9,10,2,0,0.22,49,21,0,6,3,0,0,2,36,0.005402799986768514
20,9,10,2,0,0.22,49,21,0,6,3,0,0,2,36,0.0054493999923579395
21,9,10,2,0,0.22,49,21,0,6,3,0,0,2,36,0.005322900018654764
22,9,10,2,0,0.22,49,21,0,6,3,0,0,2,36,0.005373599997255951
23,9,10,2,0,0.22,49,21,0,6,3,0,0,2,36,0.005452000012155622
24,9,10,2,0,0.22,49,21,0,6,3,0,0,2,36,0.0054418999934569
25,9,10,2,0,0.22,49,21,0,6,3,0,0,2,36,0.005227900051977485
26,9,10,2,0,0.22,49,21,0,6,3,0,0,2,36,0.005331400025170296
27,9,10,2,0,0.22,49,21,0,6,3,0,0,2,36,0.005322300014086068
28,9,10,2,0,0.22,49,21,0,6,3,0,0,2,36,0.00533219997305423
29,9,10,2,0,0.22,49,21,0,6,3,0,0,2,36,0.005435700004454702
0,9,9,2,0,0.22,16,16,0,6,3,0,0,2,36,0.004506699973717332
1,9,9,2,0,0.22,16,16,0,6,3,0,0,2,36,0.004511200007982552
2,9,9,2,0,0.22,16,16,0,6,3,0,0,2,36,0.004622299980837852
3,9,9,2,0,0.22,16,16,0,6,3,0,0,2,36,0.004690399975515902
4,9,9,2,0,0.22,16,16,0,6,3,0,0,2,36,0.006590899953152984
5,9,9,2,0,0.22,16,16,0,6,3,0,0,2,36,0.004727300023660064
6,9,9,2,0,0.22,16,16,0,6,3,0,0,2,36,0.00475600000936538
7,9,9,2,0,0.22,16,16,0,6,3,0,0,2,36,0.004879700019955635
8,9,9,2,0,0.22,16,16,0,6,3,0,0,2,36,0.004711799963843077
9,9,9,2,0,0.22,16,16,0,6,3,0,0,2,36,0.0047617999953217804
10,9,9,2,0,0.22,16,16,0,6,3,0,0,2,36,0.004764399956911802
11,9,9,2,0,0.22,16,16,0,6,3,0,0,2,36,0.004723799997009337
12,9,9,2,0,0.22,16,16,0,6,3,0,0,2,36,0.004694200004450977
13,9,9,2,0,0.22,16,16,0,6,3,0,0,2,36,0.004899499996099621
14,9,9,2,0,0.22,16,16,0,6,3,0,0,2,36,0.004763200005982071
15,9,9,2,0,0.22,16,16,0,6,3,0,0,2,36,0.004645499982871115
16,9,9,2,0,0.22,16,16,0,6,3,0,0,2,36,0.0047412000130862
17,9,9,2,0,0.22,16,16,0,6,3,0,0,2,36,0.004494100052397698
18,9,9,2,0,0.22,16,16,0,6,3,0,0,2,36,0.004759500036016107
19,9,9,2,0,0.22,16,16,0,6,3,0,0,2,36,0.004676999989897013
20,9,9,2,0,0.22,16,16,0,6,3,0,0,2,36,0.004871900018770248
21,9,9,2,0,0.22,16,16,0,6,3,0,0,2,36,0.004628099966794252
22,9,9,2,0,0.22,16,16,0,6,3,0,0,2,36,0.004568799980916083
23,9,9,2,0,0.22,16,16,0,6,3,0,0,2,36,0.0045495000085793436
24,9,9,2,0,0.22,16,16,0,6,3,0,0,2,36,0.004536399967037141
25,9,9,2,0,0.22,16,16,0,6,3,0,0,2,36,0.004507599980570376
26,9,9,2,0,0.22,16,16,0,6,3,0,0,2,36,0.0048345000250265
27,9,9,2,0,0.22,16,16,0,6,3,0,0,2,36,0.004599299980327487
28,9,9,2,0,0.22,16,16,0,6,3,0,0,2,36,0.004725400009192526
29,9,9,2,0,0.22,16,16,0,6,3,0,0,2,36,0.004593199992086738
0,9,9,2,0,0.22,0,0,0,7,2,0,0,2,36,0.0024423000286333263
1,9,9,2,0,0.22,0,0,0,7,2,0,0,2,36,0.0023598999832756817
2,9,9,2,0,0.22,0,0,0,7,2,0,0,2,36,0.0022477000020444393
3,9,9,2,0,0.22,0,0,0,7,2,0,0,2,36,0.0022939000045880675
4,9,9,2,0,0.22,0,0,0,7,2,0,0,2,36,0.0022775999968871474
5,9,9,2,0,0.22,0,0,0,7,2,0,0,2,36,0.0023440999793820083
6,9,9,2,0,0.22,0,0,0,7,2,0,0,2,36,0.0023973999777808785
7,9,9,2,0,0.22,0,0,0,7,2,0,0,2,36,0.0023923999979160726
8,9,9,2,0,0.22,0,0,0,7,2,0,0,2,36,0.002376299991738051
9,9,9,2,0,0.22,0,0,0,7,2,0,0,2,36,0.002251199970487505
10,9,9,2,0,0.22,0,0,0,7,2,0,0,2,36,0.0025978999910876155
11,9,9,2,0,0.22,0,0,0,7,2,0,0,2,36,0.002370300004258752
12,9,9,2,0,0.22,0,0,0,7,2,0,0,2,36,0.00226529996143654
13,9,9,2,0,0.22,0,0,0,7,2,0,0,2,36,0.002314399986062199
14,9,9,2,0,0.22,0,0,0,7,2,0,0,2,36,0.0023126000305637717
15,9,9,2,0,0.22,0,0,0,7,2,0,0,2,36,0.002323900000192225
16,9,9,2,0,0.22,0,0,0,7,2,0,0,2,36,0.0023514999775215983
17,9,9,2,0,0.22,0,0,0,7,2,0,0,2,36,0.002293199999257922
18,9,9,2,0,0.22,0,0,0,7,2,0,0,2,36,0.002253800048492849
19,9,9,2,0,0.22,0,0,0,7,2,0,0,2,36,0.0022844999912194908
20,9,9,2,0,0.22,0,0,0,7,2,0,0,2,36,0.0023250000085681677
21,9,9,2,0,0.22,0,0,0,7,2,0,0,2,36,0.002285199996549636
22,9,9,2,0,0.22,0,0,0,7,2,0,0,2,36,0.0022660999675281346
23,9,9,2,0,0.22,0,0,0,7,2,0,0,2,36,0.00228459999198094
24,9,9,2,0,0.22,0,0,0,7,2,0,0,2,36,0.0023205000325106084
25,9,9,2,0,0.22,0,0,0,7,2,0,0,2,36,0.0022911999840289354
26,9,9,2,0,0.22,0,0,0,7,2,0,0,2,36,0.0023098000092431903
27,9,9,2,0,0.22,0,0,0,7,2,0,0,2,36,0.0022573000169359148
28,9,9,2,0,0.22,0,0,0,7,2,0,0,2,36,0.00221800000872463
29,9,9,2,0,0.22,0,0,0,7,2,0,0,2,36,0.1548309000208974
0,9,9,3,0,0.33,10,10,0,6,3,0,0,3,36,0.0017349999980069697
1,9,9,3,0,0.33,10,10,0,6,3,0,0,3,36,0.001617399975657463
2,9,9,3,0,0.33,10,10,0,6,3,0,0,3,36,0.0015766999567858875
3,9,9,3,0,0.33,10,10,0,6,3,0,0,3,36,0.001629500009585172
4,9,9,3,0,0.33,10,10,0,6,3,0,0,3,36,0.001848100044298917
5,9,9,3,0,0.33,10,10,0,6,3,0,0,3,36,0.0016782000311650336
6,9,9,3,0,0.33,10,10,0,6,3,0,0,3,36,0.0015839000116102397
7,9,9,3,0,0.33,10,10,0,6,3,0,0,3,36,0.0015010000206530094
8,9,9,3,0,0.33,10,10,0,6,3,0,0,3,36,0.0016184999840334058
9,9,9,3,0,0.33,10,10,0,6,3,0,0,3,36,0.0016373000107705593
10,9,9,3,0,0.33,10,10,0,6,3,0,0,3,36,0.0015075000119395554
11,9,9,3,0,0.33,10,10,0,6,3,0,0,3,36,0.0014857000205665827
12,9,9,3,0,0.33,10,10,0,6,3,0,0,3,36,0.0014852999593131244
13,9,9,3,0,0.33,10,10,0,6,3,0,0,3,36,0.0015870000352151692
14,9,9,3,0,0.33,10,10,0,6,3,0,0,3,36,0.0015369000029750168
15,9,9,3,0,0.33,10,10,0,6,3,0,0,3,36,0.0013908999972045422
16,9,9,3,0,0.33,10,10,0,6,3,0,0,3,36,0.001445000001695007
17,9,9,3,0,0.33,10,10,0,6,3,0,0,3,36,0.0014449000009335577
18,9,9,3,0,0.33,10,10,0,6,3,0,0,3,36,0.001479000027757138
19,9,9,3,0,0.33,10,10,0,6,3,0,0,3,36,0.001416300015989691
20,9,9,3,0,0.33,10,10,0,6,3,0,0,3,36,0.001463000022340566
21,9,9,3,0,0.33,10,10,0,6,3,0,0,3,36,0.0016186999855563045
22,9,9,3,0,0.33,10,10,0,6,3,0,0,3,36,0.0015407000319100916
23,9,9,3,0,0.33,10,10,0,6,3,0,0,3,36,0.0015480000292882323
24,9,9,3,0,0.33,10,10,0,6,3,0,0,3,36,0.001782700011972338
25,9,9,3,0,0.33,10,10,0,6,3,0,0,3,36,0.001525099971331656
26,9,9,3,0,0.33,10,10,0,6,3,0,0,3,36,0.0015400999691337347
27,9,9,3,0,0.33,10,10,0,6,3,0,0,3,36,0.0015581999905407429
28,9,9,3,0,0.33,10,10,0,6,3,0,0,3,36,0.0015323999687097967
29,9,9,3,0,0.33,10,10,0,6,3,0,0,3,36,0.0014076000079512596
0,13,13,3,0,0.23,7,70,0,10,3,0,0,3,36,0.006408599962014705
1,13,13,3,0,0.23,7,70,0,10,3,0,0,3,36,0.006582700007129461
2,13,13,3,0,0.23,7,70,0,10,3,0,0,3,36,0.006508100021164864
3,13,13,3,0,0.23,7,70,0,10,3,0,0,3,36,0.006588999996893108
4,13,13,3,0,0.23,7,70,0,10,3,0,0,3,36,0.00655749998986721
5,13,13,3,0,0.23,7,70,0,10,3,0,0,3,36,0.0063596999971196055
6,13,13,3,0,0.23,7,70,0,10,3,0,0,3,36,0.006351100048050284
7,13,13,3,0,0.23,7,70,0,10,3,0,0,3,36,0.006557299988344312
8,13,13,3,0,0.23,7,70,0,10,3,0,0,3,36,0.006376400007866323
9,13,13,3,0,0.23,7,70,0,10,3,0,0,3,36,0.006472899985965341
10,13,13,3,0,0.23,7,70,0,10,3,0,0,3,36,0.006224199954885989
11,13,13,3,0,0.23,7,70,0,10,3,0,0,3,36,0.006554400024469942
12,13,13,3,0,0.23,7,70,0,10,3,0,0,3,36,0.006485099962446839
13,13,13,3,0,0.23,7,70,0,10,3,0,0,3,36,0.0067541999742388725
14,13,13,3,0,0.23,7,70,0,10,3,0,0,3,36,0.006931199983227998
15,13,13,3,0,0.23,7,70,0,10,3,0,0,3,36,0.006469300016760826
16,13,13,3,0,0.23,7,70,0,10,3,0,0,3,36,0.006322500004898757
17,13,13,3,0,0.23,7,70,0,10,3,0,0,3,36,0.006558599998243153
18,13,13,3,0,0.23,7,70,0,10,3,0,0,3,36,0.006439200020395219
19,13,13,3,0,0.23,7,70,0,10,3,0,0,3,36,0.006615900027099997
20,13,13,3,0,0.23,7,70,0,10,3,0,0,3,36,0.00633090001065284
21,13,13,3,0,0.23,7,70,0,10,3,0,0,3,36,0.006303100031800568
22,13,13,3,0,0.23,7,70,0,10,3,0,0,3,36,0.006522700015921146
23,13,13,3,0,0.23,7,70,0,10,3,0,0,3,36,0.006394099968019873
24,13,13,3,0,0.23,7,70,0,10,3,0,0,3,36,0.006684100022539496
25,13,13,3,0,0.23,7,70,0,10,3,0,0,3,36,0.006555599975399673
26,13,13,3,0,0.23,7,70,0,10,3,0,0,3,36,0.006675000011455268
27,13,13,3,0,0.23,7,70,0,10,3,0,0,3,36,0.006361600011587143
28,13,13,3,0,0.23,7,70,0,10,3,0,0,3,36,0.006318700034171343
29,13,13,3,0,0.23,7,70,0,10,3,0,0,3,36,0.006664399988949299
0,13,13,3,0,0.23,3,18,0,10,3,0,0,3,36,0.0013497999752871692
1,13,13,3,0,0.23,3,18,0,10,3,0,0,3,36,0.001108399999793619
2,13,13,3,0,0.23,3,18,0,10,3,0,0,3,36,0.001096599968150258
3,13,13,3,0,0.23,3,18,0,10,3,0,0,3,36,0.0010311999940313399
4,13,13,3,0,0.23,3,18,0,10,3,0,0,3,36,0.0011188999633304775
5,13,13,3,0,0.23,3,18,0,10,3,0,0,3,36,0.0010432999697513878
6,13,13,3,0,0.23,3,18,0,10,3,0,0,3,36,0.001057000015862286
7,13,13,3,0,0.23,3,18,0,10,3,0,0,3,36,0.0010766999912448227
8,13,13,3,0,0.23,3,18,0,10,3,0,0,3,36,0.0013070999993942678
9,13,13,3,0,0.23,3,18,0,10,3,0,0,3,36,0.001074999978300184
10,13,13,3,0,0.23,3,18,0,10,3,0,0,3,36,0.00105489999987185
11,13,13,3,0,0.23,3,18,0,10,3,0,0,3,36,0.0010858000023290515
12,13,13,3,0,0.23,3,18,0,10,3,0,0,3,36,0.0010445999796502292
13,13,13,3,0,0.23,3,18,0,10,3,0,0,3,36,0.0010864000068977475
14,13,13,3,0,0.23,3,18,0,10,3,0,0,3,36,0.0010777999996207654
15,13,13,3,0,0.23,3,18,0,10,3,0,0,3,36,0.0010784000041894615
16,13,13,3,0,0.23,3,18,0,10,3,0,0,3,36,0.001082399976439774
17,13,13,3,0,0.23,3,18,0,10,3,0,0,3,36,0.0010408000089228153
18,13,13,3,0,0.23,3,18,0,10,3,0,0,3,36,0.0010082999942824244
19,13,13,3,0,0.23,3,18,0,10,3,0,0,3,36,9.763999842107296E-4
20,13,13,3,0,0.23,3,18,0,10,3,0,0,3,36,0.0010168000007979572
