Run,nFeaturesBefore,nFeaturesAfter,nFeaturesTypeBefore,nFeaturesTypeAfter,percentageOfFeaturesType,nConstraints,nOptionals,nMandatories,nAlternativeGroups,nSelectionGroups,nRefactors,nRulesSucessfullyExecuted,Time(s) 
20,1000,1000,200,0,0.2,0,834,166,0,0,200,45,2.0130097000001115
21,1000,1000,200,0,0.2,0,834,166,0,0,200,45,2.059803100000863
22,1000,1000,200,0,0.2,0,834,166,0,0,200,45,2.0522105999989435
23,1000,1000,200,0,0.2,0,834,166,0,0,200,45,2.0422515999998723
24,1000,1000,200,0,0.2,0,834,166,0,0,200,45,2.078343000001041
25,1000,1000,200,0,0.2,0,834,166,0,0,200,45,2.0295310000001336
26,1000,1000,200,0,0.2,0,834,166,0,0,200,45,2.0416425000003073
27,1000,1000,200,0,0.2,0,834,166,0,0,200,45,2.0698072999985015
28,1000,1000,200,0,0.2,0,834,166,0,0,200,45,2.072572199998831
29,1000,1000,200,0,0.2,0,834,166,0,0,200,45,2.1024491999996826
0,1250,1250,125,0,0.1,0,1041,209,63,63,125,45,0.971371799998451
1,1250,1250,125,0,0.1,0,1041,209,63,63,125,45,0.9599238000009791
2,1250,1250,125,0,0.1,0,1041,209,63,63,125,45,0.9590333000014652
3,1250,1250,125,0,0.1,0,1041,209,63,63,125,45,0.9608875000012631
4,1250,1250,125,0,0.1,0,1041,209,63,63,125,45,0.9927098999978625
5,1250,1250,125,0,0.1,0,1041,209,63,63,125,45,0.955756699997437
6,1250,1250,125,0,0.1,0,1041,209,63,63,125,45,0.9566797000006773
7,1250,1250,125,0,0.1,0,1041,209,63,63,125,45,0.954136299998936
8,1250,1250,125,0,0.1,0,1041,209,63,63,125,45,0.9567230000029667
9,1250,1250,125,0,0.1,0,1041,209,63,63,125,45,0.9525663999993412
10,1250,1250,125,0,0.1,0,1041,209,63,63,125,45,0.9528948000006494
11,1250,1250,125,0,0.1,0,1041,209,63,63,125,45,0.9996116000002075
12,1250,1250,125,0,0.1,0,1041,209,63,63,125,45,0.9253263999999035
13,1250,1250,125,0,0.1,0,1041,209,63,63,125,45,0.9625356999968062
14,1250,1250,125,0,0.1,0,1041,209,63,63,125,45,0.9561217000009492
15,1250,1250,125,0,0.1,0,1041,209,63,63,125,45,0.9487642999993113
16,1250,1250,125,0,0.1,0,1041,209,63,63,125,45,0.9557277999992948
17,1250,1250,125,0,0.1,0,1041,209,63,63,125,45,0.9494291999981215
18,1250,1250,125,0,0.1,0,1041,209,63,63,125,45,0.9888696999987587
19,1250,1250,125,0,0.1,0,1041,209,63,63,125,45,0.9529803999976139
20,1250,1250,125,0,0.1,0,1041,209,63,63,125,45,0.9563553999978467
21,1250,1250,125,0,0.1,0,1041,209,63,63,125,45,0.937309600001754
22,1250,1250,125,0,0.1,0,1041,209,63,63,125,45,0.8786069000016141
23,1250,1250,125,0,0.1,0,1041,209,63,63,125,45,0.9316706999998132
24,1250,1250,125,0,0.1,0,1041,209,63,63,125,45,0.9154947999995784
25,1250,1250,125,0,0.1,0,1041,209,63,63,125,45,0.9936180999975477
26,1250,1250,125,0,0.1,0,1041,209,63,63,125,45,0.9537143999987165
27,1250,1250,125,0,0.1,0,1041,209,63,63,125,45,0.9616712000024563
28,1250,1250,125,0,0.1,0,1041,209,63,63,125,45,0.9578122000020812
29,1250,1250,125,0,0.1,0,1041,209,63,63,125,45,0.9561415999996825
0,1250,1250,188,0,0.15,0,1067,183,32,32,188,45,1.8196865999998408
1,1250,1250,188,0,0.15,0,1067,183,32,32,188,45,1.8658065999989049
2,1250,1250,188,0,0.15,0,1067,183,32,32,188,45,1.8541661000017484
3,1250,1250,188,0,0.15,0,1067,183,32,32,188,45,1.83229140000185
4,1250,1250,188,0,0.15,0,1067,183,32,32,188,45,1.7887957000020833
5,1250,1250,188,0,0.15,0,1067,183,32,32,188,45,1.7664748999995936
6,1250,1250,188,0,0.15,0,1067,183,32,32,188,45,1.886545200002729
7,1250,1250,188,0,0.15,0,1067,183,32,32,188,45,1.8655658000025142
8,1250,1250,188,0,0.15,0,1067,183,32,32,188,45,1.8365814999997383
9,1250,1250,188,0,0.15,0,1067,183,32,32,188,45,1.835081099998206
10,1250,1250,188,0,0.15,0,1067,183,32,32,188,45,1.8168554000003496
11,1250,1250,188,0,0.15,0,1067,183,32,32,188,45,1.7993463999991945
12,1250,1250,188,0,0.15,0,1067,183,32,32,188,45,1.7902976000004855
13,1250,1250,188,0,0.15,0,1067,183,32,32,188,45,1.8228091999990284
14,1250,1250,188,0,0.15,0,1067,183,32,32,188,45,1.8388399000032223
15,1250,1250,188,0,0.15,0,1067,183,32,32,188,45,1.8182524000003468
16,1250,1250,188,0,0.15,0,1067,183,32,32,188,45,1.8254306000017095
17,1250,1250,188,0,0.15,0,1067,183,32,32,188,45,1.8218696000003547
18,1250,1250,188,0,0.15,0,1067,183,32,32,188,45,1.8094329999985348
19,1250,1250,188,0,0.15,0,1067,183,32,32,188,45,1.7932024999972782
20,1250,1250,188,0,0.15,0,1067,183,32,32,188,45,1.8093755999980203
21,1250,1250,188,0,0.15,0,1067,183,32,32,188,45,1.8231601000006776
22,1250,1250,188,0,0.15,0,1067,183,32,32,188,45,1.79579670000021
23,1250,1250,188,0,0.15,0,1067,183,32,32,188,45,1.8146130000022822
24,1250,1250,188,0,0.15,0,1067,183,32,32,188,45,1.8611344000019017
25,1250,1250,188,0,0.15,0,1067,183,32,32,188,45,1.7885805000005348
26,1250,1250,188,0,0.15,0,1067,183,32,32,188,45,1.8100568000008934
27,1250,1250,188,0,0.15,0,1067,183,32,32,188,45,1.8786207000011927
28,1250,1250,188,0,0.15,0,1067,183,32,32,188,45,1.8263479999986885
29,1250,1250,188,0,0.15,0,1067,183,32,32,188,45,1.805387199998222
0,1250,1251,250,0,0.2,0,1065,185,0,0,250,45,3.427700799999002
1,1250,1251,250,0,0.2,0,1065,185,0,0,250,45,3.3233688000000257
2,1250,1251,250,0,0.2,0,1065,185,0,0,250,45,3.377043800002866
3,1250,1251,250,0,0.2,0,1065,185,0,0,250,45,3.352395999998407
4,1250,1251,250,0,0.2,0,1065,185,0,0,250,45,3.3136747000025935
5,1250,1251,250,0,0.2,0,1065,185,0,0,250,45,3.308574200000294
6,1250,1251,250,0,0.2,0,1065,185,0,0,250,45,3.366555699998571
7,1250,1251,250,0,0.2,0,1065,185,0,0,250,45,3.3222851999998966
8,1250,1251,250,0,0.2,0,1065,185,0,0,250,45,3.2667799000009836
9,1250,1251,250,0,0.2,0,1065,185,0,0,250,45,3.419725199997629
10,1250,1251,250,0,0.2,0,1065,185,0,0,250,45,3.6883421999991697
11,1250,1251,250,0,0.2,0,1065,185,0,0,250,45,3.6250437999988208
12,1250,1251,250,0,0.2,0,1065,185,0,0,250,45,3.535541600002034
13,1250,1251,250,0,0.2,0,1065,185,0,0,250,45,3.603043200000684
14,1250,1251,250,0,0.2,0,1065,185,0,0,250,45,3.5664618000009796
15,1250,1251,250,0,0.2,0,1065,185,0,0,250,45,3.583365499998763
16,1250,1251,250,0,0.2,0,1065,185,0,0,250,45,3.3671089000017673
17,1250,1251,250,0,0.2,0,1065,185,0,0,250,45,3.3693637999967905
18,1250,1251,250,0,0.2,0,1065,185,0,0,250,45,3.327551999998832
19,1250,1251,250,0,0.2,0,1065,185,0,0,250,45,3.361022100001719
20,1250,1251,250,0,0.2,0,1065,185,0,0,250,45,3.3008752999994613
21,1250,1251,250,0,0.2,0,1065,185,0,0,250,45,3.38187520000065
22,1250,1251,250,0,0.2,0,1065,185,0,0,250,45,3.4799722999996447
23,1250,1251,250,0,0.2,0,1065,185,0,0,250,45,3.3310616000017035
24,1250,1251,250,0,0.2,0,1065,185,0,0,250,45,3.3938465999999607
25,1250,1251,250,0,0.2,0,1065,185,0,0,250,45,3.2469642000032763
26,1250,1251,250,0,0.2,0,1065,185,0,0,250,45,3.357431700002053
27,1250,1251,250,0,0.2,0,1065,185,0,0,250,45,3.312431900001684
28,1250,1251,250,0,0.2,0,1065,185,0,0,250,45,3.307954600000812
29,1250,1251,250,0,0.2,0,1065,185,0,0,250,45,3.3940890000012587
0,1500,1500,150,0,0.1,0,1294,206,75,75,150,45,1.503904799999873
1,1500,1500,150,0,0.1,0,1294,206,75,75,150,45,1.540972499999043
2,1500,1500,150,0,0.1,0,1294,206,75,75,150,45,1.4831445000017993
3,1500,1500,150,0,0.1,0,1294,206,75,75,150,45,1.4860888000002888
4,1500,1500,150,0,0.1,0,1294,206,75,75,150,45,1.4842801000013424
5,1500,1500,150,0,0.1,0,1294,206,75,75,150,45,1.5165510999977414
6,1500,1500,150,0,0.1,0,1294,206,75,75,150,45,1.482389199998579
7,1500,1500,150,0,0.1,0,1294,206,75,75,150,45,1.4786009000017657
8,1500,1500,150,0,0.1,0,1294,206,75,75,150,45,1.487753099998372
9,1500,1500,150,0,0.1,0,1294,206,75,75,150,45,1.5234622999996645
10,1500,1500,150,0,0.1,0,1294,206,75,75,150,45,1.4973430999998527
11,1500,1500,150,0,0.1,0,1294,206,75,75,150,45,1.4664922999982082
12,1500,1500,150,0,0.1,0,1294,206,75,75,150,45,1.4439792000011948
13,1500,1500,150,0,0.1,0,1294,206,75,75,150,45,1.4778600999998162
14,1500,1500,150,0,0.1,0,1294,206,75,75,150,45,1.4287546999985352
15,1500,1500,150,0,0.1,0,1294,206,75,75,150,45,1.4233119000018633
16,1500,1500,150,0,0.1,0,1294,206,75,75,150,45,1.3612592999998014
17,1500,1500,150,0,0.1,0,1294,206,75,75,150,45,1.487972599999921
18,1500,1500,150,0,0.1,0,1294,206,75,75,150,45,1.4343855000006442
19,1500,1500,150,0,0.1,0,1294,206,75,75,150,45,1.4467616000001726
20,1500,1500,150,0,0.1,0,1294,206,75,75,150,45,1.453891900000599
21,1500,1500,150,0,0.1,0,1294,206,75,75,150,45,1.492749000000913
22,1500,1500,150,0,0.1,0,1294,206,75,75,150,45,1.5088868999991973
23,1500,1500,150,0,0.1,0,1294,206,75,75,150,45,1.4224467999993067
24,1500,1500,150,0,0.1,0,1294,206,75,75,150,45,1.4217735000020184
25,1500,1500,150,0,0.1,0,1294,206,75,75,150,45,1.4385646000009729
26,1500,1500,150,0,0.1,0,1294,206,75,75,150,45,1.483536899999308
27,1500,1500,150,0,0.1,0,1294,206,75,75,150,45,1.380629699997371
28,1500,1500,150,0,0.1,0,1294,206,75,75,150,45,1.431958699999086
29,1500,1500,150,0,0.1,0,1294,206,75,75,150,45,1.4230629000012414
0,1500,1500,225,0,0.15,0,1272,228,38,38,225,45,3.421730199999729
1,1500,1500,225,0,0.15,0,1272,228,38,38,225,45,3.4292002000001958
2,1500,1500,225,0,0.15,0,1272,228,38,38,225,45,3.442216900002677
3,1500,1500,225,0,0.15,0,1272,228,38,38,225,45,3.2587935000010475
4,1500,1500,225,0,0.15,0,1272,228,38,38,225,45,3.2920741999987513
5,1500,1500,225,0,0.15,0,1272,228,38,38,225,45,3.3595702999991772
6,1500,1500,225,0,0.15,0,1272,228,38,38,225,45,3.313585600000806
7,1500,1500,225,0,0.15,0,1272,228,38,38,225,45,3.3593474000008428
8,1500,1500,225,0,0.15,0,1272,228,38,38,225,45,3.2562647000013385
9,1500,1500,225,0,0.15,0,1272,228,38,38,225,45,3.3705872999998974
10,1500,1500,225,0,0.15,0,1272,228,38,38,225,45,3.278940899999725
11,1500,1500,225,0,0.15,0,1272,228,38,38,225,45,3.353429299997515
12,1500,1500,225,0,0.15,0,1272,228,38,38,225,45,3.2740171999976155
13,1500,1500,225,0,0.15,0,1272,228,38,38,225,45,3.2889000000031956
14,1500,1500,225,0,0.15,0,1272,228,38,38,225,45,3.322961199999554
15,1500,1500,225,0,0.15,0,1272,228,38,38,225,45,3.300319199999649
16,1500,1500,225,0,0.15,0,1272,228,38,38,225,45,3.310540400001628
17,1500,1500,225,0,0.15,0,1272,228,38,38,225,45,3.318236099999922
18,1500,1500,225,0,0.15,0,1272,228,38,38,225,45,3.4457933000012417
19,1500,1500,225,0,0.15,0,1272,228,38,38,225,45,3.3871044000006805
20,1500,1500,225,0,0.15,0,1272,228,38,38,225,45,3.288436899998487
21,1500,1500,225,0,0.15,0,1272,228,38,38,225,45,3.249874199998885
22,1500,1500,225,0,0.15,0,1272,228,38,38,225,45,3.2853757000011683
23,1500,1500,225,0,0.15,0,1272,228,38,38,225,45,3.021266399999149
24,1500,1500,225,0,0.15,0,1272,228,38,38,225,45,3.0248883000022033
25,1500,1500,225,0,0.15,0,1272,228,38,38,225,45,2.9710025999993377
26,1500,1500,225,0,0.15,0,1272,228,38,38,225,45,3.0183147999996436
27,1500,1500,225,0,0.15,0,1272,228,38,38,225,45,2.9833440000002156
28,1500,1500,225,0,0.15,0,1272,228,38,38,225,45,2.9814893000002485
29,1500,1500,225,0,0.15,0,1272,228,38,38,225,45,3.0284162999996624
0,1500,1500,300,0,0.2,0,1265,235,0,0,300,45,4.733349000001908
1,1500,1500,300,0,0.2,0,1265,235,0,0,300,45,4.857901199997286
2,1500,1500,300,0,0.2,0,1265,235,0,0,300,45,4.59514720000152
3,1500,1500,300,0,0.2,0,1265,235,0,0,300,45,4.595491000000038
4,1500,1500,300,0,0.2,0,1265,235,0,0,300,45,4.643247399999382
5,1500,1500,300,0,0.2,0,1265,235,0,0,300,45,4.698756300000241
6,1500,1500,300,0,0.2,0,1265,235,0,0,300,45,4.637882000002719
7,1500,1500,300,0,0.2,0,1265,235,0,0,300,45,4.685544899999513
8,1500,1500,300,0,0.2,0,1265,235,0,0,300,45,4.81302610000057
9,1500,1500,300,0,0.2,0,1265,235,0,0,300,45,4.782822099998157
10,1500,1500,300,0,0.2,0,1265,235,0,0,300,45,4.838026499997795
11,1500,1500,300,0,0.2,0,1265,235,0,0,300,45,4.724180299999716
12,1500,1500,300,0,0.2,0,1265,235,0,0,300,45,4.880022999997891
13,1500,1500,300,0,0.2,0,1265,235,0,0,300,45,4.76111149999997
14,1500,1500,300,0,0.2,0,1265,235,0,0,300,45,5.906972200002201
15,1500,1500,300,0,0.2,0,1265,235,0,0,300,45,5.947208700003102
16,1500,1500,300,0,0.2,0,1265,235,0,0,300,45,6.196151700001792
17,1500,1500,300,0,0.2,0,1265,235,0,0,300,45,6.924815000002127
18,1500,1500,300,0,0.2,0,1265,235,0,0,300,45,7.004452299999684
19,1500,1500,300,0,0.2,0,1265,235,0,0,300,45,5.947151900003519
20,1500,1500,300,0,0.2,0,1265,235,0,0,300,45,5.836389899999631
21,1500,1500,300,0,0.2,0,1265,235,0,0,300,45,6.007294099999854
22,1500,1500,300,0,0.2,0,1265,235,0,0,300,45,6.082613599999604
23,1500,1500,300,0,0.2,0,1265,235,0,0,300,45,6.054504499999894
24,1500,1500,300,0,0.2,0,1265,235,0,0,300,45,5.995495300001494
25,1500,1500,300,0,0.2,0,1265,235,0,0,300,45,5.716562800000247
26,1500,1500,300,0,0.2,0,1265,235,0,0,300,45,5.800217200001498
27,1500,1500,300,0,0.2,0,1265,235,0,0,300,45,5.8846489999996265
28,1500,1500,300,0,0.2,0,1265,235,0,0,300,45,5.97631530000217
29,1500,1500,300,0,0.2,0,1265,235,0,0,300,45,5.671117000001686
0,1750,1752,175,0,0.1,0,1493,257,88,88,175,45,1.9922415999972145
1,1750,1752,175,0,0.1,0,1493,257,88,88,175,45,1.9251953000020876
2,1750,1752,175,0,0.1,0,1493,257,88,88,175,45,2.0303437000002305
3,1750,1752,175,0,0.1,0,1493,257,88,88,175,45,1.9511139999995066
4,1750,1752,175,0,0.1,0,1493,257,88,88,175,45,1.961739899998065
5,1750,1752,175,0,0.1,0,1493,257,88,88,175,45,1.980362199999945
6,1750,1752,175,0,0.1,0,1493,257,88,88,175,45,1.998827399998845
7,1750,1752,175,0,0.1,0,1493,257,88,88,175,45,1.9282646999999997
8,1750,1752,175,0,0.1,0,1493,257,88,88,175,45,1.9559968000030494
9,1750,1752,175,0,0.1,0,1493,257,88,88,175,45,2.0290835999985575
10,1750,1752,175,0,0.1,0,1493,257,88,88,175,45,1.9362265999989177
11,1750,1752,175,0,0.1,0,1493,257,88,88,175,45,1.979497000000265
12,1750,1752,175,0,0.1,0,1493,257,88,88,175,45,1.9508955000019341
13,1750,1752,175,0,0.1,0,1493,257,88,88,175,45,1.898600799999258
14,1750,1752,175,0,0.1,0,1493,257,88,88,175,45,1.9062669000013557
15,1750,1752,175,0,0.1,0,1493,257,88,88,175,45,1.910578800001531
16,1750,1752,175,0,0.1,0,1493,257,88,88,175,45,1.893471999999747
17,1750,1752,175,0,0.1,0,1493,257,88,88,175,45,1.8725078999996185
18,1750,1752,175,0,0.1,0,1493,257,88,88,175,45,1.9179590999992797
19,1750,1752,175,0,0.1,0,1493,257,88,88,175,45,1.9137912999976834
20,1750,1752,175,0,0.1,0,1493,257,88,88,175,45,1.9565033999970183
21,1750,1752,175,0,0.1,0,1493,257,88,88,175,45,1.8605059000001347
22,1750,1752,175,0,0.1,0,1493,257,88,88,175,45,1.943291199997475
23,1750,1752,175,0,0.1,0,1493,257,88,88,175,45,1.9127445999984047
24,1750,1752,175,0,0.1,0,1493,257,88,88,175,45,1.878568100000848
25,1750,1752,175,0,0.1,0,1493,257,88,88,175,45,1.9287771999988763
26,1750,1752,175,0,0.1,0,1493,257,88,88,175,45,1.9645500000005995
27,1750,1752,175,0,0.1,0,1493,257,88,88,175,45,1.9030013000010513
28,1750,1752,175,0,0.1,0,1493,257,88,88,175,45,1.9417307999974582
29,1750,1752,175,0,0.1,0,1493,257,88,88,175,45,1.8551683000005141
0,1750,1751,263,0,0.15,0,1475,275,44,44,263,45,3.939919299999019
1,1750,1751,263,0,0.15,0,1475,275,44,44,263,45,3.907852100001037
2,1750,1751,263,0,0.15,0,1475,275,44,44,263,45,3.7038145999977132
3,1750,1751,263,0,0.15,0,1475,275,44,44,263,45,3.9527544000011403
4,1750,1751,263,0,0.15,0,1475,275,44,44,263,45,3.8685485999994853
5,1750,1751,263,0,0.15,0,1475,275,44,44,263,45,3.992061199998716
6,1750,1751,263,0,0.15,0,1475,275,44,44,263,45,3.9236147000010533
7,1750,1751,263,0,0.15,0,1475,275,44,44,263,45,3.8541113000028417
8,1750,1751,263,0,0.15,0,1475,275,44,44,263,45,3.8493817999988096
9,1750,1751,263,0,0.15,0,1475,275,44,44,263,45,3.8586327000011806
10,1750,1751,263,0,0.15,0,1475,275,44,44,263,45,3.887528100000054
11,1750,1751,263,0,0.15,0,1475,275,44,44,263,45,3.9965462000000116
12,1750,1751,263,0,0.15,0,1475,275,44,44,263,45,3.937320400000317
13,1750,1751,263,0,0.15,0,1475,275,44,44,263,45,3.830069799998455
14,1750,1751,263,0,0.15,0,1475,275,44,44,263,45,3.767635899999732
15,1750,1751,263,0,0.15,0,1475,275,44,44,263,45,3.9631802999974752
16,1750,1751,263,0,0.15,0,1475,275,44,44,263,45,4.064945800000714
17,1750,1751,263,0,0.15,0,1475,275,44,44,263,45,3.7963892000007036
18,1750,1751,263,0,0.15,0,1475,275,44,44,263,45,3.913104999999632
19,1750,1751,263,0,0.15,0,1475,275,44,44,263,45,3.757877500000177
20,1750,1751,263,0,0.15,0,1475,275,44,44,263,45,3.9418635000001814
21,1750,1751,263,0,0.15,0,1475,275,44,44,263,45,3.887480000001233
22,1750,1751,263,0,0.15,0,1475,275,44,44,263,45,3.6928933000017423
23,1750,1751,263,0,0.15,0,1475,275,44,44,263,45,3.842881700002181
24,1750,1751,263,0,0.15,0,1475,275,44,44,263,45,3.958048799999233
25,1750,1751,263,0,0.15,0,1475,275,44,44,263,45,3.8864071999996668
26,1750,1751,263,0,0.15,0,1475,275,44,44,263,45,3.920703299998422
27,1750,1751,263,0,0.15,0,1475,275,44,44,263,45,3.8070729000028223
28,1750,1751,263,0,0.15,0,1475,275,44,44,263,45,3.8349806999976863
29,1750,1751,263,0,0.15,0,1475,275,44,44,263,45,3.9965931000006094
0,1750,1750,350,0,0.2,0,1488,262,0,0,350,45,6.5915888999988965
1,1750,1750,350,0,0.2,0,1488,262,0,0,350,45,6.619417899997643
2,1750,1750,350,0,0.2,0,1488,262,0,0,350,45,6.778232600001502
3,1750,1750,350,0,0.2,0,1488,262,0,0,350,45,6.413437899998826
4,1750,1750,350,0,0.2,0,1488,262,0,0,350,45,6.603999099999783
5,1750,1750,350,0,0.2,0,1488,262,0,0,350,45,6.551749000002019
6,1750,1750,350,0,0.2,0,1488,262,0,0,350,45,6.520776100001967
7,1750,1750,350,0,0.2,0,1488,262,0,0,350,45,6.38969310000175
8,1750,1750,350,0,0.2,0,1488,262,0,0,350,45,6.739898200001335
9,1750,1750,350,0,0.2,0,1488,262,0,0,350,45,6.530077999999776
10,1750,1750,350,0,0.2,0,1488,262,0,0,350,45,6.538416200000938
11,1750,1750,350,0,0.2,0,1488,262,0,0,350,45,6.424586699999054
12,1750,1750,350,0,0.2,0,1488,262,0,0,350,45,6.558449699998164
13,1750,1750,350,0,0.2,0,1488,262,0,0,350,45,6.34988180000073
14,1750,1750,350,0,0.2,0,1488,262,0,0,350,45,6.483577999999397
15,1750,1750,350,0,0.2,0,1488,262,0,0,350,45,6.371314899999561
16,1750,1750,350,0,0.2,0,1488,262,0,0,350,45,6.476153299998259
17,1750,1750,350,0,0.2,0,1488,262,0,0,350,45,6.541548799999873
18,1750,1750,350,0,0.2,0,1488,262,0,0,350,45,6.478231999997661
19,1750,1750,350,0,0.2,0,1488,262,0,0,350,45,6.536573500001396
20,1750,1750,350,0,0.2,0,1488,262,0,0,350,45,6.522133900001791
21,1750,1750,350,0,0.2,0,1488,262,0,0,350,45,6.566090699998313
22,1750,1750,350,0,0.2,0,1488,262,0,0,350,45,6.502305499998329
23,1750,1750,350,0,0.2,0,1488,262,0,0,350,45,6.587271599997621
24,1750,1750,350,0,0.2,0,1488,262,0,0,350,45,6.451673200001096
25,1750,1750,350,0,0.2,0,1488,262,0,0,350,45,6.57077560000107
26,1750,1750,350,0,0.2,0,1488,262,0,0,350,45,6.464010399999097
27,1750,1750,350,0,0.2,0,1488,262,0,0,350,45,6.472873200000322
28,1750,1750,350,0,0.2,0,1488,262,0,0,350,45,6.414834900002461
29,1750,1750,350,0,0.2,0,1488,262,0,0,350,45,6.509289900001022
0,2000,2002,200,0,0.1,0,1706,294,100,100,200,45,2.46653299999889
1,2000,2002,200,0,0.1,0,1706,294,100,100,200,45,2.284403999998176
2,2000,2002,200,0,0.1,0,1706,294,100,100,200,45,2.4181505000015022
3,2000,2002,200,0,0.1,0,1706,294,100,100,200,45,2.4208550000003015
4,2000,2002,200,0,0.1,0,1706,294,100,100,200,45,2.467550299999857
5,2000,2002,200,0,0.1,0,1706,294,100,100,200,45,2.341848600000958
6,2000,2002,200,0,0.1,0,1706,294,100,100,200,45,2.3602599000005284
7,2000,2002,200,0,0.1,0,1706,294,100,100,200,45,2.2439683999982662
8,2000,2002,200,0,0.1,0,1706,294,100,100,200,45,2.375977399999101
9,2000,2002,200,0,0.1,0,1706,294,100,100,200,45,2.3892918999990798
10,2000,2002,200,0,0.1,0,1706,294,100,100,200,45,2.3627000999986194
11,2000,2002,200,0,0.1,0,1706,294,100,100,200,45,2.2759872999995423
12,2000,2002,200,0,0.1,0,1706,294,100,100,200,45,2.35123300000123
13,2000,2002,200,0,0.1,0,1706,294,100,100,200,45,2.348151800000778
14,2000,2002,200,0,0.1,0,1706,294,100,100,200,45,2.3847134000025108
15,2000,2002,200,0,0.1,0,1706,294,100,100,200,45,2.374348999997892
16,2000,2002,200,0,0.1,0,1706,294,100,100,200,45,2.31144950000089
17,2000,2002,200,0,0.1,0,1706,294,100,100,200,45,2.433451500000956
18,2000,2002,200,0,0.1,0,1706,294,100,100,200,45,2.3597757999996247
19,2000,2002,200,0,0.1,0,1706,294,100,100,200,45,2.3496331999995164
20,2000,2002,200,0,0.1,0,1706,294,100,100,200,45,2.4545695000015257
21,2000,2002,200,0,0.1,0,1706,294,100,100,200,45,2.405781699999352
22,2000,2002,200,0,0.1,0,1706,294,100,100,200,45,2.4190559000016947
23,2000,2002,200,0,0.1,0,1706,294,100,100,200,45,2.327861700003268
24,2000,2002,200,0,0.1,0,1706,294,100,100,200,45,2.410509199999069
25,2000,2002,200,0,0.1,0,1706,294,100,100,200,45,2.444696300000942
26,2000,2002,200,0,0.1,0,1706,294,100,100,200,45,2.442525900001783
27,2000,2002,200,0,0.1,0,1706,294,100,100,200,45,2.3433643999997003
28,2000,2002,200,0,0.1,0,1706,294,100,100,200,45,2.434639799997967
29,2000,2002,200,0,0.1,0,1706,294,100,100,200,45,2.341996499999368
0,2000,2000,300,0,0.15,0,1700,300,50,50,300,45,5.403161400001409
1,2000,2000,300,0,0.15,0,1700,300,50,50,300,45,5.390645100000256
2,2000,2000,300,0,0.15,0,1700,300,50,50,300,45,5.425319000001764
3,2000,2000,300,0,0.15,0,1700,300,50,50,300,45,5.218663600000582
4,2000,2000,300,0,0.15,0,1700,300,50,50,300,45,5.477950399999827
5,2000,2000,300,0,0.15,0,1700,300,50,50,300,45,5.291390099999262
6,2000,2000,300,0,0.15,0,1700,300,50,50,300,45,5.2134501000000455
7,2000,2000,300,0,0.15,0,1700,300,50,50,300,45,5.155566800000088
8,2000,2000,300,0,0.15,0,1700,300,50,50,300,45,5.16944489999878
9,2000,2000,300,0,0.15,0,1700,300,50,50,300,45,5.237785600002098
10,2000,2000,300,0,0.15,0,1700,300,50,50,300,45,5.256070200000977
11,2000,2000,300,0,0.15,0,1700,300,50,50,300,45,5.433512399999017
12,2000,2000,300,0,0.15,0,1700,300,50,50,300,45,5.232810499997868
13,2000,2000,300,0,0.15,0,1700,300,50,50,300,45,5.336226499999611
14,2000,2000,300,0,0.15,0,1700,300,50,50,300,45,5.234997400002612
15,2000,2000,300,0,0.15,0,1700,300,50,50,300,45,5.241475899998477
16,2000,2000,300,0,0.15,0,1700,300,50,50,300,45,5.293132300001162
17,2000,2000,300,0,0.15,0,1700,300,50,50,300,45,5.219406199998048
18,2000,2000,300,0,0.15,0,1700,300,50,50,300,45,5.259279400001105
19,2000,2000,300,0,0.15,0,1700,300,50,50,300,45,5.272360399998433
20,2000,2000,300,0,0.15,0,1700,300,50,50,300,45,5.156978399998479
21,2000,2000,300,0,0.15,0,1700,300,50,50,300,45,5.198628599999211
22,2000,2000,300,0,0.15,0,1700,300,50,50,300,45,5.125940699999774
23,2000,2000,300,0,0.15,0,1700,300,50,50,300,45,5.160146499998518
24,2000,2000,300,0,0.15,0,1700,300,50,50,300,45,5.214954200000648
25,2000,2000,300,0,0.15,0,1700,300,50,50,300,45,5.258154300001479
26,2000,2000,300,0,0.15,0,1700,300,50,50,300,45,5.363208400001895
27,2000,2000,300,0,0.15,0,1700,300,50,50,300,45,5.313752900001418
28,2000,2000,300,0,0.15,0,1700,300,50,50,300,45,5.143641800001205
29,2000,2000,300,0,0.15,0,1700,300,50,50,300,45,5.210893800001941
0,2000,2003,400,0,0.2,0,1730,270,0,0,400,45,8.89522190000207
1,2000,2003,400,0,0.2,0,1730,270,0,0,400,45,8.950581299999612
2,2000,2003,400,0,0.2,0,1730,270,0,0,400,45,8.708551899999293
3,2000,2003,400,0,0.2,0,1730,270,0,0,400,45,8.595978100001958
4,2000,2003,400,0,0.2,0,1730,270,0,0,400,45,8.581612400001177
5,2000,2003,400,0,0.2,0,1730,270,0,0,400,45,8.440837800000736
6,2000,2003,400,0,0.2,0,1730,270,0,0,400,45,8.726369399999385
7,2000,2003,400,0,0.2,0,1730,270,0,0,400,45,8.689897399999609
8,2000,2003,400,0,0.2,0,1730,270,0,0,400,45,8.53186949999872
9,2000,2003,400,0,0.2,0,1730,270,0,0,400,45,8.59774330000073
10,2000,2003,400,0,0.2,0,1730,270,0,0,400,45,8.783705800000462
