nFeaturesBefore,nFeaturesAfter,nFeaturesTypeBefore,nFeaturesTypeAfter,percentageOfFeaturesType,nContraints,nOptionals,nMandatories,nAlternativeGroups,nSelectionGroups,nRefactors,nRulesSucessfullyExecuted,mean(s),median(s),sd(s) 
5,6,1,0,0.2,0,3,2,0,0,1,3,0.0026648866665103317,0.0025003000046126544,5.918650646938796E-4
