Run,nFeaturesBefore,nFeaturesAfter,nFeaturesTypeBefore,nFeaturesTypeAfter,percentageOfFeaturesType,nProductsBefore,nProductsAfter,nConstraints,nOptionals,nMandatories,nAlternativeGroups,nSelectionGroups,nRefactors,Time(s) 
25,8,8,2,0,0.25,5,5,0,6,2,0,0,2,1.6680103726685047E-4
26,8,8,2,0,0.25,5,5,0,6,2,0,0,2,1.6450101975351572E-4
27,8,8,2,0,0.25,5,5,0,6,2,0,0,2,1.6110000433400273E-4
28,8,8,2,0,0.25,5,5,0,6,2,0,0,2,1.5929999062791467E-4
29,8,8,2,0,0.25,5,5,0,6,2,0,0,2,1.588989980518818E-4
0,9,9,2,0,0.22,21,21,0,6,3,0,0,2,0.0027454009978100657
1,9,9,2,0,0.22,21,21,0,6,3,0,0,2,1.4600000577047467E-4
2,9,9,2,0,0.22,21,21,0,6,3,0,0,2,1.5619996702298522E-4
3,9,9,2,0,0.22,21,21,0,6,3,0,0,2,1.6579998191446066E-4
4,9,9,2,0,0.22,21,21,0,6,3,0,0,2,1.4850101433694363E-4
5,9,9,2,0,0.22,21,21,0,6,3,0,0,2,1.59399991389364E-4
6,9,9,2,0,0.22,21,21,0,6,3,0,0,2,1.5050004003569484E-4
7,9,9,2,0,0.22,21,21,0,6,3,0,0,2,1.4439999358728528E-4
8,9,9,2,0,0.22,21,21,0,6,3,0,0,2,1.4590000500902534E-4
9,9,9,2,0,0.22,21,21,0,6,3,0,0,2,1.685009920038283E-4
10,9,9,2,0,0.22,21,21,0,6,3,0,0,2,1.579010277055204E-4
11,9,9,2,0,0.22,21,21,0,6,3,0,0,2,1.765000051818788E-4
12,9,9,2,0,0.22,21,21,0,6,3,0,0,2,0.0038162010023370385
13,9,9,2,0,0.22,21,21,0,6,3,0,0,2,1.632000203244388E-4
14,9,9,2,0,0.22,21,21,0,6,3,0,0,2,1.9910000264644623E-4
15,9,9,2,0,0.22,21,21,0,6,3,0,0,2,1.4640000881627202E-4
16,9,9,2,0,0.22,21,21,0,6,3,0,0,2,1.6830000095069408E-4
17,9,9,2,0,0.22,21,21,0,6,3,0,0,2,1.474000164307654E-4
18,9,9,2,0,0.22,21,21,0,6,3,0,0,2,1.6190001042559743E-4
19,9,9,2,0,0.22,21,21,0,6,3,0,0,2,1.813999842852354E-4
20,9,9,2,0,0.22,21,21,0,6,3,0,0,2,1.4770100824534893E-4
21,9,9,2,0,0.22,21,21,0,6,3,0,0,2,1.5019899001345038E-4
22,9,9,2,0,0.22,21,21,0,6,3,0,0,2,1.4850101433694363E-4
23,9,9,2,0,0.22,21,21,0,6,3,0,0,2,1.420000335201621E-4
24,9,9,2,0,0.22,21,21,0,6,3,0,0,2,1.4590000500902534E-4
25,9,9,2,0,0.22,21,21,0,6,3,0,0,2,1.4810002176091075E-4
26,9,9,2,0,0.22,21,21,0,6,3,0,0,2,1.466000103391707E-4
27,9,9,2,0,0.22,21,21,0,6,3,0,0,2,1.4130101772025228E-4
28,9,9,2,0,0.22,21,21,0,6,3,0,0,2,1.6880000475794077E-4
29,9,9,2,0,0.22,21,21,0,6,3,0,0,2,1.4489999739453197E-4
0,9,9,2,0,0.22,9,9,0,6,3,0,0,2,1.4209997607395053E-4
1,9,9,2,0,0.22,9,9,0,6,3,0,0,2,1.346999779343605E-4
2,9,9,2,0,0.22,9,9,0,6,3,0,0,2,1.0509899584576488E-4
3,9,9,2,0,0.22,9,9,0,6,3,0,0,2,9.34000127017498E-5
4,9,9,2,0,0.22,9,9,0,6,3,0,0,2,9.079999290406704E-5
5,9,9,2,0,0.22,9,9,0,6,3,0,0,2,9.380100527778268E-5
6,9,9,2,0,0.22,9,9,0,6,3,0,0,2,9.480101289227605E-5
7,9,9,2,0,0.22,9,9,0,6,3,0,0,2,8.820102084428072E-5
8,9,9,2,0,0.22,9,9,0,6,3,0,0,2,8.819997310638428E-5
9,9,9,2,0,0.22,9,9,0,6,3,0,0,2,9.089999366551638E-5
10,9,9,2,0,0.22,9,9,0,6,3,0,0,2,1.0599999222904444E-4
11,9,9,2,0,0.22,9,9,0,6,3,0,0,2,8.949899347499013E-5
12,9,9,2,0,0.22,9,9,0,6,3,0,0,2,1.1209998046979308E-4
13,9,9,2,0,0.22,9,9,0,6,3,0,0,2,9.82999918051064E-5
14,9,9,2,0,0.22,9,9,0,6,3,0,0,2,8.809997234493494E-5
15,9,9,2,0,0.22,9,9,0,6,3,0,0,2,8.87999776750803E-5
16,9,9,2,0,0.22,9,9,0,6,3,0,0,2,8.679897291585803E-5
17,9,9,2,0,0.22,9,9,0,6,3,0,0,2,8.990103378891945E-5
18,9,9,2,0,0.22,9,9,0,6,3,0,0,2,8.929899195209146E-5
19,9,9,2,0,0.22,9,9,0,6,3,0,0,2,9.03010368347168E-5
20,9,9,2,0,0.22,9,9,0,6,3,0,0,2,9.039998985826969E-5
21,9,9,2,0,0.22,9,9,0,6,3,0,0,2,9.270000737160444E-5
22,9,9,2,0,0.22,9,9,0,6,3,0,0,2,9.410100756213069E-5
23,9,9,2,0,0.22,9,9,0,6,3,0,0,2,9.260099614039063E-5
24,9,9,2,0,0.22,9,9,0,6,3,0,0,2,8.9599983766675E-5
25,9,9,2,0,0.22,9,9,0,6,3,0,0,2,1.1399999493733048E-4
26,9,9,2,0,0.22,9,9,0,6,3,0,0,2,8.980103302747011E-5
27,9,9,2,0,0.22,9,9,0,6,3,0,0,2,8.820102084428072E-5
28,9,9,2,0,0.22,9,9,0,6,3,0,0,2,8.910003816708922E-5
29,9,9,2,0,0.22,9,9,0,6,3,0,0,2,9.270000737160444E-5
0,9,9,2,0,0.22,49,49,0,6,3,0,0,2,1.2820103438571095E-4
1,9,9,2,0,0.22,49,49,0,6,3,0,0,2,9.540002793073654E-5
2,9,9,2,0,0.22,49,49,0,6,3,0,0,2,9.570003021508455E-5
3,9,9,2,0,0.22,49,49,0,6,3,0,0,2,9.549997048452497E-5
4,9,9,2,0,0.22,49,49,0,6,3,0,0,2,9.400001727044582E-5
5,9,9,2,0,0.22,49,49,0,6,3,0,0,2,9.369896724820137E-5
6,9,9,2,0,0.22,49,49,0,6,3,0,0,2,9.509897790849209E-5
7,9,9,2,0,0.22,49,49,0,6,3,0,0,2,9.709998266771436E-5
8,9,9,2,0,0.22,49,49,0,6,3,0,0,2,9.169999975711107E-5
9,9,9,2,0,0.22,49,49,0,6,3,0,0,2,9.509897790849209E-5
10,9,9,2,0,0.22,49,49,0,6,3,0,0,2,9.470002260059118E-5
11,9,9,2,0,0.22,49,49,0,6,3,0,0,2,9.469996439293027E-5
12,9,9,2,0,0.22,49,49,0,6,3,0,0,2,9.599997429177165E-5
13,9,9,2,0,0.22,49,49,0,6,3,0,0,2,9.50000248849392E-5
14,9,9,2,0,0.22,49,49,0,6,3,0,0,2,9.489897638559341E-5
15,9,9,2,0,0.22,49,49,0,6,3,0,0,2,9.71010304056108E-5
16,9,9,2,0,0.22,49,49,0,6,3,0,0,2,9.479897562414408E-5
17,9,9,2,0,0.22,49,49,0,6,3,0,0,2,9.23000043258071E-5
18,9,9,2,0,0.22,49,49,0,6,3,0,0,2,9.430001955479383E-5
19,9,9,2,0,0.22,49,49,0,6,3,0,0,2,9.610102279111743E-5
20,9,9,2,0,0.22,49,49,0,6,3,0,0,2,9.350001346319914E-5
21,9,9,2,0,0.22,49,49,0,6,3,0,0,2,9.529897943139076E-5
22,9,9,2,0,0.22,49,49,0,6,3,0,0,2,9.389896877110004E-5
23,9,9,2,0,0.22,49,49,0,6,3,0,0,2,9.660102659836411E-5
24,9,9,2,0,0.22,49,49,0,6,3,0,0,2,9.740103268995881E-5
25,9,9,2,0,0.22,49,49,0,6,3,0,0,2,9.649997809901834E-5
26,9,9,2,0,0.22,49,49,0,6,3,0,0,2,9.440002031624317E-5
27,9,9,2,0,0.22,49,49,0,6,3,0,0,2,9.3601003754884E-5
28,9,9,2,0,0.22,49,49,0,6,3,0,0,2,9.529897943139076E-5
29,9,9,2,0,0.22,49,49,0,6,3,0,0,2,9.489897638559341E-5
0,9,11,2,0,0.22,16,9,0,6,3,0,0,2,1.3839895837008953E-4
1,9,11,2,0,0.22,16,9,0,6,3,0,0,2,1.4399999054148793E-4
2,9,11,2,0,0.22,16,9,0,6,3,0,0,2,1.499989884905517E-4
3,9,11,2,0,0.22,16,9,0,6,3,0,0,2,1.170000177808106E-4
4,9,11,2,0,0.22,16,9,0,6,3,0,0,2,9.74999857135117E-5
5,9,11,2,0,0.22,16,9,0,6,3,0,0,2,9.820103878155351E-5
6,9,11,2,0,0.22,16,9,0,6,3,0,0,2,9.970000246539712E-5
7,9,11,2,0,0.22,16,9,0,6,3,0,0,2,9.879999561235309E-5
8,9,11,2,0,0.22,16,9,0,6,3,0,0,2,9.899999713525176E-5
9,9,11,2,0,0.22,16,9,0,6,3,0,0,2,9.82999918051064E-5
10,9,11,2,0,0.22,16,9,0,6,3,0,0,2,1.181000261567533E-4
11,9,11,2,0,0.22,16,9,0,6,3,0,0,2,9.879999561235309E-5
12,9,11,2,0,0.22,16,9,0,6,3,0,0,2,9.839999256655574E-5
13,9,11,2,0,0.22,16,9,0,6,3,0,0,2,9.700004011392593E-5
14,9,11,2,0,0.22,16,9,0,6,3,0,0,2,1.0419997852295637E-4
15,9,11,2,0,0.22,16,9,0,6,3,0,0,2,9.879999561235309E-5
16,9,11,2,0,0.22,16,9,0,6,3,0,0,2,9.799998952075839E-5
17,9,11,2,0,0.22,16,9,0,6,3,0,0,2,9.90999978967011E-5
18,9,11,2,0,0.22,16,9,0,6,3,0,0,2,9.839999256655574E-5
19,9,11,2,0,0.22,16,9,0,6,3,0,0,2,9.859999408945441E-5
20,9,11,2,0,0.22,16,9,0,6,3,0,0,2,9.950000094249845E-5
21,9,11,2,0,0.22,16,9,0,6,3,0,0,2,9.970000246539712E-5
22,9,11,2,0,0.22,16,9,0,6,3,0,0,2,1.0310002835467458E-4
23,9,11,2,0,0.22,16,9,0,6,3,0,0,2,9.699899237602949E-5
24,9,11,2,0,0.22,16,9,0,6,3,0,0,2,1.048989943228662E-4
25,9,11,2,0,0.22,16,9,0,6,3,0,0,2,9.879999561235309E-5
26,9,11,2,0,0.22,16,9,0,6,3,0,0,2,9.430001955479383E-5
27,9,11,2,0,0.22,16,9,0,6,3,0,0,2,1.018000184558332E-4
28,9,11,2,0,0.22,16,9,0,6,3,0,0,2,1.010000123642385E-4
29,9,11,2,0,0.22,16,9,0,6,3,0,0,2,1.0070001007989049E-4
0,9,11,2,0,0.22,1,49,0,6,3,0,0,2,1.2370001059025526E-4
1,9,11,2,0,0.22,1,49,0,6,3,0,0,2,9.470002260059118E-5
2,9,11,2,0,0.22,1,49,0,6,3,0,0,2,9.839999256655574E-5
3,9,11,2,0,0.22,1,49,0,6,3,0,0,2,1.0439998004585505E-4
4,9,11,2,0,0.22,1,49,0,6,3,0,0,2,9.919999865815043E-5
5,9,11,2,0,0.22,1,49,0,6,3,0,0,2,9.699998190626502E-5
6,9,11,2,0,0.22,1,49,0,6,3,0,0,2,9.889999637380242E-5
7,9,11,2,0,0.22,1,49,0,6,3,0,0,2,9.479897562414408E-5
8,9,11,2,0,0.22,1,49,0,6,3,0,0,2,9.919999865815043E-5
9,9,11,2,0,0.22,1,49,0,6,3,0,0,2,1.0100100189447403E-4
10,9,11,2,0,0.22,1,49,0,6,3,0,0,2,9.689899161458015E-5
11,9,11,2,0,0.22,1,49,0,6,3,0,0,2,9.499897714704275E-5
12,9,11,2,0,0.22,1,49,0,6,3,0,0,2,9.799998952075839E-5
13,9,11,2,0,0.22,1,49,0,6,3,0,0,2,9.990099351853132E-5
14,9,11,2,0,0.22,1,49,0,6,3,0,0,2,9.679998038336635E-5
15,9,11,2,0,0.22,1,49,0,6,3,0,0,2,9.849999332800508E-5
16,9,11,2,0,0.22,1,49,0,6,3,0,0,2,9.899999713525176E-5
17,9,11,2,0,0.22,1,49,0,6,3,0,0,2,1.0210002074018121E-4
18,9,11,2,0,0.22,1,49,0,6,3,0,0,2,9.709998266771436E-5
19,9,11,2,0,0.22,1,49,0,6,3,0,0,2,9.90999978967011E-5
20,9,11,2,0,0.22,1,49,0,6,3,0,0,2,9.679899085313082E-5
21,9,11,2,0,0.22,1,49,0,6,3,0,0,2,9.940000018104911E-5
22,9,11,2,0,0.22,1,49,0,6,3,0,0,2,1.1429900769144297E-4
23,9,11,2,0,0.22,1,49,0,6,3,0,0,2,1.251010107807815E-4
24,9,11,2,0,0.22,1,49,0,6,3,0,0,2,9.79010364972055E-5
25,9,11,2,0,0.22,1,49,0,6,3,0,0,2,9.450002107769251E-5
26,9,11,2,0,0.22,1,49,0,6,3,0,0,2,9.689899161458015E-5
27,9,11,2,0,0.22,1,49,0,6,3,0,0,2,9.759998647496104E-5
28,9,11,2,0,0.22,1,49,0,6,3,0,0,2,9.779899846762419E-5
29,9,11,2,0,0.22,1,49,0,6,3,0,0,2,9.980000322684646E-5
0,9,11,2,0,0.22,49,49,0,6,3,0,0,2,4.773010150529444E-4
1,9,11,2,0,0.22,49,49,0,6,3,0,0,2,4.1680102003738284E-4
2,9,11,2,0,0.22,49,49,0,6,3,0,0,2,3.6789895966649055E-4
3,9,11,2,0,0.22,49,49,0,6,3,0,0,2,3.6150001687929034E-4
4,9,11,2,0,0.22,49,49,0,6,3,0,0,2,3.695000195875764E-4
5,9,11,2,0,0.22,49,49,0,6,3,0,0,2,3.5820103948935866E-4
6,9,11,2,0,0.22,49,49,0,6,3,0,0,2,3.931999672204256E-4
7,9,11,2,0,0.22,49,49,0,6,3,0,0,2,4.039999912492931E-4
8,9,11,2,0,0.22,49,49,0,6,3,0,0,2,3.997000167146325E-4
9,9,11,2,0,0.22,49,49,0,6,3,0,0,2,3.7199899088591337E-4
10,9,11,2,0,0.22,49,49,0,6,3,0,0,2,3.178010229021311E-4
11,9,11,2,0,0.22,49,49,0,6,3,0,0,2,3.206999972462654E-4
12,9,11,2,0,0.22,49,49,0,6,3,0,0,2,3.2510003075003624E-4
13,9,11,2,0,0.22,49,49,0,6,3,0,0,2,3.247989807277918E-4
14,9,11,2,0,0.22,49,49,0,6,3,0,0,2,3.2489997101947665E-4
15,9,11,2,0,0.22,49,49,0,6,3,0,0,2,3.2579898834228516E-4
16,9,11,2,0,0.22,49,49,0,6,3,0,0,2,4.341989988461137E-4
17,9,11,2,0,0.22,49,49,0,6,3,0,0,2,3.789999755099416E-4
18,9,11,2,0,0.22,49,49,0,6,3,0,0,2,2.9609998455271125E-4
19,9,11,2,0,0.22,49,49,0,6,3,0,0,2,2.9659998835995793E-4
20,9,11,2,0,0.22,49,49,0,6,3,0,0,2,2.801999798975885E-4
21,9,11,2,0,0.22,49,49,0,6,3,0,0,2,2.780989743769169E-4
22,9,11,2,0,0.22,49,49,0,6,3,0,0,2,2.9360101325437427E-4
23,9,11,2,0,0.22,49,49,0,6,3,0,0,2,2.815990010276437E-4
24,9,11,2,0,0.22,49,49,0,6,3,0,0,2,2.9910000739619136E-4
25,9,11,2,0,0.22,49,49,0,6,3,0,0,2,3.01798980217427E-4
26,9,11,2,0,0.22,49,49,0,6,3,0,0,2,2.5290000485256314E-4
27,9,11,2,0,0.22,49,49,0,6,3,0,0,2,2.7219997718930244E-4
28,9,11,2,0,0.22,49,49,0,6,3,0,0,2,3.133999998681247E-4
29,9,11,2,0,0.22,49,49,0,6,3,0,0,2,2.691989648155868E-4
0,9,9,2,0,0.22,16,16,0,6,3,0,0,2,1.5589897520840168E-4
1,9,9,2,0,0.22,16,16,0,6,3,0,0,2,1.680999994277954E-4
2,9,9,2,0,0.22,16,16,0,6,3,0,0,2,1.4870002632960677E-4
3,9,9,2,0,0.22,16,16,0,6,3,0,0,2,1.6200001118704677E-4
4,9,9,2,0,0.22,16,16,0,6,3,0,0,2,1.4910101890563965E-4
5,9,9,2,0,0.22,16,16,0,6,3,0,0,2,1.6640103422105312E-4
6,9,9,2,0,0.22,16,16,0,6,3,0,0,2,2.0110001787543297E-4
7,9,9,2,0,0.22,16,16,0,6,3,0,0,2,1.5600002370774746E-4
8,9,9,2,0,0.22,16,16,0,6,3,0,0,2,1.4979898696765304E-4
9,9,9,2,0,0.22,16,16,0,6,3,0,0,2,1.412989804521203E-4
10,9,9,2,0,0.22,16,16,0,6,3,0,0,2,1.45500001963228E-4
11,9,9,2,0,0.22,16,16,0,6,3,0,0,2,1.5529897063970566E-4
12,9,9,2,0,0.22,16,16,0,6,3,0,0,2,1.5350099420174956E-4
13,9,9,2,0,0.22,16,16,0,6,3,0,0,2,1.4950003242120147E-4
14,9,9,2,0,0.22,16,16,0,6,3,0,0,2,1.4920003013685346E-4
15,9,9,2,0,0.22,16,16,0,6,3,0,0,2,1.5269999857991934E-4
16,9,9,2,0,0.22,16,16,0,6,3,0,0,2,1.45500001963228E-4
17,9,9,2,0,0.22,16,16,0,6,3,0,0,2,1.555010094307363E-4
18,9,9,2,0,0.22,16,16,0,6,3,0,0,2,1.6479898476973176E-4
19,9,9,2,0,0.22,16,16,0,6,3,0,0,2,1.453000004403293E-4
20,9,9,2,0,0.22,16,16,0,6,3,0,0,2,1.5590101247653365E-4
21,9,9,2,0,0.22,16,16,0,6,3,0,0,2,1.4560000272467732E-4
22,9,9,2,0,0.22,16,16,0,6,3,0,0,2,1.449999981559813E-4
23,9,9,2,0,0.22,16,16,0,6,3,0,0,2,1.4290102990344167E-4
24,9,9,2,0,0.22,16,16,0,6,3,0,0,2,1.5159999020397663E-4
25,9,9,2,0,0.22,16,16,0,6,3,0,0,2,1.4250102685764432E-4
26,9,9,2,0,0.22,16,16,0,6,3,0,0,2,1.4479999663308263E-4
27,9,9,2,0,0.22,16,16,0,6,3,0,0,2,1.4270003885030746E-4
28,9,9,2,0,0.22,16,16,0,6,3,0,0,2,1.4799897326156497E-4
29,9,9,2,0,0.22,16,16,0,6,3,0,0,2,1.4900002861395478E-4
0,9,9,2,0,0.22,0,19,0,7,2,0,0,2,2.1329999435693026E-4
1,9,9,2,0,0.22,0,19,0,7,2,0,0,2,1.883010263554752E-4
2,9,9,2,0,0.22,0,19,0,7,2,0,0,2,1.6559998039156199E-4
3,9,9,2,0,0.22,0,19,0,7,2,0,0,2,1.6320100985467434E-4
4,9,9,2,0,0.22,0,19,0,7,2,0,0,2,1.716989791020751E-4
5,9,9,2,0,0.22,0,19,0,7,2,0,0,2,1.6949896235018969E-4
6,9,9,2,0,0.22,0,19,0,7,2,0,0,2,1.7559999832883477E-4
7,9,9,2,0,0.22,0,19,0,7,2,0,0,2,1.629989710636437E-4
8,9,9,2,0,0.22,0,19,0,7,2,0,0,2,1.637989771552384E-4
9,9,9,2,0,0.22,0,19,0,7,2,0,0,2,1.666010357439518E-4
10,9,9,2,0,0.22,0,19,0,7,2,0,0,2,1.7090101027861238E-4
11,9,9,2,0,0.22,0,19,0,7,2,0,0,2,1.6910000704228878E-4
12,9,9,2,0,0.22,0,19,0,7,2,0,0,2,1.6359897563233972E-4
13,9,9,2,0,0.22,0,19,0,7,2,0,0,2,1.6759999562054873E-4
14,9,9,2,0,0.22,0,19,0,7,2,0,0,2,1.661010319367051E-4
15,9,9,2,0,0.22,0,19,0,7,2,0,0,2,1.6230001347139478E-4
16,9,9,2,0,0.22,0,19,0,7,2,0,0,2,1.8440000712871552E-4
17,9,9,2,0,0.22,0,19,0,7,2,0,0,2,1.6559998039156199E-4
18,9,9,2,0,0.22,0,19,0,7,2,0,0,2,1.640989794395864E-4
19,9,9,2,0,0.22,0,19,0,7,2,0,0,2,1.6499898629263043E-4
20,9,9,2,0,0.22,0,19,0,7,2,0,0,2,1.6300001880154014E-4
21,9,9,2,0,0.22,0,19,0,7,2,0,0,2,1.6669899923726916E-4
22,9,9,2,0,0.22,0,19,0,7,2,0,0,2,1.9049999536946416E-4
23,9,9,2,0,0.22,0,19,0,7,2,0,0,2,1.6410002717748284E-4
24,9,9,2,0,0.22,0,19,0,7,2,0,0,2,1.6429898096248507E-4
25,9,9,2,0,0.22,0,19,0,7,2,0,0,2,1.7339998157694936E-4
26,9,9,2,0,0.22,0,19,0,7,2,0,0,2,1.8239999189972878E-4
27,9,9,2,0,0.22,0,19,0,7,2,0,0,2,1.8889998318627477E-4
28,9,9,2,0,0.22,0,19,0,7,2,0,0,2,1.6870000399649143E-4
29,9,9,2,0,0.22,0,19,0,7,2,0,0,2,1.8239999189972878E-4
0,9,9,3,0,0.33,10,10,0,6,3,0,0,3,1.5089899534359574E-4
1,9,9,3,0,0.33,10,10,0,6,3,0,0,3,1.5320000238716602E-4
2,9,9,3,0,0.33,10,10,0,6,3,0,0,3,1.5709997387602925E-4
3,9,9,3,0,0.33,10,10,0,6,3,0,0,3,1.5330000314861536E-4
4,9,9,3,0,0.33,10,10,0,6,3,0,0,3,1.537000061944127E-4
5,9,9,3,0,0.33,10,10,0,6,3,0,0,3,1.5020102728158236E-4
6,9,9,3,0,0.33,10,10,0,6,3,0,0,3,1.5239999629557133E-4
7,9,9,3,0,0.33,10,10,0,6,3,0,0,3,1.550000160932541E-4
8,9,9,3,0,0.33,10,10,0,6,3,0,0,3,1.542989630252123E-4
9,9,9,3,0,0.33,10,10,0,6,3,0,0,3,1.5490001533180475E-4
10,9,9,3,0,0.33,10,10,0,6,3,0,0,3,1.5940103912726045E-4
11,9,9,3,0,0.33,10,10,0,6,3,0,0,3,1.6260100528597832E-4
12,9,9,3,0,0.33,10,10,0,6,3,0,0,3,1.8599897157400846E-4
13,9,9,3,0,0.33,10,10,0,6,3,0,0,3,1.5269999857991934E-4
14,9,9,3,0,0.33,10,10,0,6,3,0,0,3,1.5179900219663978E-4
15,9,9,3,0,0.33,10,10,0,6,3,0,0,3,1.5440001152455807E-4
16,9,9,3,0,0.33,10,10,0,6,3,0,0,3,1.545000122860074E-4
17,9,9,3,0,0.33,10,10,0,6,3,0,0,3,1.7710000975057483E-4
18,9,9,3,0,0.33,10,10,0,6,3,0,0,3,1.8859899137169123E-4
19,9,9,3,0,0.33,10,10,0,6,3,0,0,3,1.7590000061318278E-4
20,9,9,3,0,0.33,10,10,0,6,3,0,0,3,1.742999884299934E-4
21,9,9,3,0,0.33,10,10,0,6,3,0,0,3,1.894999877549708E-4
22,9,9,3,0,0.33,10,10,0,6,3,0,0,3,1.414010184817016E-4
23,9,9,3,0,0.33,10,10,0,6,3,0,0,3,1.480989740230143E-4
24,9,9,3,0,0.33,10,10,0,6,3,0,0,3,1.4489999739453197E-4
25,9,9,3,0,0.33,10,10,0,6,3,0,0,3,1.4620000729337335E-4
26,9,9,3,0,0.33,10,10,0,6,3,0,0,3,1.4900002861395478E-4
27,9,9,3,0,0.33,10,10,0,6,3,0,0,3,1.4399999054148793E-4
28,9,9,3,0,0.33,10,10,0,6,3,0,0,3,1.4799897326156497E-4
29,9,9,3,0,0.33,10,10,0,6,3,0,0,3,1.4920101966708899E-4
0,13,13,3,0,0.23,7,70,0,10,3,0,0,3,1.846000086516142E-4
1,13,13,3,0,0.23,7,70,0,10,3,0,0,3,1.8090003868564963E-4
2,13,13,3,0,0.23,7,70,0,10,3,0,0,3,1.8010102212429047E-4
3,13,13,3,0,0.23,7,70,0,10,3,0,0,3,1.818010350689292E-4
4,13,13,3,0,0.23,7,70,0,10,3,0,0,3,1.8099998123943806E-4
5,13,13,3,0,0.23,7,70,0,10,3,0,0,3,1.8339999951422215E-4
6,13,13,3,0,0.23,7,70,0,10,3,0,0,3,1.8149998504668474E-4
7,13,13,3,0,0.23,7,70,0,10,3,0,0,3,1.818010350689292E-4
8,13,13,3,0,0.23,7,70,0,10,3,0,0,3,1.8749997252598405E-4
9,13,13,3,0,0.23,7,70,0,10,3,0,0,3,1.8289999570697546E-4
10,13,13,3,0,0.23,7,70,0,10,3,0,0,3,2.1749897859990597E-4
11,13,13,3,0,0.23,7,70,0,10,3,0,0,3,2.3860001238062978E-4
12,13,13,3,0,0.23,7,70,0,10,3,0,0,3,1.8169998656958342E-4
13,13,13,3,0,0.23,7,70,0,10,3,0,0,3,1.938999630510807E-4
14,13,13,3,0,0.23,7,70,0,10,3,0,0,3,1.8199998885393143E-4
15,13,13,3,0,0.23,7,70,0,10,3,0,0,3,1.805999781936407E-4
16,13,13,3,0,0.23,7,70,0,10,3,0,0,3,1.8269999418407679E-4
17,13,13,3,0,0.23,7,70,0,10,3,0,0,3,1.8440000712871552E-4
18,13,13,3,0,0.23,7,70,0,10,3,0,0,3,1.9839999731630087E-4
19,13,13,3,0,0.23,7,70,0,10,3,0,0,3,2.066000015474856E-4
20,13,13,3,0,0.23,7,70,0,10,3,0,0,3,2.0279898308217525E-4
21,13,13,3,0,0.23,7,70,0,10,3,0,0,3,1.8600100884214044E-4
22,13,13,3,0,0.23,7,70,0,10,3,0,0,3,1.8589897081255913E-4
23,13,13,3,0,0.23,7,70,0,10,3,0,0,3,1.7630000365898013E-4
24,13,13,3,0,0.23,7,70,0,10,3,0,0,3,1.8929998623207211E-4
25,13,13,3,0,0.23,7,70,0,10,3,0,0,3,1.8510001245886087E-4
26,13,13,3,0,0.23,7,70,0,10,3,0,0,3,2.3609900381416082E-4
27,13,13,3,0,0.23,7,70,0,10,3,0,0,3,2.087010070681572E-4
28,13,13,3,0,0.23,7,70,0,10,3,0,0,3,1.8060003640130162E-4
29,13,13,3,0,0.23,7,70,0,10,3,0,0,3,1.7930101603269577E-4
0,13,13,3,0,0.23,3,18,0,10,3,0,0,3,9.240000508725643E-5
1,13,13,3,0,0.23,3,18,0,10,3,0,0,3,9.23000043258071E-5
2,13,13,3,0,0.23,3,18,0,10,3,0,0,3,9.579997276887298E-5
3,13,13,3,0,0.23,3,18,0,10,3,0,0,3,9.369896724820137E-5
4,13,13,3,0,0.23,3,18,0,10,3,0,0,3,1.1500000255182385E-4
5,13,13,3,0,0.23,3,18,0,10,3,0,0,3,1.1399999493733048E-4
6,13,13,3,0,0.23,3,18,0,10,3,0,0,3,9.220000356435776E-5
7,13,13,3,0,0.23,3,18,0,10,3,0,0,3,9.750103345140815E-5
8,13,13,3,0,0.23,3,18,0,10,3,0,0,3,9.26000066101551E-5
9,13,13,3,0,0.23,3,18,0,10,3,0,0,3,9.34000127017498E-5
10,13,13,3,0,0.23,3,18,0,10,3,0,0,3,1.2659997446462512E-4
11,13,13,3,0,0.23,3,18,0,10,3,0,0,3,1.1149898637086153E-4
12,13,13,3,0,0.23,3,18,0,10,3,0,0,3,9.159999899566174E-5
13,13,13,3,0,0.23,3,18,0,10,3,0,0,3,9.940000018104911E-5
14,13,13,3,0,0.23,3,18,0,10,3,0,0,3,9.089999366551638E-5
15,13,13,3,0,0.23,3,18,0,10,3,0,0,3,9.14999982342124E-5
16,13,13,3,0,0.23,3,18,0,10,3,0,0,3,9.280099766328931E-5
17,13,13,3,0,0.23,3,18,0,10,3,0,0,3,9.350001346319914E-5
18,13,13,3,0,0.23,3,18,0,10,3,0,0,3,9.960000170394778E-5
19,13,13,3,0,0.23,3,18,0,10,3,0,0,3,9.210000280290842E-5
20,13,13,3,0,0.23,3,18,0,10,3,0,0,3,1.0840100003406405E-4
21,13,13,3,0,0.23,3,18,0,10,3,0,0,3,9.350001346319914E-5
22,13,13,3,0,0.23,3,18,0,10,3,0,0,3,9.109999518841505E-5
23,13,13,3,0,0.23,3,18,0,10,3,0,0,3,1.1289998656138778E-4
24,13,13,3,0,0.23,3,18,0,10,3,0,0,3,9.220000356435776E-5
25,13,13,3,0,0.23,3,18,0,10,3,0,0,3,9.039900032803416E-5
26,13,13,3,0,0.23,3,18,0,10,3,0,0,3,9.839999256655574E-5
27,13,13,3,0,0.23,3,18,0,10,3,0,0,3,9.180000051856041E-5
28,13,13,3,0,0.23,3,18,0,10,3,0,0,3,9.029998909682035E-5
