Run,nFeaturesBefore,nFeaturesAfter,nFeaturesTypeBefore,nFeaturesTypeAfter,percentageOfFeaturesType,nConstraints,nOptionals,nMandatories,nAlternativeGroups,nSelectionGroups,nRefactors,Time(s) 
2,1750,3834,88,0,0.05,156,1168,582,132,132,88,0.07260900002438575
3,1750,3834,88,0,0.05,156,1168,582,132,132,88,0.07242030004272237
4,1750,3834,88,0,0.05,156,1168,582,132,132,88,0.07117499999003485
5,1750,3834,88,0,0.05,156,1168,582,132,132,88,0.07234289997722954
6,1750,3834,88,0,0.05,156,1168,582,132,132,88,0.07310849998611957
7,1750,3834,88,0,0.05,156,1168,582,132,132,88,0.07303259999025613
8,1750,3834,88,0,0.05,156,1168,582,132,132,88,0.07252129999687895
9,1750,3834,88,0,0.05,156,1168,582,132,132,88,0.07124779996229336
10,1750,3834,88,0,0.05,156,1168,582,132,132,88,0.07141129998490214
11,1750,3834,88,0,0.05,156,1168,582,132,132,88,0.0713296000030823
12,1750,3834,88,0,0.05,156,1168,582,132,132,88,0.07155399996554479
13,1750,3834,88,0,0.05,156,1168,582,132,132,88,0.07197200000518933
14,1750,3834,88,0,0.05,156,1168,582,132,132,88,0.07115679996786639
15,1750,3834,88,0,0.05,156,1168,582,132,132,88,0.07129619998158887
16,1750,3834,88,0,0.05,156,1168,582,132,132,88,0.0712572000338696
17,1750,3834,88,0,0.05,156,1168,582,132,132,88,0.07106049999129027
18,1750,3834,88,0,0.05,156,1168,582,132,132,88,0.07128069997997954
19,1750,3834,88,0,0.05,156,1168,582,132,132,88,0.07139659998938441
20,1750,3834,88,0,0.05,156,1168,582,132,132,88,0.0714053000556305
21,1750,3834,88,0,0.05,156,1168,582,132,132,88,0.07137419999344274
22,1750,3834,88,0,0.05,156,1168,582,132,132,88,0.07088880002265796
23,1750,3834,88,0,0.05,156,1168,582,132,132,88,0.07122969999909401
24,1750,3834,88,0,0.05,156,1168,582,132,132,88,0.07169219997012988
25,1750,3834,88,0,0.05,156,1168,582,132,132,88,0.07306129997596145
26,1750,3834,88,0,0.05,156,1168,582,132,132,88,0.06968730001244694
27,1750,3834,88,0,0.05,156,1168,582,132,132,88,0.071310099971015
28,1750,3834,88,0,0.05,156,1168,582,132,132,88,0.07092359999660403
29,1750,3834,88,0,0.05,156,1168,582,132,132,88,0.07099999999627471
0,1750,6185,175,0,0.1,326,1320,430,88,88,175,0.20690009999088943
1,1750,6185,175,0,0.1,326,1320,430,88,88,175,0.20857000001706183
2,1750,6185,175,0,0.1,326,1320,430,88,88,175,0.20806929998798296
3,1750,6185,175,0,0.1,326,1320,430,88,88,175,0.20772519998718053
4,1750,6185,175,0,0.1,326,1320,430,88,88,175,0.2098563999752514
5,1750,6185,175,0,0.1,326,1320,430,88,88,175,0.20966749999206513
6,1750,6185,175,0,0.1,326,1320,430,88,88,175,0.21285229997010902
7,1750,6185,175,0,0.1,326,1320,430,88,88,175,0.2127174999914132
8,1750,6185,175,0,0.1,326,1320,430,88,88,175,0.21409959997981787
9,1750,6185,175,0,0.1,326,1320,430,88,88,175,0.21005320001859218
10,1750,6185,175,0,0.1,326,1320,430,88,88,175,0.20668330002808943
11,1750,6185,175,0,0.1,326,1320,430,88,88,175,0.21254189999308437
12,1750,6185,175,0,0.1,326,1320,430,88,88,175,0.20663600001716986
13,1750,6185,175,0,0.1,326,1320,430,88,88,175,0.20661689998814836
14,1750,6185,175,0,0.1,326,1320,430,88,88,175,0.20983199996408075
15,1750,6185,175,0,0.1,326,1320,430,88,88,175,0.21113340003648773
16,1750,6185,175,0,0.1,326,1320,430,88,88,175,0.20958179997978732
17,1750,6185,175,0,0.1,326,1320,430,88,88,175,0.20687699998961762
18,1750,6185,175,0,0.1,326,1320,430,88,88,175,0.2097279999870807
19,1750,6185,175,0,0.1,326,1320,430,88,88,175,0.2091941999970004
20,1750,6185,175,0,0.1,326,1320,430,88,88,175,0.20737640000879765
21,1750,6185,175,0,0.1,326,1320,430,88,88,175,0.20741630002157763
22,1750,6185,175,0,0.1,326,1320,430,88,88,175,0.20876850001513958
23,1750,6185,175,0,0.1,326,1320,430,88,88,175,0.2068171999999322
24,1750,6185,175,0,0.1,326,1320,430,88,88,175,0.20942879997892305
25,1750,6185,175,0,0.1,326,1320,430,88,88,175,0.20909179997397587
26,1750,6185,175,0,0.1,326,1320,430,88,88,175,0.2073818999924697
27,1750,6185,175,0,0.1,326,1320,430,88,88,175,0.2068660000222735
28,1750,6185,175,0,0.1,326,1320,430,88,88,175,0.20624040003167465
29,1750,6185,175,0,0.1,326,1320,430,88,88,175,0.20721830002730712
0,1750,8449,263,0,0.15,483,1443,307,44,44,263,0.3883439999772236
1,1750,8449,263,0,0.15,483,1443,307,44,44,263,0.3827752000070177
2,1750,8449,263,0,0.15,483,1443,307,44,44,263,0.3856915000360459
3,1750,8449,263,0,0.15,483,1443,307,44,44,263,0.38302210002439097
4,1750,8449,263,0,0.15,483,1443,307,44,44,263,0.3888390000211075
5,1750,8449,263,0,0.15,483,1443,307,44,44,263,0.3896948999608867
6,1750,8449,263,0,0.15,483,1443,307,44,44,263,0.38233409996610135
7,1750,8449,263,0,0.15,483,1443,307,44,44,263,0.38406220002798364
8,1750,8449,263,0,0.15,483,1443,307,44,44,263,0.3859127000323497
9,1750,8449,263,0,0.15,483,1443,307,44,44,263,0.3872315000044182
10,1750,8449,263,0,0.15,483,1443,307,44,44,263,0.38748259999556467
11,1750,8449,263,0,0.15,483,1443,307,44,44,263,0.38434699998470023
12,1750,8449,263,0,0.15,483,1443,307,44,44,263,0.38429550000000745
13,1750,8449,263,0,0.15,483,1443,307,44,44,263,0.3856359000201337
14,1750,8449,263,0,0.15,483,1443,307,44,44,263,0.3889093999750912
15,1750,8449,263,0,0.15,483,1443,307,44,44,263,0.3891101000481285
16,1750,8449,263,0,0.15,483,1443,307,44,44,263,0.38985279999906197
17,1750,8449,263,0,0.15,483,1443,307,44,44,263,0.3861320000141859
18,1750,8449,263,0,0.15,483,1443,307,44,44,263,0.3891095000435598
19,1750,8449,263,0,0.15,483,1443,307,44,44,263,0.38316389999818057
20,1750,8449,263,0,0.15,483,1443,307,44,44,263,0.3884513999801129
21,1750,8449,263,0,0.15,483,1443,307,44,44,263,0.38591370003996417
22,1750,8449,263,0,0.15,483,1443,307,44,44,263,0.38262479996774346
23,1750,8449,263,0,0.15,483,1443,307,44,44,263,0.38860060001024976
24,1750,8449,263,0,0.15,483,1443,307,44,44,263,0.38268119998974726
25,1750,8449,263,0,0.15,483,1443,307,44,44,263,0.38231090002227575
26,1750,8449,263,0,0.15,483,1443,307,44,44,263,0.3899414999759756
27,1750,8449,263,0,0.15,483,1443,307,44,44,263,0.3906485000043176
28,1750,8449,263,0,0.15,483,1443,307,44,44,263,0.3902914000209421
29,1750,8449,263,0,0.15,483,1443,307,44,44,263,0.3853512000059709
0,1750,10481,350,0,0.2,644,1572,178,0,0,350,0.5710515999817289
1,1750,10481,350,0,0.2,644,1572,178,0,0,350,0.5562081999960355
2,1750,10481,350,0,0.2,644,1572,178,0,0,350,0.5743503000121564
3,1750,10481,350,0,0.2,644,1572,178,0,0,350,0.5687135999905877
4,1750,10481,350,0,0.2,644,1572,178,0,0,350,0.5760150999994949
5,1750,10481,350,0,0.2,644,1572,178,0,0,350,0.5718684999737889
6,1750,10481,350,0,0.2,644,1572,178,0,0,350,0.5743002999806777
7,1750,10481,350,0,0.2,644,1572,178,0,0,350,0.5738425000454299
8,1750,10481,350,0,0.2,644,1572,178,0,0,350,0.5707037000101991
9,1750,10481,350,0,0.2,644,1572,178,0,0,350,0.5733166999998502
10,1750,10481,350,0,0.2,644,1572,178,0,0,350,0.571886700054165
11,1750,10481,350,0,0.2,644,1572,178,0,0,350,0.5722250999533571
12,1750,10481,350,0,0.2,644,1572,178,0,0,350,0.5733492000144906
13,1750,10481,350,0,0.2,644,1572,178,0,0,350,0.5698417999665253
14,1750,10481,350,0,0.2,644,1572,178,0,0,350,0.5787066000048071
15,1750,10481,350,0,0.2,644,1572,178,0,0,350,0.5719146999763325
16,1750,10481,350,0,0.2,644,1572,178,0,0,350,0.5730927999829873
17,1750,10481,350,0,0.2,644,1572,178,0,0,350,0.5725530000054277
18,1750,10481,350,0,0.2,644,1572,178,0,0,350,0.6278543999651447
19,1750,10481,350,0,0.2,644,1572,178,0,0,350,0.5701212999993004
20,1750,10481,350,0,0.2,644,1572,178,0,0,350,0.5776137999491766
21,1750,10481,350,0,0.2,644,1572,178,0,0,350,0.567830900021363
22,1750,10481,350,0,0.2,644,1572,178,0,0,350,0.5670919999829493
23,1750,10481,350,0,0.2,644,1572,178,0,0,350,0.568008899979759
24,1750,10481,350,0,0.2,644,1572,178,0,0,350,0.5749421999789774
25,1750,10481,350,0,0.2,644,1572,178,0,0,350,0.570216000021901
26,1750,10481,350,0,0.2,644,1572,178,0,0,350,0.5701473000226542
27,1750,10481,350,0,0.2,644,1572,178,0,0,350,0.5782430999679491
28,1750,10481,350,0,0.2,644,1572,178,0,0,350,0.5730456000310369
29,1750,10481,350,0,0.2,644,1572,178,0,0,350,0.5682746000238694
0,2000,4544,100,0,0.05,185,1345,655,150,150,100,0.10501110000768676
1,2000,4544,100,0,0.05,185,1345,655,150,150,100,0.10054850002052262
2,2000,4544,100,0,0.05,185,1345,655,150,150,100,0.1004883999703452
3,2000,4544,100,0,0.05,185,1345,655,150,150,100,0.09955299994908273
4,2000,4544,100,0,0.05,185,1345,655,150,150,100,0.10192680003819987
5,2000,4544,100,0,0.05,185,1345,655,150,150,100,0.10229129996150732
6,2000,4544,100,0,0.05,185,1345,655,150,150,100,0.10160470003029332
7,2000,4544,100,0,0.05,185,1345,655,150,150,100,0.10169630002928898
8,2000,4544,100,0,0.05,185,1345,655,150,150,100,0.10134009999455884
9,2000,4544,100,0,0.05,185,1345,655,150,150,100,0.10065839998424053
10,2000,4544,100,0,0.05,185,1345,655,150,150,100,0.10032359999604523
11,2000,4544,100,0,0.05,185,1345,655,150,150,100,0.10111739998683333
12,2000,4544,100,0,0.05,185,1345,655,150,150,100,0.09978490002686158
13,2000,4544,100,0,0.05,185,1345,655,150,150,100,0.10027980001177639
14,2000,4544,100,0,0.05,185,1345,655,150,150,100,0.1005703000118956
15,2000,4544,100,0,0.05,185,1345,655,150,150,100,0.10070299997460097
16,2000,4544,100,0,0.05,185,1345,655,150,150,100,0.10230239998782054
17,2000,4544,100,0,0.05,185,1345,655,150,150,100,0.10358200001064688
18,2000,4544,100,0,0.05,185,1345,655,150,150,100,0.1018667999887839
19,2000,4544,100,0,0.05,185,1345,655,150,150,100,0.1014398000552319
20,2000,4544,100,0,0.05,185,1345,655,150,150,100,0.09979240002576262
21,2000,4544,100,0,0.05,185,1345,655,150,150,100,0.101748300017789
22,2000,4544,100,0,0.05,185,1345,655,150,150,100,0.10065620002569631
23,2000,4544,100,0,0.05,185,1345,655,150,150,100,0.1026803000131622
24,2000,4544,100,0,0.05,185,1345,655,150,150,100,0.10266470001079142
25,2000,4544,100,0,0.05,185,1345,655,150,150,100,0.10060820000944659
26,2000,4544,100,0,0.05,185,1345,655,150,150,100,0.10288620000937954
27,2000,4544,100,0,0.05,185,1345,655,150,150,100,0.10242269997252151
28,2000,4544,100,0,0.05,185,1345,655,150,150,100,0.10310379997827113
29,2000,4544,100,0,0.05,185,1345,655,150,150,100,0.1025243999902159
0,2000,7194,200,0,0.1,374,1507,493,100,100,200,0.29974679998122156
1,2000,7194,200,0,0.1,374,1507,493,100,100,200,0.2836183000472374
2,2000,7194,200,0,0.1,374,1507,493,100,100,200,0.28603699995437637
3,2000,7194,200,0,0.1,374,1507,493,100,100,200,0.27993690001312643
4,2000,7194,200,0,0.1,374,1507,493,100,100,200,0.2765424999524839
5,2000,7194,200,0,0.1,374,1507,493,100,100,200,0.28329749999102205
6,2000,7194,200,0,0.1,374,1507,493,100,100,200,0.28472690004855394
7,2000,7194,200,0,0.1,374,1507,493,100,100,200,0.27940990001661703
8,2000,7194,200,0,0.1,374,1507,493,100,100,200,0.2781262000207789
9,2000,7194,200,0,0.1,374,1507,493,100,100,200,0.28129430004628375
10,2000,7194,200,0,0.1,374,1507,493,100,100,200,0.28158389998134226
11,2000,7194,200,0,0.1,374,1507,493,100,100,200,0.27811340003972873
12,2000,7194,200,0,0.1,374,1507,493,100,100,200,0.2780239999992773
13,2000,7194,200,0,0.1,374,1507,493,100,100,200,0.2764426000067033
14,2000,7194,200,0,0.1,374,1507,493,100,100,200,0.2800056000123732
15,2000,7194,200,0,0.1,374,1507,493,100,100,200,0.28006670001195744
16,2000,7194,200,0,0.1,374,1507,493,100,100,200,0.2847603000118397
17,2000,7194,200,0,0.1,374,1507,493,100,100,200,0.2790167999919504
18,2000,7194,200,0,0.1,374,1507,493,100,100,200,0.2768499000230804
19,2000,7194,200,0,0.1,374,1507,493,100,100,200,0.2817157999961637
20,2000,7194,200,0,0.1,374,1507,493,100,100,200,0.2797664999961853
21,2000,7194,200,0,0.1,374,1507,493,100,100,200,0.27749870001571253
22,2000,7194,200,0,0.1,374,1507,493,100,100,200,0.2808177000260912
23,2000,7194,200,0,0.1,374,1507,493,100,100,200,0.2850742000155151
24,2000,7194,200,0,0.1,374,1507,493,100,100,200,0.282155699969735
25,2000,7194,200,0,0.1,374,1507,493,100,100,200,0.2770188999711536
26,2000,7194,200,0,0.1,374,1507,493,100,100,200,0.2810356999980286
27,2000,7194,200,0,0.1,374,1507,493,100,100,200,0.27660349995130673
28,2000,7194,200,0,0.1,374,1507,493,100,100,200,0.2770635000197217
29,2000,7194,200,0,0.1,374,1507,493,100,100,200,0.2771282999892719
0,2000,9486,300,0,0.15,555,1665,335,50,50,300,0.4927919000037946
1,2000,9486,300,0,0.15,555,1665,335,50,50,300,0.4889800000237301
2,2000,9486,300,0,0.15,555,1665,335,50,50,300,0.49198160000378266
3,2000,9486,300,0,0.15,555,1665,335,50,50,300,0.48616549995495006
4,2000,9486,300,0,0.15,555,1665,335,50,50,300,0.485466800048016
5,2000,9486,300,0,0.15,555,1665,335,50,50,300,0.48498129996005446
6,2000,9486,300,0,0.15,555,1665,335,50,50,300,0.4825050000217743
7,2000,9486,300,0,0.15,555,1665,335,50,50,300,0.48681309999665245
8,2000,9486,300,0,0.15,555,1665,335,50,50,300,0.49591950001195073
9,2000,9486,300,0,0.15,555,1665,335,50,50,300,0.49627479998162016
10,2000,9486,300,0,0.15,555,1665,335,50,50,300,0.4909789999946952
11,2000,9486,300,0,0.15,555,1665,335,50,50,300,0.4908063000184484
12,2000,9486,300,0,0.15,555,1665,335,50,50,300,0.48348200001055375
13,2000,9486,300,0,0.15,555,1665,335,50,50,300,0.4902898000436835
14,2000,9486,300,0,0.15,555,1665,335,50,50,300,0.4880346999852918
15,2000,9486,300,0,0.15,555,1665,335,50,50,300,0.4911303000408225
16,2000,9486,300,0,0.15,555,1665,335,50,50,300,0.48556110000936314
17,2000,9486,300,0,0.15,555,1665,335,50,50,300,0.4948191000148654
18,2000,9486,300,0,0.15,555,1665,335,50,50,300,0.4836862999945879
19,2000,9486,300,0,0.15,555,1665,335,50,50,300,0.4949082999955863
20,2000,9486,300,0,0.15,555,1665,335,50,50,300,0.49099319998640567
21,2000,9486,300,0,0.15,555,1665,335,50,50,300,0.4973715999512933
22,2000,9486,300,0,0.15,555,1665,335,50,50,300,0.48673950001830235
23,2000,9486,300,0,0.15,555,1665,335,50,50,300,0.5122688000556082
24,2000,9486,300,0,0.15,555,1665,335,50,50,300,0.48271239997120574
25,2000,9486,300,0,0.15,555,1665,335,50,50,300,0.4856931999674998
26,2000,9486,300,0,0.15,555,1665,335,50,50,300,0.4837141999742016
27,2000,9486,300,0,0.15,555,1665,335,50,50,300,0.49923999997554347
28,2000,9486,300,0,0.15,555,1665,335,50,50,300,0.49761050002416596
29,2000,9486,300,0,0.15,555,1665,335,50,50,300,0.49177120003150776
0,2000,11993,400,0,0.2,738,1803,197,0,0,400,0.7480371000128798
1,2000,11993,400,0,0.2,738,1803,197,0,0,400,0.7474021000089124
2,2000,11993,400,0,0.2,738,1803,197,0,0,400,0.7406631999765523
3,2000,11993,400,0,0.2,738,1803,197,0,0,400,0.7448516999720596
4,2000,11993,400,0,0.2,738,1803,197,0,0,400,0.749135899997782
5,2000,11993,400,0,0.2,738,1803,197,0,0,400,0.7442581999930553
6,2000,11993,400,0,0.2,738,1803,197,0,0,400,0.7473487000097521
7,2000,11993,400,0,0.2,738,1803,197,0,0,400,0.7544721000012942
8,2000,11993,400,0,0.2,738,1803,197,0,0,400,0.7550918000051752
9,2000,11993,400,0,0.2,738,1803,197,0,0,400,0.7455605999566615
10,2000,11993,400,0,0.2,738,1803,197,0,0,400,0.7454864999745041
11,2000,11993,400,0,0.2,738,1803,197,0,0,400,0.7490002999547869
12,2000,11993,400,0,0.2,738,1803,197,0,0,400,0.7461851999978535
13,2000,11993,400,0,0.2,738,1803,197,0,0,400,0.7394897000049241
14,2000,11993,400,0,0.2,738,1803,197,0,0,400,0.7457088999799453
15,2000,11993,400,0,0.2,738,1803,197,0,0,400,0.7440972000476904
16,2000,11993,400,0,0.2,738,1803,197,0,0,400,0.7370079000247642
17,2000,11993,400,0,0.2,738,1803,197,0,0,400,0.7423346000141464
18,2000,11993,400,0,0.2,738,1803,197,0,0,400,0.7469456000253558
19,2000,11993,400,0,0.2,738,1803,197,0,0,400,0.7445602999650873
20,2000,11993,400,0,0.2,738,1803,197,0,0,400,0.7438295999891125
21,2000,11993,400,0,0.2,738,1803,197,0,0,400,0.740292500006035
22,2000,11993,400,0,0.2,738,1803,197,0,0,400,0.742665899975691
23,2000,11993,400,0,0.2,738,1803,197,0,0,400,0.7514744999934919
24,2000,11993,400,0,0.2,738,1803,197,0,0,400,0.7428623999585398
25,2000,11993,400,0,0.2,738,1803,197,0,0,400,0.7526241000159644
26,2000,11993,400,0,0.2,738,1803,197,0,0,400,0.7449511999730021
27,2000,11993,400,0,0.2,738,1803,197,0,0,400,0.7409325000480749
28,2000,11993,400,0,0.2,738,1803,197,0,0,400,0.7442391000222415
29,2000,11993,400,0,0.2,738,1803,197,0,0,400,0.745589799946174
0,2250,5174,113,0,0.05,210,1525,725,169,169,113,0.13136120000854135
1,2250,5174,113,0,0.05,210,1525,725,169,169,113,0.12900790001731366
2,2250,5174,113,0,0.05,210,1525,725,169,169,113,0.13116070005344227
3,2250,5174,113,0,0.05,210,1525,725,169,169,113,0.13026070001069456
4,2250,5174,113,0,0.05,210,1525,725,169,169,113,0.1310611999942921
5,2250,5174,113,0,0.05,210,1525,725,169,169,113,0.13081440003588796
6,2250,5174,113,0,0.05,210,1525,725,169,169,113,0.13177929999073967
7,2250,5174,113,0,0.05,210,1525,725,169,169,113,0.12987489998340607
8,2250,5174,113,0,0.05,210,1525,725,169,169,113,0.12891259999014437
9,2250,5174,113,0,0.05,210,1525,725,169,169,113,0.13060229999246076
10,2250,5174,113,0,0.05,210,1525,725,169,169,113,0.12896850000834092
11,2250,5174,113,0,0.05,210,1525,725,169,169,113,0.1307939999969676
12,2250,5174,113,0,0.05,210,1525,725,169,169,113,0.13261879998026416
13,2250,5174,113,0,0.05,210,1525,725,169,169,113,0.13053850003052503
14,2250,5174,113,0,0.05,210,1525,725,169,169,113,0.13156660000095144
15,2250,5174,113,0,0.05,210,1525,725,169,169,113,0.12928600003942847
16,2250,5174,113,0,0.05,210,1525,725,169,169,113,0.13052930001867935
17,2250,5174,113,0,0.05,210,1525,725,169,169,113,0.12960470002144575
18,2250,5174,113,0,0.05,210,1525,725,169,169,113,0.13010439998470247
19,2250,5174,113,0,0.05,210,1525,725,169,169,113,0.13067929999670014
20,2250,5174,113,0,0.05,210,1525,725,169,169,113,0.13048260001232848
21,2250,5174,113,0,0.05,210,1525,725,169,169,113,0.12970409996341914
22,2250,5174,113,0,0.05,210,1525,725,169,169,113,0.12802180001745
23,2250,5174,113,0,0.05,210,1525,725,169,169,113,0.12885879998793826
24,2250,5174,113,0,0.05,210,1525,725,169,169,113,0.1280080999713391
25,2250,5174,113,0,0.05,210,1525,725,169,169,113,0.1278794000390917
26,2250,5174,113,0,0.05,210,1525,725,169,169,113,0.1315650999895297
27,2250,5174,113,0,0.05,210,1525,725,169,169,113,0.13149820000398904
28,2250,5174,113,0,0.05,210,1525,725,169,169,113,0.13108439999632537
29,2250,5174,113,0,0.05,210,1525,725,169,169,113,0.13035569997737184
0,2250,7806,225,0,0.1,409,1677,573,113,113,225,0.3314789999858476
1,2250,7806,225,0,0.1,409,1677,573,113,113,225,0.32837359997211024
2,2250,7806,225,0,0.1,409,1677,573,113,113,225,0.3283926000003703
3,2250,7806,225,0,0.1,409,1677,573,113,113,225,0.3294647000147961
4,2250,7806,225,0,0.1,409,1677,573,113,113,225,0.32859649998135865
5,2250,7806,225,0,0.1,409,1677,573,113,113,225,0.33008220000192523
6,2250,7806,225,0,0.1,409,1677,573,113,113,225,0.3302998000290245
7,2250,7806,225,0,0.1,409,1677,573,113,113,225,0.32794729998568073
8,2250,7806,225,0,0.1,409,1677,573,113,113,225,0.3284298000507988
9,2250,7806,225,0,0.1,409,1677,573,113,113,225,0.331668000028003
10,2250,7806,225,0,0.1,409,1677,573,113,113,225,0.3270295999827795
11,2250,7806,225,0,0.1,409,1677,573,113,113,225,0.328616900020279
12,2250,7806,225,0,0.1,409,1677,573,113,113,225,0.32971550000365824
13,2250,7806,225,0,0.1,409,1677,573,113,113,225,0.33103340002708137
14,2250,7806,225,0,0.1,409,1677,573,113,113,225,0.3281997999874875
15,2250,7806,225,0,0.1,409,1677,573,113,113,225,0.326380499987863
16,2250,7806,225,0,0.1,409,1677,573,113,113,225,0.3293505000183359
17,2250,7806,225,0,0.1,409,1677,573,113,113,225,0.3293556999997236
18,2250,7806,225,0,0.1,409,1677,573,113,113,225,0.3282404000055976
19,2250,7806,225,0,0.1,409,1677,573,113,113,225,0.3284692000015639
20,2250,7806,225,0,0.1,409,1677,573,113,113,225,0.3300248000305146
21,2250,7806,225,0,0.1,409,1677,573,113,113,225,0.32728189998306334
22,2250,7806,225,0,0.1,409,1677,573,113,113,225,0.3275106000364758
23,2250,7806,225,0,0.1,409,1677,573,113,113,225,0.33289269998203963
24,2250,7806,225,0,0.1,409,1677,573,113,113,225,0.32817939994856715
25,2250,7806,225,0,0.1,409,1677,573,113,113,225,0.3285811999812722
26,2250,7806,225,0,0.1,409,1677,573,113,113,225,0.3346315000089817
27,2250,7806,225,0,0.1,409,1677,573,113,113,225,0.33516379998764023
28,2250,7806,225,0,0.1,409,1677,573,113,113,225,0.3305053999647498
29,2250,7806,225,0,0.1,409,1677,573,113,113,225,0.3277399999788031
0,2250,10368,338,0,0.15,619,1855,395,57,57,338,0.5821328000165522
1,2250,10368,338,0,0.15,619,1855,395,57,57,338,0.59126059996197
2,2250,10368,338,0,0.15,619,1855,395,57,57,338,0.5788181999814697
3,2250,10368,338,0,0.15,619,1855,395,57,57,338,0.5782542999950238
4,2250,10368,338,0,0.15,619,1855,395,57,57,338,0.57806349999737
5,2250,10368,338,0,0.15,619,1855,395,57,57,338,0.5773764999466948
6,2250,10368,338,0,0.15,619,1855,395,57,57,338,0.590436500031501
7,2250,10368,338,0,0.15,619,1855,395,57,57,338,0.578993699979037
8,2250,10368,338,0,0.15,619,1855,395,57,57,338,0.5912116999970749
9,2250,10368,338,0,0.15,619,1855,395,57,57,338,0.5915294999722391
10,2250,10368,338,0,0.15,619,1855,395,57,57,338,0.5810785999638028
11,2250,10368,338,0,0.15,619,1855,395,57,57,338,0.591253999969922
12,2250,10368,338,0,0.15,619,1855,395,57,57,338,0.5789995999657549
13,2250,10368,338,0,0.15,619,1855,395,57,57,338,0.579883600003086
14,2250,10368,338,0,0.15,619,1855,395,57,57,338,0.5811166999628767
15,2250,10368,338,0,0.15,619,1855,395,57,57,338,0.5907178000197746
16,2250,10368,338,0,0.15,619,1855,395,57,57,338,0.5877438000170514
17,2250,10368,338,0,0.15,619,1855,395,57,57,338,0.5789469000301324
18,2250,10368,338,0,0.15,619,1855,395,57,57,338,0.5842017000541091
19,2250,10368,338,0,0.15,619,1855,395,57,57,338,0.5802854000357911
20,2250,10368,338,0,0.15,619,1855,395,57,57,338,0.5784840999986045
21,2250,10368,338,0,0.15,619,1855,395,57,57,338,0.5820042000268586
22,2250,10368,338,0,0.15,619,1855,395,57,57,338,0.5903373000328429
23,2250,10368,338,0,0.15,619,1855,395,57,57,338,0.5859232000075281
24,2250,10368,338,0,0.15,619,1855,395,57,57,338,0.5788249999750406
25,2250,10368,338,0,0.15,619,1855,395,57,57,338,0.5787607000092976
26,2250,10368,338,0,0.15,619,1855,395,57,57,338,0.5796118999714963
27,2250,10368,338,0,0.15,619,1855,395,57,57,338,0.5872558999690227
28,2250,10368,338,0,0.15,619,1855,395,57,57,338,0.5938344999449328
29,2250,10368,338,0,0.15,619,1855,395,57,57,338,0.5804674999671988
0,2250,13425,450,0,0.2,816,2032,218,0,0,450,0.9370658000116237
1,2250,13425,450,0,0.2,816,2032,218,0,0,450,0.9453992999624461
2,2250,13425,450,0,0.2,816,2032,218,0,0,450,0.92787870002212
3,2250,13425,450,0,0.2,816,2032,218,0,0,450,0.9384401999996044
4,2250,13425,450,0,0.2,816,2032,218,0,0,450,0.9268999000196345
5,2250,13425,450,0,0.2,816,2032,218,0,0,450,0.9314427999779582
6,2250,13425,450,0,0.2,816,2032,218,0,0,450,0.9267835000064224
7,2250,13425,450,0,0.2,816,2032,218,0,0,450,0.9261908000335097
8,2250,13425,450,0,0.2,816,2032,218,0,0,450,0.9307416999945417
9,2250,13425,450,0,0.2,816,2032,218,0,0,450,0.9319611999671906
10,2250,13425,450,0,0.2,816,2032,218,0,0,450,0.9380571999936365
11,2250,13425,450,0,0.2,816,2032,218,0,0,450,0.9260955000063404
12,2250,13425,450,0,0.2,816,2032,218,0,0,450,0.9310619999887422
13,2250,13425,450,0,0.2,816,2032,218,0,0,450,0.9308092999854125
14,2250,13425,450,0,0.2,816,2032,218,0,0,450,0.9341077000135556
15,2250,13425,450,0,0.2,816,2032,218,0,0,450,0.9298298000358045
16,2250,13425,450,0,0.2,816,2032,218,0,0,450,0.9308788999915123
17,2250,13425,450,0,0.2,816,2032,218,0,0,450,0.933355399989523
18,2250,13425,450,0,0.2,816,2032,218,0,0,450,0.9357763999723829
19,2250,13425,450,0,0.2,816,2032,218,0,0,450,0.987152400019113
20,2250,13425,450,0,0.2,816,2032,218,0,0,450,0.9398913000477478
21,2250,13425,450,0,0.2,816,2032,218,0,0,450,0.9367129000020213
22,2250,13425,450,0,0.2,816,2032,218,0,0,450,0.9410373000428081
23,2250,13425,450,0,0.2,816,2032,218,0,0,450,0.9401480999658816
24,2250,13425,450,0,0.2,816,2032,218,0,0,450,0.9455401000450365
25,2250,13425,450,0,0.2,816,2032,218,0,0,450,0.9368265000521205
26,2250,13425,450,0,0.2,816,2032,218,0,0,450,0.9299291999777779
27,2250,13425,450,0,0.2,816,2032,218,0,0,450,0.9388879999751225
28,2250,13425,450,0,0.2,816,2032,218,0,0,450,0.9419819999602623
29,2250,13425,450,0,0.2,816,2032,218,0,0,450,0.9277845000033267
0,2500,5494,125,0,0.05,223,1673,827,188,188,125,0.1456264000153169
1,2500,5494,125,0,0.05,223,1673,827,188,188,125,0.1429088999866508
2,2500,5494,125,0,0.05,223,1673,827,188,188,125,0.14599819999421015
3,2500,5494,125,0,0.05,223,1673,827,188,188,125,0.14489570003934205
4,2500,5494,125,0,0.05,223,1673,827,188,188,125,0.14235820004250854
5,2500,5494,125,0,0.05,223,1673,827,188,188,125,0.14353989996016026
6,2500,5494,125,0,0.05,223,1673,827,188,188,125,0.14460600004531443
7,2500,5494,125,0,0.05,223,1673,827,188,188,125,0.1491391000454314
