Run,nFeaturesBefore,nFeaturesAfter,nFeaturesTypeBefore,nFeaturesTypeAfter,nContraints,nOptionals,nMandatories,nAlternativeGroups,nSelectionGroups,nRefactors,Time(s) 
25,4000,4000,600,0,0,3124,876,0,0,600,0.07798400003230199
26,4000,4000,600,0,0,3124,876,0,0,600,0.07747469999594614
27,4000,4000,600,0,0,3124,876,0,0,600,0.08011390001047403
28,4000,4000,600,0,0,3124,876,0,0,600,0.07940509996842593
29,4000,4000,600,0,0,3124,876,0,0,600,0.08031700004357845
0,4000,4000,800,0,0,3408,592,0,0,800,0.12602939998032525
1,4000,4000,800,0,0,3408,592,0,0,800,0.1255405000410974
2,4000,4000,800,0,0,3408,592,0,0,800,0.12771050003357232
3,4000,4000,800,0,0,3408,592,0,0,800,0.12487279996275902
4,4000,4000,800,0,0,3408,592,0,0,800,0.1311913999961689
5,4000,4000,800,0,0,3408,592,0,0,800,0.16768299997784197
6,4000,4000,800,0,0,3408,592,0,0,800,0.12847070000134408
7,4000,4000,800,0,0,3408,592,0,0,800,0.1269845999777317
8,4000,4000,800,0,0,3408,592,0,0,800,0.12449970003217459
9,4000,4000,800,0,0,3408,592,0,0,800,0.12490559997968376
10,4000,4000,800,0,0,3408,592,0,0,800,0.12442589999409392
11,4000,4000,800,0,0,3408,592,0,0,800,0.14628200000151992
12,4000,4000,800,0,0,3408,592,0,0,800,0.1408868000144139
13,4000,4000,800,0,0,3408,592,0,0,800,0.12679120001848787
14,4000,4000,800,0,0,3408,592,0,0,800,0.12982410000404343
15,4000,4000,800,0,0,3408,592,0,0,800,0.12749090004945174
16,4000,4000,800,0,0,3408,592,0,0,800,0.12493740004720166
17,4000,4000,800,0,0,3408,592,0,0,800,0.15374869998777285
18,4000,4000,800,0,0,3408,592,0,0,800,0.1249940000125207
19,4000,4000,800,0,0,3408,592,0,0,800,0.1248316999990493
20,4000,4000,800,0,0,3408,592,0,0,800,0.13762580003822222
21,4000,4000,800,0,0,3408,592,0,0,800,0.1670651999884285
22,4000,4000,800,0,0,3408,592,0,0,800,0.1396882000262849
23,4000,4000,800,0,0,3408,592,0,0,800,0.11267750000115484
24,4000,4000,800,0,0,3408,592,0,0,800,0.13435710000339895
25,4000,4000,800,0,0,3408,592,0,0,800,0.12646870000753552
26,4000,4000,800,0,0,3408,592,0,0,800,0.12660479999613017
27,4000,4000,800,0,0,3408,592,0,0,800,0.12471900001401082
28,4000,4000,800,0,0,3408,592,0,0,800,0.12375019997125491
29,4000,4000,800,0,0,3408,592,0,0,800,0.12489519995870069
0,4250,4250,213,0,0,2587,1663,0,0,213,0.02135879994602874
1,4250,4250,213,0,0,2587,1663,0,0,213,0.02112780004972592
2,4250,4250,213,0,0,2587,1663,0,0,213,0.02141690003918484
3,4250,4250,213,0,0,2587,1663,0,0,213,0.02109940000809729
4,4250,4250,213,0,0,2587,1663,0,0,213,0.02117790002375841
5,4250,4250,213,0,0,2587,1663,0,0,213,0.021385100029874593
6,4250,4250,213,0,0,2587,1663,0,0,213,0.02158090000739321
7,4250,4250,213,0,0,2587,1663,0,0,213,0.021137500007171184
8,4250,4250,213,0,0,2587,1663,0,0,213,0.021214500011410564
9,4250,4250,213,0,0,2587,1663,0,0,213,0.02112779999151826
10,4250,4250,213,0,0,2587,1663,0,0,213,0.02132940001320094
11,4250,4250,213,0,0,2587,1663,0,0,213,0.027073799981735647
12,4250,4250,213,0,0,2587,1663,0,0,213,0.02390700002433732
13,4250,4250,213,0,0,2587,1663,0,0,213,0.021406700019724667
14,4250,4250,213,0,0,2587,1663,0,0,213,0.021578999992925674
15,4250,4250,213,0,0,2587,1663,0,0,213,0.021601100044790655
16,4250,4250,213,0,0,2587,1663,0,0,213,0.02158709999639541
17,4250,4250,213,0,0,2587,1663,0,0,213,0.021510899998247623
18,4250,4250,213,0,0,2587,1663,0,0,213,0.02136299997800961
19,4250,4250,213,0,0,2587,1663,0,0,213,0.021873499965295196
20,4250,4250,213,0,0,2587,1663,0,0,213,0.02130669995676726
21,4250,4250,213,0,0,2587,1663,0,0,213,0.02186699997400865
22,4250,4250,213,0,0,2587,1663,0,0,213,0.02167899999767542
23,4250,4250,213,0,0,2587,1663,0,0,213,0.02159699995536357
24,4250,4250,213,0,0,2587,1663,0,0,213,0.02110369998263195
25,4250,4250,213,0,0,2587,1663,0,0,213,0.02220939996186644
26,4250,4250,213,0,0,2587,1663,0,0,213,0.04887800000142306
27,4250,4250,213,0,0,2587,1663,0,0,213,0.021719500015024096
28,4250,4250,213,0,0,2587,1663,0,0,213,0.021589100011624396
29,4250,4250,213,0,0,2587,1663,0,0,213,0.0210477999644354
0,4250,4250,425,0,0,2947,1303,0,0,425,0.047263899992685765
1,4250,4250,425,0,0,2947,1303,0,0,425,0.04831990000093356
2,4250,4250,425,0,0,2947,1303,0,0,425,0.04763539996929467
3,4250,4250,425,0,0,2947,1303,0,0,425,0.04800380003871396
4,4250,4250,425,0,0,2947,1303,0,0,425,0.0485688999760896
5,4250,4250,425,0,0,2947,1303,0,0,425,0.054535399947781116
6,4250,4250,425,0,0,2947,1303,0,0,425,0.04843609995441511
7,4250,4250,425,0,0,2947,1303,0,0,425,0.04836279997834936
8,4250,4250,425,0,0,2947,1303,0,0,425,0.048650600016117096
9,4250,4250,425,0,0,2947,1303,0,0,425,0.04758910002419725
10,4250,4250,425,0,0,2947,1303,0,0,425,0.04797600000165403
11,4250,4250,425,0,0,2947,1303,0,0,425,0.04775199998402968
12,4250,4250,425,0,0,2947,1303,0,0,425,0.04824500001268461
13,4250,4250,425,0,0,2947,1303,0,0,425,0.04817720002029091
14,4250,4250,425,0,0,2947,1303,0,0,425,0.048434399999678135
15,4250,4250,425,0,0,2947,1303,0,0,425,0.04748339997604489
16,4250,4250,425,0,0,2947,1303,0,0,425,0.047841800027526915
17,4250,4250,425,0,0,2947,1303,0,0,425,0.047326100000645965
18,4250,4250,425,0,0,2947,1303,0,0,425,0.04729879996739328
19,4250,4250,425,0,0,2947,1303,0,0,425,0.0479242000146769
20,4250,4250,425,0,0,2947,1303,0,0,425,0.04739989998051897
21,4250,4250,425,0,0,2947,1303,0,0,425,0.047632700006943196
22,4250,4250,425,0,0,2947,1303,0,0,425,0.048880199959967285
23,4250,4250,425,0,0,2947,1303,0,0,425,0.048451899958308786
24,4250,4250,425,0,0,2947,1303,0,0,425,0.048784099984914064
25,4250,4250,425,0,0,2947,1303,0,0,425,0.04719680000562221
26,4250,4250,425,0,0,2947,1303,0,0,425,0.04821929999161512
27,4250,4250,425,0,0,2947,1303,0,0,425,0.048751700029242784
28,4250,4250,425,0,0,2947,1303,0,0,425,0.04726210003718734
29,4250,4250,425,0,0,2947,1303,0,0,425,0.04761999996844679
0,4250,4250,638,0,0,3318,932,0,0,638,0.08813769998960197
1,4250,4250,638,0,0,3318,932,0,0,638,0.08884889999171719
2,4250,4250,638,0,0,3318,932,0,0,638,0.08754730003420264
3,4250,4250,638,0,0,3318,932,0,0,638,0.08684200001880527
4,4250,4250,638,0,0,3318,932,0,0,638,0.08791310002561659
5,4250,4250,638,0,0,3318,932,0,0,638,0.08963480003876612
6,4250,4250,638,0,0,3318,932,0,0,638,0.08786810003221035
7,4250,4250,638,0,0,3318,932,0,0,638,0.08912260003853589
8,4250,4250,638,0,0,3318,932,0,0,638,0.08774719998473302
9,4250,4250,638,0,0,3318,932,0,0,638,0.08963599998969585
10,4250,4250,638,0,0,3318,932,0,0,638,0.0878792000003159
11,4250,4250,638,0,0,3318,932,0,0,638,0.08911079994868487
12,4250,4250,638,0,0,3318,932,0,0,638,0.08791120001114905
13,4250,4250,638,0,0,3318,932,0,0,638,0.08578620001208037
14,4250,4250,638,0,0,3318,932,0,0,638,0.08813529997132719
15,4250,4250,638,0,0,3318,932,0,0,638,0.088661800022237
16,4250,4250,638,0,0,3318,932,0,0,638,0.0871530000003986
17,4250,4250,638,0,0,3318,932,0,0,638,0.0869871000177227
18,4250,4250,638,0,0,3318,932,0,0,638,0.08724349999101833
19,4250,4250,638,0,0,3318,932,0,0,638,0.08720919996267185
20,4250,4250,638,0,0,3318,932,0,0,638,0.0877191000035964
21,4250,4250,638,0,0,3318,932,0,0,638,0.08623299997998402
22,4250,4250,638,0,0,3318,932,0,0,638,0.08720379997976124
23,4250,4250,638,0,0,3318,932,0,0,638,0.08763729996280745
24,4250,4250,638,0,0,3318,932,0,0,638,0.0862778999726288
25,4250,4250,638,0,0,3318,932,0,0,638,0.08882439997978508
26,4250,4250,638,0,0,3318,932,0,0,638,0.08683319995179772
27,4250,4250,638,0,0,3318,932,0,0,638,0.08779439999489114
28,4250,4250,638,0,0,3318,932,0,0,638,0.08739270002115518
29,4250,4250,638,0,0,3318,932,0,0,638,0.08717010001419112
0,4250,4250,850,0,0,3607,643,0,0,850,0.14386120002018288
1,4250,4250,850,0,0,3607,643,0,0,850,0.14396549999946728
2,4250,4250,850,0,0,3607,643,0,0,850,0.14240260003134608
3,4250,4250,850,0,0,3607,643,0,0,850,0.14318759995512664
4,4250,4250,850,0,0,3607,643,0,0,850,0.14265100000193343
5,4250,4250,850,0,0,3607,643,0,0,850,0.1419523999793455
6,4250,4250,850,0,0,3607,643,0,0,850,0.14165860001230612
7,4250,4250,850,0,0,3607,643,0,0,850,0.1430382000398822
8,4250,4250,850,0,0,3607,643,0,0,850,0.1424490000354126
9,4250,4250,850,0,0,3607,643,0,0,850,0.14414019999094307
10,4250,4250,850,0,0,3607,643,0,0,850,0.14467329997569323
11,4250,4250,850,0,0,3607,643,0,0,850,0.1430318999919109
12,4250,4250,850,0,0,3607,643,0,0,850,0.14383519999682903
13,4250,4250,850,0,0,3607,643,0,0,850,0.14162579999538139
14,4250,4250,850,0,0,3607,643,0,0,850,0.14543019997654483
15,4250,4250,850,0,0,3607,643,0,0,850,0.14168649999191985
16,4250,4250,850,0,0,3607,643,0,0,850,0.14457790000597015
17,4250,4250,850,0,0,3607,643,0,0,850,0.14286469999933615
18,4250,4250,850,0,0,3607,643,0,0,850,0.1427473000367172
19,4250,4250,850,0,0,3607,643,0,0,850,0.1434216999914497
20,4250,4250,850,0,0,3607,643,0,0,850,0.14501899998867884
21,4250,4250,850,0,0,3607,643,0,0,850,0.1442296999739483
22,4250,4250,850,0,0,3607,643,0,0,850,0.14224150002701208
23,4250,4250,850,0,0,3607,643,0,0,850,0.14332350000040606
24,4250,4250,850,0,0,3607,643,0,0,850,0.14071909995982423
25,4250,4250,850,0,0,3607,643,0,0,850,0.14239590003853664
26,4250,4250,850,0,0,3607,643,0,0,850,0.14195030002156273
27,4250,4250,850,0,0,3607,643,0,0,850,0.14280349999899045
28,4250,4250,850,0,0,3607,643,0,0,850,0.14258280000649393
29,4250,4250,850,0,0,3607,643,0,0,850,0.14555810001911595
0,4500,4500,225,0,0,2695,1805,0,0,225,0.02358420001110062
1,4500,4500,225,0,0,2695,1805,0,0,225,0.023635499994270504
2,4500,4500,225,0,0,2695,1805,0,0,225,0.023205699981190264
3,4500,4500,225,0,0,2695,1805,0,0,225,0.023416400013957173
4,4500,4500,225,0,0,2695,1805,0,0,225,0.02301070000976324
5,4500,4500,225,0,0,2695,1805,0,0,225,0.023103300016373396
6,4500,4500,225,0,0,2695,1805,0,0,225,0.022809799993410707
7,4500,4500,225,0,0,2695,1805,0,0,225,0.022961000038776547
8,4500,4500,225,0,0,2695,1805,0,0,225,0.023217500012833625
9,4500,4500,225,0,0,2695,1805,0,0,225,0.022948300000280142
10,4500,4500,225,0,0,2695,1805,0,0,225,0.023530200007371604
11,4500,4500,225,0,0,2695,1805,0,0,225,0.023242500028572977
12,4500,4500,225,0,0,2695,1805,0,0,225,0.023289000033400953
13,4500,4500,225,0,0,2695,1805,0,0,225,0.02295150002464652
14,4500,4500,225,0,0,2695,1805,0,0,225,0.023339999956078827
15,4500,4500,225,0,0,2695,1805,0,0,225,0.023525899974629283
16,4500,4500,225,0,0,2695,1805,0,0,225,0.02359909994993359
17,4500,4500,225,0,0,2695,1805,0,0,225,0.02325830003246665
18,4500,4500,225,0,0,2695,1805,0,0,225,0.022995000006631017
19,4500,4500,225,0,0,2695,1805,0,0,225,0.023828200006391853
20,4500,4500,225,0,0,2695,1805,0,0,225,0.023144599981606007
21,4500,4500,225,0,0,2695,1805,0,0,225,0.023105400032363832
22,4500,4500,225,0,0,2695,1805,0,0,225,0.0232640000176616
23,4500,4500,225,0,0,2695,1805,0,0,225,0.023897899955045432
24,4500,4500,225,0,0,2695,1805,0,0,225,0.023194799956399947
25,4500,4500,225,0,0,2695,1805,0,0,225,0.023288700031116605
26,4500,4500,225,0,0,2695,1805,0,0,225,0.02315439999802038
27,4500,4500,225,0,0,2695,1805,0,0,225,0.023233399959281087
28,4500,4500,225,0,0,2695,1805,0,0,225,0.023639600025489926
29,4500,4500,225,0,0,2695,1805,0,0,225,0.023100899998098612
0,4500,4500,450,0,0,3118,1382,0,0,450,0.05407589999958873
1,4500,4500,450,0,0,3118,1382,0,0,450,0.05327740003122017
2,4500,4500,450,0,0,3118,1382,0,0,450,0.052648200013209134
3,4500,4500,450,0,0,3118,1382,0,0,450,0.053780000016558915
4,4500,4500,450,0,0,3118,1382,0,0,450,0.05318079999415204
5,4500,4500,450,0,0,3118,1382,0,0,450,0.053251000004820526
6,4500,4500,450,0,0,3118,1382,0,0,450,0.05408849997911602
7,4500,4500,450,0,0,3118,1382,0,0,450,0.05409910000162199
8,4500,4500,450,0,0,3118,1382,0,0,450,0.05564040003810078
9,4500,4500,450,0,0,3118,1382,0,0,450,0.05325769999762997
10,4500,4500,450,0,0,3118,1382,0,0,450,0.05392629996640608
11,4500,4500,450,0,0,3118,1382,0,0,450,0.05334250000305474
12,4500,4500,450,0,0,3118,1382,0,0,450,0.0552579999784939
13,4500,4500,450,0,0,3118,1382,0,0,450,0.05718289996730164
14,4500,4500,450,0,0,3118,1382,0,0,450,0.053405400016345084
15,4500,4500,450,0,0,3118,1382,0,0,450,0.05319529998814687
16,4500,4500,450,0,0,3118,1382,0,0,450,0.054291100008413196
17,4500,4500,450,0,0,3118,1382,0,0,450,0.054054000007454306
18,4500,4500,450,0,0,3118,1382,0,0,450,0.05426239996450022
19,4500,4500,450,0,0,3118,1382,0,0,450,0.052332699997350574
20,4500,4500,450,0,0,3118,1382,0,0,450,0.05265450000297278
21,4500,4500,450,0,0,3118,1382,0,0,450,0.053464299999177456
22,4500,4500,450,0,0,3118,1382,0,0,450,0.05211360001703724
23,4500,4500,450,0,0,3118,1382,0,0,450,0.053125100035686046
24,4500,4500,450,0,0,3118,1382,0,0,450,0.053061199956573546
25,4500,4500,450,0,0,3118,1382,0,0,450,0.05234469997230917
26,4500,4500,450,0,0,3118,1382,0,0,450,0.05265339999459684
27,4500,4500,450,0,0,3118,1382,0,0,450,0.05421289999503642
28,4500,4500,450,0,0,3118,1382,0,0,450,0.05374019994633272
29,4500,4500,450,0,0,3118,1382,0,0,450,0.053280499996617436
0,4500,4500,675,0,0,3508,992,0,0,675,0.09962140000425279
1,4500,4500,675,0,0,3508,992,0,0,675,0.0988884000107646
2,4500,4500,675,0,0,3508,992,0,0,675,0.09246770001482219
3,4500,4500,675,0,0,3508,992,0,0,675,0.10137799999210984
4,4500,4500,675,0,0,3508,992,0,0,675,0.0998748000129126
5,4500,4500,675,0,0,3508,992,0,0,675,0.10000989999389276
6,4500,4500,675,0,0,3508,992,0,0,675,0.09929540002485737
7,4500,4500,675,0,0,3508,992,0,0,675,0.10387260001152754
8,4500,4500,675,0,0,3508,992,0,0,675,0.1004339000210166
9,4500,4500,675,0,0,3508,992,0,0,675,0.10030479996930808
10,4500,4500,675,0,0,3508,992,0,0,675,0.10017819999484345
11,4500,4500,675,0,0,3508,992,0,0,675,0.09944839996751398
12,4500,4500,675,0,0,3508,992,0,0,675,0.09685129998251796
13,4500,4500,675,0,0,3508,992,0,0,675,0.09800160001032054
14,4500,4500,675,0,0,3508,992,0,0,675,0.10033699998166412
15,4500,4500,675,0,0,3508,992,0,0,675,0.10062230000039563
16,4500,4500,675,0,0,3508,992,0,0,675,0.09892150002997369
17,4500,4500,675,0,0,3508,992,0,0,675,0.10026239999569952
18,4500,4500,675,0,0,3508,992,0,0,675,0.09792699996614829
19,4500,4500,675,0,0,3508,992,0,0,675,0.09832240000832826
20,4500,4500,675,0,0,3508,992,0,0,675,0.09946130000753328
21,4500,4500,675,0,0,3508,992,0,0,675,0.09988580003846437
22,4500,4500,675,0,0,3508,992,0,0,675,0.10045730002457276
23,4500,4500,675,0,0,3508,992,0,0,675,0.09853960003238171
24,4500,4500,675,0,0,3508,992,0,0,675,0.09916710003744811
25,4500,4500,675,0,0,3508,992,0,0,675,0.09757310000713915
26,4500,4500,675,0,0,3508,992,0,0,675,0.09946910000871867
27,4500,4500,675,0,0,3508,992,0,0,675,0.10021609999239445
28,4500,4500,675,0,0,3508,992,0,0,675,0.09946019999915734
29,4500,4500,675,0,0,3508,992,0,0,675,0.0994102000258863
0,4500,4500,900,0,0,3834,666,0,0,900,0.15995130001101643
1,4500,4500,900,0,0,3834,666,0,0,900,0.16223359998548403
2,4500,4500,900,0,0,3834,666,0,0,900,0.16118649998679757
3,4500,4500,900,0,0,3834,666,0,0,900,0.1607289999956265
4,4500,4500,900,0,0,3834,666,0,0,900,0.15855150000425056
5,4500,4500,900,0,0,3834,666,0,0,900,0.16052679996937513
6,4500,4500,900,0,0,3834,666,0,0,900,0.15955370001029223
7,4500,4500,900,0,0,3834,666,0,0,900,0.16125010000541806
8,4500,4500,900,0,0,3834,666,0,0,900,0.16108210000675172
9,4500,4500,900,0,0,3834,666,0,0,900,0.15863920003175735
10,4500,4500,900,0,0,3834,666,0,0,900,0.16285860002972186
11,4500,4500,900,0,0,3834,666,0,0,900,0.15866700001060963
12,4500,4500,900,0,0,3834,666,0,0,900,0.16373520001070574
13,4500,4500,900,0,0,3834,666,0,0,900,0.16137679998064414
14,4500,4500,900,0,0,3834,666,0,0,900,0.1600417000008747
15,4500,4500,900,0,0,3834,666,0,0,900,0.15828159998636693
16,4500,4500,900,0,0,3834,666,0,0,900,0.16016819997457787
17,4500,4500,900,0,0,3834,666,0,0,900,0.16446460003498942
18,4500,4500,900,0,0,3834,666,0,0,900,0.16351839998969808
19,4500,4500,900,0,0,3834,666,0,0,900,0.16091179999057204
20,4500,4500,900,0,0,3834,666,0,0,900,0.1594963999814354
21,4500,4500,900,0,0,3834,666,0,0,900,0.15900220000185072
22,4500,4500,900,0,0,3834,666,0,0,900,0.16393560002325103
23,4500,4500,900,0,0,3834,666,0,0,900,0.16095170000335202
24,4500,4500,900,0,0,3834,666,0,0,900,0.16041320003569126
25,4500,4500,900,0,0,3834,666,0,0,900,0.16037129994947463
26,4500,4500,900,0,0,3834,666,0,0,900,0.16039530001580715
27,4500,4500,900,0,0,3834,666,0,0,900,0.1612965000094846
28,4500,4500,900,0,0,3834,666,0,0,900,0.16099259996553883
29,4500,4500,900,0,0,3834,666,0,0,900,0.1590682999812998
0,4750,4750,238,0,0,2845,1905,0,0,238,0.02502430003369227
1,4750,4750,238,0,0,2845,1905,0,0,238,0.025655999954324216
2,4750,4750,238,0,0,2845,1905,0,0,238,0.026391200022771955
3,4750,4750,238,0,0,2845,1905,0,0,238,0.025758400035556406
4,4750,4750,238,0,0,2845,1905,0,0,238,0.025356800004374236
5,4750,4750,238,0,0,2845,1905,0,0,238,0.025444699975196272
6,4750,4750,238,0,0,2845,1905,0,0,238,0.025252100022044033
7,4750,4750,238,0,0,2845,1905,0,0,238,0.025470599997788668
8,4750,4750,238,0,0,2845,1905,0,0,238,0.025981099985074252
9,4750,4750,238,0,0,2845,1905,0,0,238,0.02639199997065589
10,4750,4750,238,0,0,2845,1905,0,0,238,0.025580900022760034
11,4750,4750,238,0,0,2845,1905,0,0,238,0.02535760001046583
12,4750,4750,238,0,0,2845,1905,0,0,238,0.02618600003188476
13,4750,4750,238,0,0,2845,1905,0,0,238,0.025927400041837245
14,4750,4750,238,0,0,2845,1905,0,0,238,0.025478499999735504
15,4750,4750,238,0,0,2845,1905,0,0,238,0.025658699974883348
16,4750,4750,238,0,0,2845,1905,0,0,238,0.025155799987260252
17,4750,4750,238,0,0,2845,1905,0,0,238,0.025577399996109307
18,4750,4750,238,0,0,2845,1905,0,0,238,0.0253120000124909
19,4750,4750,238,0,0,2845,1905,0,0,238,0.025452000030782074
20,4750,4750,238,0,0,2845,1905,0,0,238,0.0252924999804236
21,4750,4750,238,0,0,2845,1905,0,0,238,0.025374300021212548
22,4750,4750,238,0,0,2845,1905,0,0,238,0.025057699996978045
23,4750,4750,238,0,0,2845,1905,0,0,238,0.025444000028073788
24,4750,4750,238,0,0,2845,1905,0,0,238,0.025236600020434707
25,4750,4750,238,0,0,2845,1905,0,0,238,0.025676999997813255
26,4750,4750,238,0,0,2845,1905,0,0,238,0.02530450001358986
27,4750,4750,238,0,0,2845,1905,0,0,238,0.02549239998916164
28,4750,4750,238,0,0,2845,1905,0,0,238,0.02588669996475801
29,4750,4750,238,0,0,2845,1905,0,0,238,0.025009799981489778
0,4750,4750,475,0,0,3379,1371,0,0,475,0.05893540004035458
1,4750,4750,475,0,0,3379,1371,0,0,475,0.05938699998660013
2,4750,4750,475,0,0,3379,1371,0,0,475,0.05970879999222234
3,4750,4750,475,0,0,3379,1371,0,0,475,0.06007750000571832
4,4750,4750,475,0,0,3379,1371,0,0,475,0.059269600023981184
5,4750,4750,475,0,0,3379,1371,0,0,475,0.05833839997649193
6,4750,4750,475,0,0,3379,1371,0,0,475,0.05919060000451282
7,4750,4750,475,0,0,3379,1371,0,0,475,0.05908460001228377
8,4750,4750,475,0,0,3379,1371,0,0,475,0.059038400009740144
9,4750,4750,475,0,0,3379,1371,0,0,475,0.0592241000267677
10,4750,4750,475,0,0,3379,1371,0,0,475,0.05758540000533685
11,4750,4750,475,0,0,3379,1371,0,0,475,0.05824059998849407
12,4750,4750,475,0,0,3379,1371,0,0,475,0.05940209998516366
13,4750,4750,475,0,0,3379,1371,0,0,475,0.05945800000336021
14,4750,4750,475,0,0,3379,1371,0,0,475,0.058795199962332845
15,4750,4750,475,0,0,3379,1371,0,0,475,0.05912340001668781
16,4750,4750,475,0,0,3379,1371,0,0,475,0.05947580002248287
17,4750,4750,475,0,0,3379,1371,0,0,475,0.059854399994947016
18,4750,4750,475,0,0,3379,1371,0,0,475,0.05934410000918433
19,4750,4750,475,0,0,3379,1371,0,0,475,0.0599625000031665
20,4750,4750,475,0,0,3379,1371,0,0,475,0.05972299998393282
21,4750,4750,475,0,0,3379,1371,0,0,475,0.0589872999698855
22,4750,4750,475,0,0,3379,1371,0,0,475,0.059873900027014315
23,4750,4750,475,0,0,3379,1371,0,0,475,0.05809349997434765
24,4750,4750,475,0,0,3379,1371,0,0,475,0.05911800003377721
25,4750,4750,475,0,0,3379,1371,0,0,475,0.0594651999999769
26,4750,4750,475,0,0,3379,1371,0,0,475,0.060081300034653395
27,4750,4750,475,0,0,3379,1371,0,0,475,0.06081499997526407
28,4750,4750,475,0,0,3379,1371,0,0,475,0.05976520001422614
29,4750,4750,475,0,0,3379,1371,0,0,475,0.0673343000235036
0,4750,4750,713,0,0,3757,993,0,0,713,0.11081739998189732
1,4750,4750,713,0,0,3757,993,0,0,713,0.11396260000765324
2,4750,4750,713,0,0,3757,993,0,0,713,0.11265929997898638
3,4750,4750,713,0,0,3757,993,0,0,713,0.10901260003447533
4,4750,4750,713,0,0,3757,993,0,0,713,0.11653719999594614
5,4750,4750,713,0,0,3757,993,0,0,713,0.11335609998786822
6,4750,4750,713,0,0,3757,993,0,0,713,0.1119188999873586
7,4750,4750,713,0,0,3757,993,0,0,713,0.11049170000478625
8,4750,4750,713,0,0,3757,993,0,0,713,0.1123479999951087
9,4750,4750,713,0,0,3757,993,0,0,713,0.11122169997543097
10,4750,4750,713,0,0,3757,993,0,0,713,0.11111879994859919
11,4750,4750,713,0,0,3757,993,0,0,713,0.11167880002176389
12,4750,4750,713,0,0,3757,993,0,0,713,0.11223149998113513
13,4750,4750,713,0,0,3757,993,0,0,713,0.11307539994595572
14,4750,4750,713,0,0,3757,993,0,0,713,0.11126979999244213
15,4750,4750,713,0,0,3757,993,0,0,713,0.11822309996932745
16,4750,4750,713,0,0,3757,993,0,0,713,0.11254920001374558
17,4750,4750,713,0,0,3757,993,0,0,713,0.11219319998053834
18,4750,4750,713,0,0,3757,993,0,0,713,0.11022199998842552
19,4750,4750,713,0,0,3757,993,0,0,713,0.1111013000481762
20,4750,4750,713,0,0,3757,993,0,0,713,0.11149460001615807
21,4750,4750,713,0,0,3757,993,0,0,713,0.11343780002789572
22,4750,4750,713,0,0,3757,993,0,0,713,0.11216360004618764
23,4750,4750,713,0,0,3757,993,0,0,713,0.11155630002031103
24,4750,4750,713,0,0,3757,993,0,0,713,0.11142820003442466
25,4750,4750,713,0,0,3757,993,0,0,713,0.1120429000002332
26,4750,4750,713,0,0,3757,993,0,0,713,0.11273369996342808
27,4750,4750,713,0,0,3757,993,0,0,713,0.11127019999548793
28,4750,4750,713,0,0,3757,993,0,0,713,0.11309679999249056
29,4750,4750,713,0,0,3757,993,0,0,713,0.1132235000259243
0,4750,4750,950,0,0,4031,719,0,0,950,0.18309300002874807
1,4750,4750,950,0,0,4031,719,0,0,950,0.18133679998572916
2,4750,4750,950,0,0,4031,719,0,0,950,0.17812950001098216
3,4750,4750,950,0,0,4031,719,0,0,950,0.17715319996932521
4,4750,4750,950,0,0,4031,719,0,0,950,0.1818084999686107
5,4750,4750,950,0,0,4031,719,0,0,950,0.17902520002098754
6,4750,4750,950,0,0,4031,719,0,0,950,0.17892370000481606
7,4750,4750,950,0,0,4031,719,0,0,950,0.1792183000361547
8,4750,4750,950,0,0,4031,719,0,0,950,0.17896690004272386
9,4750,4750,950,0,0,4031,719,0,0,950,0.18114559998502955
10,4750,4750,950,0,0,4031,719,0,0,950,0.1797569000045769
11,4750,4750,950,0,0,4031,719,0,0,950,0.17857679998269305
12,4750,4750,950,0,0,4031,719,0,0,950,0.1818585000000894
13,4750,4750,950,0,0,4031,719,0,0,950,0.18209730001399294
14,4750,4750,950,0,0,4031,719,0,0,950,0.17905199999222532
15,4750,4750,950,0,0,4031,719,0,0,950,0.1789746999857016
16,4750,4750,950,0,0,4031,719,0,0,950,0.17946849996224046
17,4750,4750,950,0,0,4031,719,0,0,950,0.18091729999287054
18,4750,4750,950,0,0,4031,719,0,0,950,0.17857519997050986
19,4750,4750,950,0,0,4031,719,0,0,950,0.18216430000029504
20,4750,4750,950,0,0,4031,719,0,0,950,0.1781988999573514
21,4750,4750,950,0,0,4031,719,0,0,950,0.18076909997034818
22,4750,4750,950,0,0,4031,719,0,0,950,0.17975519999163225
23,4750,4750,950,0,0,4031,719,0,0,950,0.1803618999547325
24,4750,4750,950,0,0,4031,719,0,0,950,0.18081859999801964
25,4750,4750,950,0,0,4031,719,0,0,950,0.18059619999257848
26,4750,4750,950,0,0,4031,719,0,0,950,0.17857039999216795
27,4750,4750,950,0,0,4031,719,0,0,950,0.177701500011608
28,4750,4750,950,0,0,4031,719,0,0,950,0.1804874999797903
29,4750,4750,950,0,0,4031,719,0,0,950,0.1817161000217311
0,5000,5000,250,0,0,2999,2001,0,0,250,0.027481600001920015
1,5000,5000,250,0,0,2999,2001,0,0,250,0.028206099988892674
2,5000,5000,250,0,0,2999,2001,0,0,250,0.02830740000354126
3,5000,5000,250,0,0,2999,2001,0,0,250,0.027898400032427162
4,5000,5000,250,0,0,2999,2001,0,0,250,0.02778869995381683
5,5000,5000,250,0,0,2999,2001,0,0,250,0.027401400031521916
6,5000,5000,250,0,0,2999,2001,0,0,250,0.027816799993161112
7,5000,5000,250,0,0,2999,2001,0,0,250,0.02803329995367676
