Run,nFeaturesBefore,nFeaturesAfter,nFeaturesTypeBefore,nFeaturesTypeAfter,percentageOfFeaturesType,nConstraints,nOptionals,nMandatories,nAlternativeGroups,nSelectionGroups,nRefactors,Time(s) 
22,1750,1750,350,0,0.2,0,1475,275,0,0,350,0.03488579999975627
23,1750,1750,350,0,0.2,0,1475,275,0,0,350,0.03434130000096047
24,1750,1750,350,0,0.2,0,1475,275,0,0,350,0.035069099998509046
25,1750,1750,350,0,0.2,0,1475,275,0,0,350,0.034887900001194794
26,1750,1750,350,0,0.2,0,1475,275,0,0,350,0.035059499998169485
27,1750,1750,350,0,0.2,0,1475,275,0,0,350,0.034658199998375494
28,1750,1750,350,0,0.2,0,1475,275,0,0,350,0.034410700005537365
29,1750,1750,350,0,0.2,0,1475,275,0,0,350,0.03462330000184011
0,2000,2000,100,0,0.05,0,1733,267,150,150,100,0.03462569999828702
1,2000,2000,100,0,0.05,0,1733,267,150,150,100,0.03506110000307672
2,2000,2000,100,0,0.05,0,1733,267,150,150,100,0.034655100003874395
3,2000,2000,100,0,0.05,0,1733,267,150,150,100,0.034660099998291116
4,2000,2000,100,0,0.05,0,1733,267,150,150,100,0.03478000000177417
5,2000,2000,100,0,0.05,0,1733,267,150,150,100,0.05139890000282321
6,2000,2000,100,0,0.05,0,1733,267,150,150,100,0.03458719999616733
7,2000,2000,100,0,0.05,0,1733,267,150,150,100,0.03470019999804208
8,2000,2000,100,0,0.05,0,1733,267,150,150,100,0.034807600000931416
9,2000,2000,100,0,0.05,0,1733,267,150,150,100,0.034481100003176834
10,2000,2000,100,0,0.05,0,1733,267,150,150,100,0.034510299999965355
11,2000,2000,100,0,0.05,0,1733,267,150,150,100,0.034737300004053395
12,2000,2000,100,0,0.05,0,1733,267,150,150,100,0.03460270000505261
13,2000,2000,100,0,0.05,0,1733,267,150,150,100,0.03456180000648601
14,2000,2000,100,0,0.05,0,1733,267,150,150,100,0.03479240000160644
15,2000,2000,100,0,0.05,0,1733,267,150,150,100,0.03503099999943515
16,2000,2000,100,0,0.05,0,1733,267,150,150,100,0.03441210000164574
17,2000,2000,100,0,0.05,0,1733,267,150,150,100,0.0344729999997071
18,2000,2000,100,0,0.05,0,1733,267,150,150,100,0.03452600000309758
19,2000,2000,100,0,0.05,0,1733,267,150,150,100,0.03555630000482779
20,2000,2000,100,0,0.05,0,1733,267,150,150,100,0.03563679999933811
21,2000,2000,100,0,0.05,0,1733,267,150,150,100,0.03464950000488898
22,2000,2000,100,0,0.05,0,1733,267,150,150,100,0.03447560000495287
23,2000,2000,100,0,0.05,0,1733,267,150,150,100,0.03445120000105817
24,2000,2000,100,0,0.05,0,1733,267,150,150,100,0.03479190000507515
25,2000,2000,100,0,0.05,0,1733,267,150,150,100,0.034544299996923655
26,2000,2000,100,0,0.05,0,1733,267,150,150,100,0.03515429999970365
27,2000,2000,100,0,0.05,0,1733,267,150,150,100,0.03447500000038417
28,2000,2000,100,0,0.05,0,1733,267,150,150,100,0.034515200000896584
29,2000,2000,100,0,0.05,0,1733,267,150,150,100,0.035400900000240654
0,2000,2000,200,0,0.1,0,1696,304,100,100,200,0.04568370000197319
1,2000,2000,200,0,0.1,0,1696,304,100,100,200,0.04548070000601001
2,2000,2000,200,0,0.1,0,1696,304,100,100,200,0.04699600000458304
3,2000,2000,200,0,0.1,0,1696,304,100,100,200,0.04666250000445871
4,2000,2000,200,0,0.1,0,1696,304,100,100,200,0.04572059999918565
5,2000,2000,200,0,0.1,0,1696,304,100,100,200,0.04513579999911599
6,2000,2000,200,0,0.1,0,1696,304,100,100,200,0.04576470000029076
7,2000,2000,200,0,0.1,0,1696,304,100,100,200,0.045231099997181445
8,2000,2000,200,0,0.1,0,1696,304,100,100,200,0.04551099999662256
9,2000,2000,200,0,0.1,0,1696,304,100,100,200,0.045051699999021366
10,2000,2000,200,0,0.1,0,1696,304,100,100,200,0.04537210000125924
11,2000,2000,200,0,0.1,0,1696,304,100,100,200,0.04641570000239881
12,2000,2000,200,0,0.1,0,1696,304,100,100,200,0.04478870000457391
13,2000,2000,200,0,0.1,0,1696,304,100,100,200,0.04483859999891138
14,2000,2000,200,0,0.1,0,1696,304,100,100,200,0.04529029999685008
15,2000,2000,200,0,0.1,0,1696,304,100,100,200,0.04550899999594549
16,2000,2000,200,0,0.1,0,1696,304,100,100,200,0.04525389999616891
17,2000,2000,200,0,0.1,0,1696,304,100,100,200,0.04517269999632845
18,2000,2000,200,0,0.1,0,1696,304,100,100,200,0.046034499995585065
19,2000,2000,200,0,0.1,0,1696,304,100,100,200,0.04477150000457186
20,2000,2000,200,0,0.1,0,1696,304,100,100,200,0.045221299995318986
21,2000,2000,200,0,0.1,0,1696,304,100,100,200,0.04504119999910472
22,2000,2000,200,0,0.1,0,1696,304,100,100,200,0.04489439999451861
23,2000,2000,200,0,0.1,0,1696,304,100,100,200,0.044856299995444715
24,2000,2000,200,0,0.1,0,1696,304,100,100,200,0.0447483000025386
25,2000,2000,200,0,0.1,0,1696,304,100,100,200,0.04508989999885671
26,2000,2000,200,0,0.1,0,1696,304,100,100,200,0.04560710000077961
27,2000,2000,200,0,0.1,0,1696,304,100,100,200,0.0657089999949676
28,2000,2000,200,0,0.1,0,1696,304,100,100,200,0.05098529999668244
29,2000,2000,200,0,0.1,0,1696,304,100,100,200,0.045031999994535
0,2000,2000,300,0,0.15,0,1696,304,50,50,300,0.05370340000081342
1,2000,2000,300,0,0.15,0,1696,304,50,50,300,0.05383350000192877
2,2000,2000,300,0,0.15,0,1696,304,50,50,300,0.0534609999958775
3,2000,2000,300,0,0.15,0,1696,304,50,50,300,0.053706400001829024
4,2000,2000,300,0,0.15,0,1696,304,50,50,300,0.05442790000233799
5,2000,2000,300,0,0.15,0,1696,304,50,50,300,0.05382899999676738
6,2000,2000,300,0,0.15,0,1696,304,50,50,300,0.05408049999823561
7,2000,2000,300,0,0.15,0,1696,304,50,50,300,0.05497089999698801
8,2000,2000,300,0,0.15,0,1696,304,50,50,300,0.05546749999484746
9,2000,2000,300,0,0.15,0,1696,304,50,50,300,0.05441229999996722
10,2000,2000,300,0,0.15,0,1696,304,50,50,300,0.05387409999821102
11,2000,2000,300,0,0.15,0,1696,304,50,50,300,0.05329869999695802
12,2000,2000,300,0,0.15,0,1696,304,50,50,300,0.05420159999630414
13,2000,2000,300,0,0.15,0,1696,304,50,50,300,0.053882700005488005
14,2000,2000,300,0,0.15,0,1696,304,50,50,300,0.05373919999692589
15,2000,2000,300,0,0.15,0,1696,304,50,50,300,0.0539753000048222
16,2000,2000,300,0,0.15,0,1696,304,50,50,300,0.05420669999875827
17,2000,2000,300,0,0.15,0,1696,304,50,50,300,0.05371970000123838
18,2000,2000,300,0,0.15,0,1696,304,50,50,300,0.05341200000111712
19,2000,2000,300,0,0.15,0,1696,304,50,50,300,0.05364279999776045
20,2000,2000,300,0,0.15,0,1696,304,50,50,300,0.05493969999952242
21,2000,2000,300,0,0.15,0,1696,304,50,50,300,0.0540026000016951
22,2000,2000,300,0,0.15,0,1696,304,50,50,300,0.053401500001200475
23,2000,2000,300,0,0.15,0,1696,304,50,50,300,0.05413399999815738
24,2000,2000,300,0,0.15,0,1696,304,50,50,300,0.053750499995658174
25,2000,2000,300,0,0.15,0,1696,304,50,50,300,0.05343729999731295
26,2000,2000,300,0,0.15,0,1696,304,50,50,300,0.05354480000096373
27,2000,2000,300,0,0.15,0,1696,304,50,50,300,0.054417300001659896
28,2000,2000,300,0,0.15,0,1696,304,50,50,300,0.05335159999958705
29,2000,2000,300,0,0.15,0,1696,304,50,50,300,0.053928699999232776
0,2000,2000,400,0,0.2,0,1710,290,0,0,400,0.04339810000237776
1,2000,2000,400,0,0.2,0,1710,290,0,0,400,0.04438780000054976
2,2000,2000,400,0,0.2,0,1710,290,0,0,400,0.0434945000015432
3,2000,2000,400,0,0.2,0,1710,290,0,0,400,0.043354099994758144
4,2000,2000,400,0,0.2,0,1710,290,0,0,400,0.04347659999621101
5,2000,2000,400,0,0.2,0,1710,290,0,0,400,0.04387560000031954
6,2000,2000,400,0,0.2,0,1710,290,0,0,400,0.044344600006297696
7,2000,2000,400,0,0.2,0,1710,290,0,0,400,0.04352310000103898
8,2000,2000,400,0,0.2,0,1710,290,0,0,400,0.04354439999588067
9,2000,2000,400,0,0.2,0,1710,290,0,0,400,0.04402280000067549
10,2000,2000,400,0,0.2,0,1710,290,0,0,400,0.04378559999895515
11,2000,2000,400,0,0.2,0,1710,290,0,0,400,0.044589400000404567
12,2000,2000,400,0,0.2,0,1710,290,0,0,400,0.04348500000196509
13,2000,2000,400,0,0.2,0,1710,290,0,0,400,0.04340040000533918
14,2000,2000,400,0,0.2,0,1710,290,0,0,400,0.043479100000695325
15,2000,2000,400,0,0.2,0,1710,290,0,0,400,0.04347730000154115
16,2000,2000,400,0,0.2,0,1710,290,0,0,400,0.04433140000037383
17,2000,2000,400,0,0.2,0,1710,290,0,0,400,0.044442099999287166
18,2000,2000,400,0,0.2,0,1710,290,0,0,400,0.044364900000800844
19,2000,2000,400,0,0.2,0,1710,290,0,0,400,0.04394950000278186
20,2000,2000,400,0,0.2,0,1710,290,0,0,400,0.043802700005471706
21,2000,2000,400,0,0.2,0,1710,290,0,0,400,0.043600500001048204
22,2000,2000,400,0,0.2,0,1710,290,0,0,400,0.04345080000348389
23,2000,2000,400,0,0.2,0,1710,290,0,0,400,0.043278400000417605
24,2000,2000,400,0,0.2,0,1710,290,0,0,400,0.04333980000228621
25,2000,2000,400,0,0.2,0,1710,290,0,0,400,0.04344210000272142
26,2000,2000,400,0,0.2,0,1710,290,0,0,400,0.04359060000570025
27,2000,2000,400,0,0.2,0,1710,290,0,0,400,0.04366940000181785
28,2000,2000,400,0,0.2,0,1710,290,0,0,400,0.04395529999601422
29,2000,2000,400,0,0.2,0,1710,290,0,0,400,0.04405389999737963
0,2250,2250,113,0,0.05,0,1954,296,169,169,113,0.06025640000007115
1,2250,2250,113,0,0.05,0,1954,296,169,169,113,0.05822749999788357
2,2250,2250,113,0,0.05,0,1954,296,169,169,113,0.058003300000564195
3,2250,2250,113,0,0.05,0,1954,296,169,169,113,0.05954689999634866
4,2250,2250,113,0,0.05,0,1954,296,169,169,113,0.058307999999669846
5,2250,2250,113,0,0.05,0,1954,296,169,169,113,0.0578109999987646
6,2250,2250,113,0,0.05,0,1954,296,169,169,113,0.058266600004571956
7,2250,2250,113,0,0.05,0,1954,296,169,169,113,0.058622799995646346
8,2250,2250,113,0,0.05,0,1954,296,169,169,113,0.060514799995871726
9,2250,2250,113,0,0.05,0,1954,296,169,169,113,0.05889659999957075
10,2250,2250,113,0,0.05,0,1954,296,169,169,113,0.05794909999531228
11,2250,2250,113,0,0.05,0,1954,296,169,169,113,0.057982099999208
12,2250,2250,113,0,0.05,0,1954,296,169,169,113,0.05894100000296021
13,2250,2250,113,0,0.05,0,1954,296,169,169,113,0.058274399998481385
14,2250,2250,113,0,0.05,0,1954,296,169,169,113,0.05940990000090096
15,2250,2250,113,0,0.05,0,1954,296,169,169,113,0.05901319999975385
16,2250,2250,113,0,0.05,0,1954,296,169,169,113,0.057986100000562146
17,2250,2250,113,0,0.05,0,1954,296,169,169,113,0.058153799996944144
18,2250,2250,113,0,0.05,0,1954,296,169,169,113,0.07718490000115708
19,2250,2250,113,0,0.05,0,1954,296,169,169,113,0.05806540000048699
20,2250,2250,113,0,0.05,0,1954,296,169,169,113,0.05792620000283932
21,2250,2250,113,0,0.05,0,1954,296,169,169,113,0.059102100000018254
22,2250,2250,113,0,0.05,0,1954,296,169,169,113,0.05929620000097202
23,2250,2250,113,0,0.05,0,1954,296,169,169,113,0.05894090000219876
24,2250,2250,113,0,0.05,0,1954,296,169,169,113,0.05875500000547618
25,2250,2250,113,0,0.05,0,1954,296,169,169,113,0.05918540000129724
26,2250,2250,113,0,0.05,0,1954,296,169,169,113,0.058368400001199916
27,2250,2250,113,0,0.05,0,1954,296,169,169,113,0.088636199994653
28,2250,2250,113,0,0.05,0,1954,296,169,169,113,0.061591500001668464
29,2250,2250,113,0,0.05,0,1954,296,169,169,113,0.05823709999822313
0,2250,2250,225,0,0.1,0,1929,321,113,113,225,0.0567222000026959
1,2250,2250,225,0,0.1,0,1929,321,113,113,225,0.05590759999904549
2,2250,2250,225,0,0.1,0,1929,321,113,113,225,0.05667150000226684
3,2250,2250,225,0,0.1,0,1929,321,113,113,225,0.056975300001795404
4,2250,2250,225,0,0.1,0,1929,321,113,113,225,0.05580440000630915
5,2250,2250,225,0,0.1,0,1929,321,113,113,225,0.05524989999685204
6,2250,2250,225,0,0.1,0,1929,321,113,113,225,0.05714599999919301
7,2250,2250,225,0,0.1,0,1929,321,113,113,225,0.05576830000063637
8,2250,2250,225,0,0.1,0,1929,321,113,113,225,0.05550010000297334
9,2250,2250,225,0,0.1,0,1929,321,113,113,225,0.054422799999883864
10,2250,2250,225,0,0.1,0,1929,321,113,113,225,0.05652399999962654
11,2250,2250,225,0,0.1,0,1929,321,113,113,225,0.05719869999302318
12,2250,2250,225,0,0.1,0,1929,321,113,113,225,0.05493500000011409
13,2250,2250,225,0,0.1,0,1929,321,113,113,225,0.05433929999708198
14,2250,2250,225,0,0.1,0,1929,321,113,113,225,0.0551811000041198
15,2250,2250,225,0,0.1,0,1929,321,113,113,225,0.055411900000763126
16,2250,2250,225,0,0.1,0,1929,321,113,113,225,0.05529299999761861
17,2250,2250,225,0,0.1,0,1929,321,113,113,225,0.05438500000309432
18,2250,2250,225,0,0.1,0,1929,321,113,113,225,0.05568919999495847
19,2250,2250,225,0,0.1,0,1929,321,113,113,225,0.05452009999862639
20,2250,2250,225,0,0.1,0,1929,321,113,113,225,0.054405499999120366
21,2250,2250,225,0,0.1,0,1929,321,113,113,225,0.05428370000299765
22,2250,2250,225,0,0.1,0,1929,321,113,113,225,0.05529200000455603
23,2250,2250,225,0,0.1,0,1929,321,113,113,225,0.05555530000128783
24,2250,2250,225,0,0.1,0,1929,321,113,113,225,0.05435340000258293
25,2250,2250,225,0,0.1,0,1929,321,113,113,225,0.05441179999615997
26,2250,2250,225,0,0.1,0,1929,321,113,113,225,0.05438789999607252
27,2250,2250,225,0,0.1,0,1929,321,113,113,225,0.05404139999882318
28,2250,2250,225,0,0.1,0,1929,321,113,113,225,0.055242700000235345
29,2250,2250,225,0,0.1,0,1929,321,113,113,225,0.0549239000029047
0,2250,2250,338,0,0.15,0,1922,328,57,57,338,0.0660825000013574
1,2250,2250,338,0,0.15,0,1922,328,57,57,338,0.06469610000203829
2,2250,2250,338,0,0.15,0,1922,328,57,57,338,0.06480890000239015
3,2250,2250,338,0,0.15,0,1922,328,57,57,338,0.06514579999929992
4,2250,2250,338,0,0.15,0,1922,328,57,57,338,0.06540700000186916
5,2250,2250,338,0,0.15,0,1922,328,57,57,338,0.06522019999829354
6,2250,2250,338,0,0.15,0,1922,328,57,57,338,0.06535040000017034
7,2250,2250,338,0,0.15,0,1922,328,57,57,338,0.06500720000622096
8,2250,2250,338,0,0.15,0,1922,328,57,57,338,0.0652501000004122
9,2250,2250,338,0,0.15,0,1922,328,57,57,338,0.06602199999906588
10,2250,2250,338,0,0.15,0,1922,328,57,57,338,0.06622849999985192
11,2250,2250,338,0,0.15,0,1922,328,57,57,338,0.06654290000005858
12,2250,2250,338,0,0.15,0,1922,328,57,57,338,0.06507649999548448
13,2250,2250,338,0,0.15,0,1922,328,57,57,338,0.0646500999937416
14,2250,2250,338,0,0.15,0,1922,328,57,57,338,0.06487759999436093
15,2250,2250,338,0,0.15,0,1922,328,57,57,338,0.06543840000085765
16,2250,2250,338,0,0.15,0,1922,328,57,57,338,0.06532719999813708
17,2250,2250,338,0,0.15,0,1922,328,57,57,338,0.06450219999533147
18,2250,2250,338,0,0.15,0,1922,328,57,57,338,0.0652940999934799
19,2250,2250,338,0,0.15,0,1922,328,57,57,338,0.06534169999940787
20,2250,2250,338,0,0.15,0,1922,328,57,57,338,0.06550319999951171
21,2250,2250,338,0,0.15,0,1922,328,57,57,338,0.06657179999456275
22,2250,2250,338,0,0.15,0,1922,328,57,57,338,0.0656608999997843
23,2250,2250,338,0,0.15,0,1922,328,57,57,338,0.06544049999502022
24,2250,2250,338,0,0.15,0,1922,328,57,57,338,0.06685850000212668
25,2250,2250,338,0,0.15,0,1922,328,57,57,338,0.06551519999629818
26,2250,2250,338,0,0.15,0,1922,328,57,57,338,0.0654006999975536
27,2250,2250,338,0,0.15,0,1922,328,57,57,338,0.06518140000116546
28,2250,2250,338,0,0.15,0,1922,328,57,57,338,0.06501660000503762
29,2250,2250,338,0,0.15,0,1922,328,57,57,338,0.06532670000160579
0,2250,2250,450,0,0.2,0,1896,354,0,0,450,0.05048199999873759
1,2250,2250,450,0,0.2,0,1896,354,0,0,450,0.05108170000312384
2,2250,2250,450,0,0.2,0,1896,354,0,0,450,0.05263840000407072
3,2250,2250,450,0,0.2,0,1896,354,0,0,450,0.0509442000038689
4,2250,2250,450,0,0.2,0,1896,354,0,0,450,0.05033910000202013
5,2250,2250,450,0,0.2,0,1896,354,0,0,450,0.050324699994234834
6,2250,2250,450,0,0.2,0,1896,354,0,0,450,0.050372199999401346
7,2250,2250,450,0,0.2,0,1896,354,0,0,450,0.050374600003124215
8,2250,2250,450,0,0.2,0,1896,354,0,0,450,0.05142129999876488
9,2250,2250,450,0,0.2,0,1896,354,0,0,450,0.05124239999713609
10,2250,2250,450,0,0.2,0,1896,354,0,0,450,0.05108979999931762
11,2250,2250,450,0,0.2,0,1896,354,0,0,450,0.05106879999948433
12,2250,2250,450,0,0.2,0,1896,354,0,0,450,0.05120380000153091
13,2250,2250,450,0,0.2,0,1896,354,0,0,450,0.05204460000095423
14,2250,2250,450,0,0.2,0,1896,354,0,0,450,0.050885100004961714
15,2250,2250,450,0,0.2,0,1896,354,0,0,450,0.051183299998228904
16,2250,2250,450,0,0.2,0,1896,354,0,0,450,0.05119070000364445
17,2250,2250,450,0,0.2,0,1896,354,0,0,450,0.051177700006519444
18,2250,2250,450,0,0.2,0,1896,354,0,0,450,0.05082409999886295
19,2250,2250,450,0,0.2,0,1896,354,0,0,450,0.05062249999900814
20,2250,2250,450,0,0.2,0,1896,354,0,0,450,0.05095240000082413
21,2250,2250,450,0,0.2,0,1896,354,0,0,450,0.05113880000135396
22,2250,2250,450,0,0.2,0,1896,354,0,0,450,0.0509985999960918
23,2250,2250,450,0,0.2,0,1896,354,0,0,450,0.05143849999876693
24,2250,2250,450,0,0.2,0,1896,354,0,0,450,0.050421199994161725
25,2250,2250,450,0,0.2,0,1896,354,0,0,450,0.050657500003580935
26,2250,2250,450,0,0.2,0,1896,354,0,0,450,0.051681799996003974
27,2250,2250,450,0,0.2,0,1896,354,0,0,450,0.05129070000111824
28,2250,2250,450,0,0.2,0,1896,354,0,0,450,0.05054999999993015
29,2250,2250,450,0,0.2,0,1896,354,0,0,450,0.05027400000108173
0,2500,2500,125,0,0.05,0,2129,371,188,188,125,0.053336099997977726
1,2500,2500,125,0,0.05,0,2129,371,188,188,125,0.05407340000238037
2,2500,2500,125,0,0.05,0,2129,371,188,188,125,0.052811200002906844
3,2500,2500,125,0,0.05,0,2129,371,188,188,125,0.05363200000283541
4,2500,2500,125,0,0.05,0,2129,371,188,188,125,0.05318190000252798
5,2500,2500,125,0,0.05,0,2129,371,188,188,125,0.05304599999362836
6,2500,2500,125,0,0.05,0,2129,371,188,188,125,0.05278070000349544
7,2500,2500,125,0,0.05,0,2129,371,188,188,125,0.05266870000195922
8,2500,2500,125,0,0.05,0,2129,371,188,188,125,0.0536493999970844
9,2500,2500,125,0,0.05,0,2129,371,188,188,125,0.05372239999996964
10,2500,2500,125,0,0.05,0,2129,371,188,188,125,0.0706960000024992
11,2500,2500,125,0,0.05,0,2129,371,188,188,125,0.05345579999993788
12,2500,2500,125,0,0.05,0,2129,371,188,188,125,0.05281770000146935
13,2500,2500,125,0,0.05,0,2129,371,188,188,125,0.05481799999688519
14,2500,2500,125,0,0.05,0,2129,371,188,188,125,0.053814700004295446
15,2500,2500,125,0,0.05,0,2129,371,188,188,125,0.053759800000989344
16,2500,2500,125,0,0.05,0,2129,371,188,188,125,0.05364529999496881
17,2500,2500,125,0,0.05,0,2129,371,188,188,125,0.053721299998869654
18,2500,2500,125,0,0.05,0,2129,371,188,188,125,0.05339570000069216
19,2500,2500,125,0,0.05,0,2129,371,188,188,125,0.05359350000071572
20,2500,2500,125,0,0.05,0,2129,371,188,188,125,0.052726399997482076
21,2500,2500,125,0,0.05,0,2129,371,188,188,125,0.053016600002592895
22,2500,2500,125,0,0.05,0,2129,371,188,188,125,0.05307629999879282
23,2500,2500,125,0,0.05,0,2129,371,188,188,125,0.05337110000255052
24,2500,2500,125,0,0.05,0,2129,371,188,188,125,0.052758099998754915
25,2500,2500,125,0,0.05,0,2129,371,188,188,125,0.05340499999874737
26,2500,2500,125,0,0.05,0,2129,371,188,188,125,0.08160280000447528
27,2500,2500,125,0,0.05,0,2129,371,188,188,125,0.06218549999903189
28,2500,2500,125,0,0.05,0,2129,371,188,188,125,0.05338510000001406
29,2500,2500,125,0,0.05,0,2129,371,188,188,125,0.05301740000140853
0,2500,2500,250,0,0.1,0,2115,385,125,125,250,0.0662570999993477
1,2500,2500,250,0,0.1,0,2115,385,125,125,250,0.06656430000293767
2,2500,2500,250,0,0.1,0,2115,385,125,125,250,0.06719540000631241
3,2500,2500,250,0,0.1,0,2115,385,125,125,250,0.06625530000019353
4,2500,2500,250,0,0.1,0,2115,385,125,125,250,0.06600759999855654
5,2500,2500,250,0,0.1,0,2115,385,125,125,250,0.06691990000399528
6,2500,2500,250,0,0.1,0,2115,385,125,125,250,0.06644159999996191
7,2500,2500,250,0,0.1,0,2115,385,125,125,250,0.06687280000187457
8,2500,2500,250,0,0.1,0,2115,385,125,125,250,0.06620159999874886
9,2500,2500,250,0,0.1,0,2115,385,125,125,250,0.06723780000174884
10,2500,2500,250,0,0.1,0,2115,385,125,125,250,0.06639230000291718
11,2500,2500,250,0,0.1,0,2115,385,125,125,250,0.06595609999931185
12,2500,2500,250,0,0.1,0,2115,385,125,125,250,0.06622529999731341
13,2500,2500,250,0,0.1,0,2115,385,125,125,250,0.06591350000235252
14,2500,2500,250,0,0.1,0,2115,385,125,125,250,0.0658259999981965
15,2500,2500,250,0,0.1,0,2115,385,125,125,250,0.06722370000352385
16,2500,2500,250,0,0.1,0,2115,385,125,125,250,0.06803109999600565
17,2500,2500,250,0,0.1,0,2115,385,125,125,250,0.06740269999863813
18,2500,2500,250,0,0.1,0,2115,385,125,125,250,0.0689492999954382
19,2500,2500,250,0,0.1,0,2115,385,125,125,250,0.06696669999655569
20,2500,2500,250,0,0.1,0,2115,385,125,125,250,0.06614799999806564
21,2500,2500,250,0,0.1,0,2115,385,125,125,250,0.06730979999701958
22,2500,2500,250,0,0.1,0,2115,385,125,125,250,0.06683849999535596
23,2500,2500,250,0,0.1,0,2115,385,125,125,250,0.06693940000695875
24,2500,2500,250,0,0.1,0,2115,385,125,125,250,0.06685740000102669
25,2500,2500,250,0,0.1,0,2115,385,125,125,250,0.06588789999659639
26,2500,2500,250,0,0.1,0,2115,385,125,125,250,0.06668859999626875
27,2500,2500,250,0,0.1,0,2115,385,125,125,250,0.06679089999670396
28,2500,2500,250,0,0.1,0,2115,385,125,125,250,0.06818969999585534
29,2500,2500,250,0,0.1,0,2115,385,125,125,250,0.06701320000138367
0,2500,2500,375,0,0.15,0,2153,347,63,63,375,0.07928220000030706
1,2500,2500,375,0,0.15,0,2153,347,63,63,375,0.07799669999803882
2,2500,2500,375,0,0.15,0,2153,347,63,63,375,0.07820630000060191
3,2500,2500,375,0,0.15,0,2153,347,63,63,375,0.0780123000004096
4,2500,2500,375,0,0.15,0,2153,347,63,63,375,0.07863270000234479
5,2500,2500,375,0,0.15,0,2153,347,63,63,375,0.07910160000028554
6,2500,2500,375,0,0.15,0,2153,347,63,63,375,0.07755689999612514
7,2500,2500,375,0,0.15,0,2153,347,63,63,375,0.07908859999588458
8,2500,2500,375,0,0.15,0,2153,347,63,63,375,0.07804539999779081
9,2500,2500,375,0,0.15,0,2153,347,63,63,375,0.07801290000497829
10,2500,2500,375,0,0.15,0,2153,347,63,63,375,0.08064890000241576
11,2500,2500,375,0,0.15,0,2153,347,63,63,375,0.07929480000166222
12,2500,2500,375,0,0.15,0,2153,347,63,63,375,0.07914280000113649
13,2500,2500,375,0,0.15,0,2153,347,63,63,375,0.07844789999944624
14,2500,2500,375,0,0.15,0,2153,347,63,63,375,0.07874379999702796
15,2500,2500,375,0,0.15,0,2153,347,63,63,375,0.07869989999744575
16,2500,2500,375,0,0.15,0,2153,347,63,63,375,0.07814930000313325
17,2500,2500,375,0,0.15,0,2153,347,63,63,375,0.07814030000008643
18,2500,2500,375,0,0.15,0,2153,347,63,63,375,0.07824110000365181
19,2500,2500,375,0,0.15,0,2153,347,63,63,375,0.07934150000073714
20,2500,2500,375,0,0.15,0,2153,347,63,63,375,0.0778686000048765
21,2500,2500,375,0,0.15,0,2153,347,63,63,375,0.07926430000225082
22,2500,2500,375,0,0.15,0,2153,347,63,63,375,0.0796429000038188
23,2500,2500,375,0,0.15,0,2153,347,63,63,375,0.0788920999984839
24,2500,2500,375,0,0.15,0,2153,347,63,63,375,0.07834790000197245
25,2500,2500,375,0,0.15,0,2153,347,63,63,375,0.07718429999658838
26,2500,2500,375,0,0.15,0,2153,347,63,63,375,0.07858470000064699
27,2500,2500,375,0,0.15,0,2153,347,63,63,375,0.07800090000091586
28,2500,2500,375,0,0.15,0,2153,347,63,63,375,0.07779160000063712
29,2500,2500,375,0,0.15,0,2153,347,63,63,375,0.07844250000198372
0,2500,2500,500,0,0.2,0,2137,363,0,0,500,0.066219699998328
1,2500,2500,500,0,0.2,0,2137,363,0,0,500,0.06612150000000838
2,2500,2500,500,0,0.2,0,2137,363,0,0,500,0.0663286999988486
3,2500,2500,500,0,0.2,0,2137,363,0,0,500,0.06619979999959469
4,2500,2500,500,0,0.2,0,2137,363,0,0,500,0.06708579999394715
5,2500,2500,500,0,0.2,0,2137,363,0,0,500,0.06872250000014901
6,2500,2500,500,0,0.2,0,2137,363,0,0,500,0.06617170000390615
7,2500,2500,500,0,0.2,0,2137,363,0,0,500,0.0687335999973584
8,2500,2500,500,0,0.2,0,2137,363,0,0,500,0.06687279999459861
9,2500,2500,500,0,0.2,0,2137,363,0,0,500,0.06751829999848269
10,2500,2500,500,0,0.2,0,2137,363,0,0,500,0.06624079999892274
11,2500,2500,500,0,0.2,0,2137,363,0,0,500,0.0661917999968864
12,2500,2500,500,0,0.2,0,2137,363,0,0,500,0.06613169999764068
13,2500,2500,500,0,0.2,0,2137,363,0,0,500,0.06573340000613825
14,2500,2500,500,0,0.2,0,2137,363,0,0,500,0.06819800000084797
15,2500,2500,500,0,0.2,0,2137,363,0,0,500,0.06655509999836795
16,2500,2500,500,0,0.2,0,2137,363,0,0,500,0.06651860000420129
17,2500,2500,500,0,0.2,0,2137,363,0,0,500,0.0673635999992257
18,2500,2500,500,0,0.2,0,2137,363,0,0,500,0.0678635999938706
19,2500,2500,500,0,0.2,0,2137,363,0,0,500,0.06635069999902043
20,2500,2500,500,0,0.2,0,2137,363,0,0,500,0.06626870000036433
21,2500,2500,500,0,0.2,0,2137,363,0,0,500,0.06775940000079572
22,2500,2500,500,0,0.2,0,2137,363,0,0,500,0.06619169999612495
23,2500,2500,500,0,0.2,0,2137,363,0,0,500,0.065386899994337
24,2500,2500,500,0,0.2,0,2137,363,0,0,500,0.06621589999849675
25,2500,2500,500,0,0.2,0,2137,363,0,0,500,0.06698220000544097
26,2500,2500,500,0,0.2,0,2137,363,0,0,500,0.06806430000142427
