Run,nFeaturesBefore,nFeaturesAfter,nFeaturesTypeBefore,nFeaturesTypeAfter,nContraints,nOptionals,nMandatories,nAlternativeGroups,nSelectionGroups,nRefactors,Time(s) 
10,3000,3000,150,0,0,1823,1177,0,0,150,0.024158199958037585
11,3000,3000,150,0,0,1823,1177,0,0,150,0.024586200015619397
12,3000,3000,150,0,0,1823,1177,0,0,150,0.024005999963264912
13,3000,3000,150,0,0,1823,1177,0,0,150,0.025092999974731356
14,3000,3000,150,0,0,1823,1177,0,0,150,0.025149399996735156
15,3000,3000,150,0,0,1823,1177,0,0,150,0.02448190003633499
16,3000,3000,150,0,0,1823,1177,0,0,150,0.024154299986548722
17,3000,3000,150,0,0,1823,1177,0,0,150,0.02567020000424236
18,3000,3000,150,0,0,1823,1177,0,0,150,0.02483780001057312
19,3000,3000,150,0,0,1823,1177,0,0,150,0.024725900031626225
20,3000,3000,150,0,0,1823,1177,0,0,150,0.024439400003757328
21,3000,3000,150,0,0,1823,1177,0,0,150,0.024229200033005327
22,3000,3000,150,0,0,1823,1177,0,0,150,0.023812900006305426
23,3000,3000,150,0,0,1823,1177,0,0,150,0.02411439997376874
24,3000,3000,150,0,0,1823,1177,0,0,150,0.024816500023007393
25,3000,3000,150,0,0,1823,1177,0,0,150,0.0241321999928914
26,3000,3000,150,0,0,1823,1177,0,0,150,0.025355499994475394
27,3000,3000,150,0,0,1823,1177,0,0,150,0.024230999988503754
28,3000,3000,150,0,0,1823,1177,0,0,150,0.024128699966240674
29,3000,3000,150,0,0,1823,1177,0,0,150,0.023675400007050484
0,3000,3000,300,0,0,2090,910,0,0,300,0.04537250002613291
1,3000,3000,300,0,0,2090,910,0,0,300,0.04498549998970702
2,3000,3000,300,0,0,2090,910,0,0,300,0.04648659995291382
3,3000,3000,300,0,0,2090,910,0,0,300,0.04655530001036823
4,3000,3000,300,0,0,2090,910,0,0,300,0.04453269997611642
5,3000,3000,300,0,0,2090,910,0,0,300,0.04497719998471439
6,3000,3000,300,0,0,2090,910,0,0,300,0.04499070002930239
7,3000,3000,300,0,0,2090,910,0,0,300,0.045938100025523454
8,3000,3000,300,0,0,2090,910,0,0,300,0.046048799995332956
9,3000,3000,300,0,0,2090,910,0,0,300,0.04520920000504702
10,3000,3000,300,0,0,2090,910,0,0,300,0.044952699972782284
11,3000,3000,300,0,0,2090,910,0,0,300,0.04556549998233095
12,3000,3000,300,0,0,2090,910,0,0,300,0.04889340000227094
13,3000,3000,300,0,0,2090,910,0,0,300,0.04602190002333373
14,3000,3000,300,0,0,2090,910,0,0,300,0.04354569996939972
15,3000,3000,300,0,0,2090,910,0,0,300,0.043648699996992946
16,3000,3000,300,0,0,2090,910,0,0,300,0.044278600020334125
17,3000,3000,300,0,0,2090,910,0,0,300,0.04425890004495159
18,3000,3000,300,0,0,2090,910,0,0,300,0.04525730002205819
19,3000,3000,300,0,0,2090,910,0,0,300,0.044349700037855655
20,3000,3000,300,0,0,2090,910,0,0,300,0.045731800026260316
21,3000,3000,300,0,0,2090,910,0,0,300,0.04505999997491017
22,3000,3000,300,0,0,2090,910,0,0,300,0.04596730001503602
23,3000,3000,300,0,0,2090,910,0,0,300,0.04559310001786798
24,3000,3000,300,0,0,2090,910,0,0,300,0.04394699999829754
25,3000,3000,300,0,0,2090,910,0,0,300,0.04609550000168383
26,3000,3000,300,0,0,2090,910,0,0,300,0.045176199986599386
27,3000,3000,300,0,0,2090,910,0,0,300,0.04522140003973618
28,3000,3000,300,0,0,2090,910,0,0,300,0.04605410003568977
29,3000,3000,300,0,0,2090,910,0,0,300,0.04435900005046278
0,3000,3000,450,0,0,2340,660,0,0,450,0.06658789998618886
1,3000,3000,450,0,0,2340,660,0,0,450,0.06629940000129864
2,3000,3000,450,0,0,2340,660,0,0,450,0.06654699996579438
3,3000,3000,450,0,0,2340,660,0,0,450,0.06740549998357892
4,3000,3000,450,0,0,2340,660,0,0,450,0.06588509998982772
5,3000,3000,450,0,0,2340,660,0,0,450,0.06541250000009313
6,3000,3000,450,0,0,2340,660,0,0,450,0.0672474000020884
7,3000,3000,450,0,0,2340,660,0,0,450,0.06601499998942018
8,3000,3000,450,0,0,2340,660,0,0,450,0.06625630002235994
9,3000,3000,450,0,0,2340,660,0,0,450,0.06572539999615401
10,3000,3000,450,0,0,2340,660,0,0,450,0.06599109998205677
11,3000,3000,450,0,0,2340,660,0,0,450,0.06636749999597669
12,3000,3000,450,0,0,2340,660,0,0,450,0.06834960001287982
13,3000,3000,450,0,0,2340,660,0,0,450,0.06599130004178733
14,3000,3000,450,0,0,2340,660,0,0,450,0.06651080003939569
15,3000,3000,450,0,0,2340,660,0,0,450,0.0648510999744758
16,3000,3000,450,0,0,2340,660,0,0,450,0.06687569996574894
17,3000,3000,450,0,0,2340,660,0,0,450,0.06611830001929775
18,3000,3000,450,0,0,2340,660,0,0,450,0.06541370000923052
19,3000,3000,450,0,0,2340,660,0,0,450,0.06692190002650023
20,3000,3000,450,0,0,2340,660,0,0,450,0.06600799999432638
21,3000,3000,450,0,0,2340,660,0,0,450,0.06564280000748113
22,3000,3000,450,0,0,2340,660,0,0,450,0.06597499997587875
23,3000,3000,450,0,0,2340,660,0,0,450,0.06668729998636991
24,3000,3000,450,0,0,2340,660,0,0,450,0.06587880000006407
25,3000,3000,450,0,0,2340,660,0,0,450,0.06586189998779446
26,3000,3000,450,0,0,2340,660,0,0,450,0.06643230002373457
27,3000,3000,450,0,0,2340,660,0,0,450,0.06483059999300167
28,3000,3000,450,0,0,2340,660,0,0,450,0.06505580001976341
29,3000,3000,450,0,0,2340,660,0,0,450,0.06631829997058958
0,3000,3000,600,0,0,2551,449,0,0,600,0.0864393999800086
1,3000,3000,600,0,0,2551,449,0,0,600,0.08579740003915504
2,3000,3000,600,0,0,2551,449,0,0,600,0.08708530000876635
3,3000,3000,600,0,0,2551,449,0,0,600,0.08741069998359308
4,3000,3000,600,0,0,2551,449,0,0,600,0.08957770001143217
5,3000,3000,600,0,0,2551,449,0,0,600,0.08635050000157207
6,3000,3000,600,0,0,2551,449,0,0,600,0.08951849996810779
7,3000,3000,600,0,0,2551,449,0,0,600,0.08781849994556978
8,3000,3000,600,0,0,2551,449,0,0,600,0.08522599999560043
9,3000,3000,600,0,0,2551,449,0,0,600,0.08604470000136644
10,3000,3000,600,0,0,2551,449,0,0,600,0.08761190000222996
11,3000,3000,600,0,0,2551,449,0,0,600,0.09777110000140965
12,3000,3000,600,0,0,2551,449,0,0,600,0.08699260000139475
13,3000,3000,600,0,0,2551,449,0,0,600,0.0873898999998346
14,3000,3000,600,0,0,2551,449,0,0,600,0.08816990000195801
15,3000,3000,600,0,0,2551,449,0,0,600,0.0870100999600254
16,3000,3000,600,0,0,2551,449,0,0,600,0.08792580000590533
17,3000,3000,600,0,0,2551,449,0,0,600,0.08856429997831583
18,3000,3000,600,0,0,2551,449,0,0,600,0.08606519998284057
19,3000,3000,600,0,0,2551,449,0,0,600,0.08828060002997518
20,3000,3000,600,0,0,2551,449,0,0,600,0.08686519996263087
21,3000,3000,600,0,0,2551,449,0,0,600,0.08645920001436025
22,3000,3000,600,0,0,2551,449,0,0,600,0.08321759995305911
23,3000,3000,600,0,0,2551,449,0,0,600,0.08537520002573729
24,3000,3000,600,0,0,2551,449,0,0,600,0.08552419999614358
25,3000,3000,600,0,0,2551,449,0,0,600,0.08495549997314811
26,3000,3000,600,0,0,2551,449,0,0,600,0.08281749999150634
27,3000,3000,600,0,0,2551,449,0,0,600,0.08366899995598942
28,3000,3000,600,0,0,2551,449,0,0,600,0.08278830000199378
29,3000,3000,600,0,0,2551,449,0,0,600,0.08267580001847818
0,3250,3250,163,0,0,1963,1287,0,0,163,0.026528299960773438
1,3250,3250,163,0,0,1963,1287,0,0,163,0.027451600006315857
2,3250,3250,163,0,0,1963,1287,0,0,163,0.026951300038490444
3,3250,3250,163,0,0,1963,1287,0,0,163,0.027607099968008697
4,3250,3250,163,0,0,1963,1287,0,0,163,0.02820850000716746
5,3250,3250,163,0,0,1963,1287,0,0,163,0.027459399949293584
6,3250,3250,163,0,0,1963,1287,0,0,163,0.026398900023195893
7,3250,3250,163,0,0,1963,1287,0,0,163,0.026608799991663545
8,3250,3250,163,0,0,1963,1287,0,0,163,0.02643790002912283
9,3250,3250,163,0,0,1963,1287,0,0,163,0.026725900010205805
10,3250,3250,163,0,0,1963,1287,0,0,163,0.027512300002854317
11,3250,3250,163,0,0,1963,1287,0,0,163,0.02805689995875582
12,3250,3250,163,0,0,1963,1287,0,0,163,0.030081300006713718
13,3250,3250,163,0,0,1963,1287,0,0,163,0.02715019998140633
14,3250,3250,163,0,0,1963,1287,0,0,163,0.027522699965629727
15,3250,3250,163,0,0,1963,1287,0,0,163,0.027747999993152916
16,3250,3250,163,0,0,1963,1287,0,0,163,0.02751619997434318
17,3250,3250,163,0,0,1963,1287,0,0,163,0.027865500014740974
18,3250,3250,163,0,0,1963,1287,0,0,163,0.027762899990193546
19,3250,3250,163,0,0,1963,1287,0,0,163,0.028358299983665347
20,3250,3250,163,0,0,1963,1287,0,0,163,0.02906139998231083
21,3250,3250,163,0,0,1963,1287,0,0,163,0.029181899968534708
22,3250,3250,163,0,0,1963,1287,0,0,163,0.02945299999555573
23,3250,3250,163,0,0,1963,1287,0,0,163,0.028138299996498972
24,3250,3250,163,0,0,1963,1287,0,0,163,0.031090400007087737
25,3250,3250,163,0,0,1963,1287,0,0,163,0.029664899979252368
26,3250,3250,163,0,0,1963,1287,0,0,163,0.03131960000609979
27,3250,3250,163,0,0,1963,1287,0,0,163,0.03153179999208078
28,3250,3250,163,0,0,1963,1287,0,0,163,0.03149609995307401
29,3250,3250,163,0,0,1963,1287,0,0,163,0.027871600002981722
0,3250,3250,325,0,0,2255,995,0,0,325,0.05140029999893159
1,3250,3250,325,0,0,2255,995,0,0,325,0.05001940001966432
2,3250,3250,325,0,0,2255,995,0,0,325,0.050541199976578355
3,3250,3250,325,0,0,2255,995,0,0,325,0.049947199993766844
4,3250,3250,325,0,0,2255,995,0,0,325,0.04982049996033311
5,3250,3250,325,0,0,2255,995,0,0,325,0.04970199998933822
6,3250,3250,325,0,0,2255,995,0,0,325,0.05077289999462664
7,3250,3250,325,0,0,2255,995,0,0,325,0.04997419996652752
8,3250,3250,325,0,0,2255,995,0,0,325,0.04892289999406785
9,3250,3250,325,0,0,2255,995,0,0,325,0.04896400001598522
10,3250,3250,325,0,0,2255,995,0,0,325,0.04900820000329986
11,3250,3250,325,0,0,2255,995,0,0,325,0.050518999982159585
12,3250,3250,325,0,0,2255,995,0,0,325,0.04877900000428781
13,3250,3250,325,0,0,2255,995,0,0,325,0.04896260000532493
14,3250,3250,325,0,0,2255,995,0,0,325,0.04978299996582791
15,3250,3250,325,0,0,2255,995,0,0,325,0.050040300004184246
16,3250,3250,325,0,0,2255,995,0,0,325,0.05024839995894581
17,3250,3250,325,0,0,2255,995,0,0,325,0.049118699971586466
18,3250,3250,325,0,0,2255,995,0,0,325,0.04947110003558919
19,3250,3250,325,0,0,2255,995,0,0,325,0.04849020001711324
20,3250,3250,325,0,0,2255,995,0,0,325,0.04957770003238693
21,3250,3250,325,0,0,2255,995,0,0,325,0.05002930003684014
22,3250,3250,325,0,0,2255,995,0,0,325,0.04965450003510341
23,3250,3250,325,0,0,2255,995,0,0,325,0.04918159998487681
24,3250,3250,325,0,0,2255,995,0,0,325,0.05037020001327619
25,3250,3250,325,0,0,2255,995,0,0,325,0.048834500019438565
26,3250,3250,325,0,0,2255,995,0,0,325,0.04824239999288693
27,3250,3250,325,0,0,2255,995,0,0,325,0.05009789997711778
28,3250,3250,325,0,0,2255,995,0,0,325,0.04844099999172613
29,3250,3250,325,0,0,2255,995,0,0,325,0.048652200028300285
0,3250,3250,488,0,0,2528,722,0,0,488,0.07763000001432374
1,3250,3250,488,0,0,2528,722,0,0,488,0.0767401999910362
2,3250,3250,488,0,0,2528,722,0,0,488,0.07960100000491366
3,3250,3250,488,0,0,2528,722,0,0,488,0.07840840000426397
4,3250,3250,488,0,0,2528,722,0,0,488,0.0802712999866344
5,3250,3250,488,0,0,2528,722,0,0,488,0.07446859998162836
6,3250,3250,488,0,0,2528,722,0,0,488,0.07825730001786724
7,3250,3250,488,0,0,2528,722,0,0,488,0.08573989995056763
8,3250,3250,488,0,0,2528,722,0,0,488,0.08578030002536252
9,3250,3250,488,0,0,2528,722,0,0,488,0.07658759999321774
10,3250,3250,488,0,0,2528,722,0,0,488,0.07830309995915741
11,3250,3250,488,0,0,2528,722,0,0,488,0.07909509999444708
12,3250,3250,488,0,0,2528,722,0,0,488,0.07742009998764843
13,3250,3250,488,0,0,2528,722,0,0,488,0.0788960000500083
14,3250,3250,488,0,0,2528,722,0,0,488,0.0752280000015162
15,3250,3250,488,0,0,2528,722,0,0,488,0.07666239998070523
16,3250,3250,488,0,0,2528,722,0,0,488,0.07529320003231987
17,3250,3250,488,0,0,2528,722,0,0,488,0.074805699987337
18,3250,3250,488,0,0,2528,722,0,0,488,0.07612179999705404
19,3250,3250,488,0,0,2528,722,0,0,488,0.07389679999323562
20,3250,3250,488,0,0,2528,722,0,0,488,0.07452229998307303
21,3250,3250,488,0,0,2528,722,0,0,488,0.07464240002445877
22,3250,3250,488,0,0,2528,722,0,0,488,0.07517560000997037
23,3250,3250,488,0,0,2528,722,0,0,488,0.07770099997287616
24,3250,3250,488,0,0,2528,722,0,0,488,0.07770710001932457
25,3250,3250,488,0,0,2528,722,0,0,488,0.0747302999952808
26,3250,3250,488,0,0,2528,722,0,0,488,0.0757181000080891
27,3250,3250,488,0,0,2528,722,0,0,488,0.0801616000244394
28,3250,3250,488,0,0,2528,722,0,0,488,0.07042639999417588
29,3250,3250,488,0,0,2528,722,0,0,488,0.07513400004245341
0,3250,3250,650,0,0,2768,482,0,0,650,0.10243120003724471
1,3250,3250,650,0,0,2768,482,0,0,650,0.10474499996053055
2,3250,3250,650,0,0,2768,482,0,0,650,0.10525399999460205
3,3250,3250,650,0,0,2768,482,0,0,650,0.10454490000847727
4,3250,3250,650,0,0,2768,482,0,0,650,0.10633149999193847
5,3250,3250,650,0,0,2768,482,0,0,650,0.10573910002131015
6,3250,3250,650,0,0,2768,482,0,0,650,0.10431369999423623
7,3250,3250,650,0,0,2768,482,0,0,650,0.1056951999780722
8,3250,3250,650,0,0,2768,482,0,0,650,0.10721950000151992
9,3250,3250,650,0,0,2768,482,0,0,650,0.12189329997636378
10,3250,3250,650,0,0,2768,482,0,0,650,0.10796829999890178
11,3250,3250,650,0,0,2768,482,0,0,650,0.11231779999798164
12,3250,3250,650,0,0,2768,482,0,0,650,0.1057683999533765
13,3250,3250,650,0,0,2768,482,0,0,650,0.11189420003211126
14,3250,3250,650,0,0,2768,482,0,0,650,0.11809730000095442
15,3250,3250,650,0,0,2768,482,0,0,650,0.15980160003528
16,3250,3250,650,0,0,2768,482,0,0,650,0.12087569996947423
17,3250,3250,650,0,0,2768,482,0,0,650,0.11218560003908351
18,3250,3250,650,0,0,2768,482,0,0,650,0.10925489995861426
19,3250,3250,650,0,0,2768,482,0,0,650,0.12530280003556982
20,3250,3250,650,0,0,2768,482,0,0,650,0.11935190000804141
21,3250,3250,650,0,0,2768,482,0,0,650,0.11260389996459708
22,3250,3250,650,0,0,2768,482,0,0,650,0.1129483999684453
23,3250,3250,650,0,0,2768,482,0,0,650,0.10989249998237938
24,3250,3250,650,0,0,2768,482,0,0,650,0.10619990003760904
25,3250,3250,650,0,0,2768,482,0,0,650,0.111882199998945
26,3250,3250,650,0,0,2768,482,0,0,650,0.11003139999229461
27,3250,3250,650,0,0,2768,482,0,0,650,0.10777549998601899
28,3250,3250,650,0,0,2768,482,0,0,650,0.10972419998142868
29,3250,3250,650,0,0,2768,482,0,0,650,0.10752930003218353
0,3500,3500,175,0,0,2094,1406,0,0,175,0.03035509999608621
1,3500,3500,175,0,0,2094,1406,0,0,175,0.0305999000556767
2,3500,3500,175,0,0,2094,1406,0,0,175,0.03110159997595474
3,3500,3500,175,0,0,2094,1406,0,0,175,0.03125120000913739
4,3500,3500,175,0,0,2094,1406,0,0,175,0.030466600030194968
5,3500,3500,175,0,0,2094,1406,0,0,175,0.03137989999959245
6,3500,3500,175,0,0,2094,1406,0,0,175,0.031054100021719933
7,3500,3500,175,0,0,2094,1406,0,0,175,0.03425610001431778
8,3500,3500,175,0,0,2094,1406,0,0,175,0.03158030001213774
9,3500,3500,175,0,0,2094,1406,0,0,175,0.03147499996703118
10,3500,3500,175,0,0,2094,1406,0,0,175,0.03200569999171421
11,3500,3500,175,0,0,2094,1406,0,0,175,0.0311197999981232
12,3500,3500,175,0,0,2094,1406,0,0,175,0.032523499976377934
13,3500,3500,175,0,0,2094,1406,0,0,175,0.032637599972076714
14,3500,3500,175,0,0,2094,1406,0,0,175,0.03162510000402108
15,3500,3500,175,0,0,2094,1406,0,0,175,0.032247799972537905
16,3500,3500,175,0,0,2094,1406,0,0,175,0.032954700000118464
17,3500,3500,175,0,0,2094,1406,0,0,175,0.03257939999457449
18,3500,3500,175,0,0,2094,1406,0,0,175,0.031166300002951175
19,3500,3500,175,0,0,2094,1406,0,0,175,0.030624100007116795
20,3500,3500,175,0,0,2094,1406,0,0,175,0.030602799961343408
21,3500,3500,175,0,0,2094,1406,0,0,175,0.0307341999723576
22,3500,3500,175,0,0,2094,1406,0,0,175,0.031096199993044138
23,3500,3500,175,0,0,2094,1406,0,0,175,0.030844599998090416
24,3500,3500,175,0,0,2094,1406,0,0,175,0.030672500026412308
25,3500,3500,175,0,0,2094,1406,0,0,175,0.030906800006050617
26,3500,3500,175,0,0,2094,1406,0,0,175,0.03140090004308149
27,3500,3500,175,0,0,2094,1406,0,0,175,0.03182039997773245
28,3500,3500,175,0,0,2094,1406,0,0,175,0.0310825000051409
29,3500,3500,175,0,0,2094,1406,0,0,175,0.0316585999680683
0,3500,3500,350,0,0,2442,1058,0,0,350,0.05608339997706935
1,3500,3500,350,0,0,2442,1058,0,0,350,0.05664450000040233
2,3500,3500,350,0,0,2442,1058,0,0,350,0.05634960002498701
3,3500,3500,350,0,0,2442,1058,0,0,350,0.05692050000652671
4,3500,3500,350,0,0,2442,1058,0,0,350,0.05621159996371716
5,3500,3500,350,0,0,2442,1058,0,0,350,0.05548859998816624
6,3500,3500,350,0,0,2442,1058,0,0,350,0.05575230001704767
7,3500,3500,350,0,0,2442,1058,0,0,350,0.05656269995961338
8,3500,3500,350,0,0,2442,1058,0,0,350,0.056140300002880394
9,3500,3500,350,0,0,2442,1058,0,0,350,0.05699930002447218
10,3500,3500,350,0,0,2442,1058,0,0,350,0.05744469998171553
11,3500,3500,350,0,0,2442,1058,0,0,350,0.056138699990697205
12,3500,3500,350,0,0,2442,1058,0,0,350,0.05490099999587983
13,3500,3500,350,0,0,2442,1058,0,0,350,0.05567109998082742
14,3500,3500,350,0,0,2442,1058,0,0,350,0.05620069999713451
15,3500,3500,350,0,0,2442,1058,0,0,350,0.05765470000915229
16,3500,3500,350,0,0,2442,1058,0,0,350,0.05615249997936189
17,3500,3500,350,0,0,2442,1058,0,0,350,0.05611240002326667
18,3500,3500,350,0,0,2442,1058,0,0,350,0.054741700005251914
19,3500,3500,350,0,0,2442,1058,0,0,350,0.055265899980440736
20,3500,3500,350,0,0,2442,1058,0,0,350,0.05667449999600649
21,3500,3500,350,0,0,2442,1058,0,0,350,0.0556671999511309
22,3500,3500,350,0,0,2442,1058,0,0,350,0.05576660000951961
23,3500,3500,350,0,0,2442,1058,0,0,350,0.05482940003275871
24,3500,3500,350,0,0,2442,1058,0,0,350,0.05200089997379109
25,3500,3500,350,0,0,2442,1058,0,0,350,0.055861600034404546
26,3500,3500,350,0,0,2442,1058,0,0,350,0.054984599992167205
27,3500,3500,350,0,0,2442,1058,0,0,350,0.05599180003628135
28,3500,3500,350,0,0,2442,1058,0,0,350,0.0548314000479877
29,3500,3500,350,0,0,2442,1058,0,0,350,0.055951900023501366
0,3500,3500,525,0,0,2741,759,0,0,525,0.08630209998227656
1,3500,3500,525,0,0,2741,759,0,0,525,0.08515520003857091
2,3500,3500,525,0,0,2741,759,0,0,525,0.08434739999938756
3,3500,3500,525,0,0,2741,759,0,0,525,0.08575680002104491
4,3500,3500,525,0,0,2741,759,0,0,525,0.09276719996705651
5,3500,3500,525,0,0,2741,759,0,0,525,0.09253020002506673
6,3500,3500,525,0,0,2741,759,0,0,525,0.0872893999912776
7,3500,3500,525,0,0,2741,759,0,0,525,0.08578189997933805
8,3500,3500,525,0,0,2741,759,0,0,525,0.08527659997344017
9,3500,3500,525,0,0,2741,759,0,0,525,0.08583150000777096
10,3500,3500,525,0,0,2741,759,0,0,525,0.08357049996266142
11,3500,3500,525,0,0,2741,759,0,0,525,0.08432219998212531
12,3500,3500,525,0,0,2741,759,0,0,525,0.0842821000260301
13,3500,3500,525,0,0,2741,759,0,0,525,0.0869861000101082
14,3500,3500,525,0,0,2741,759,0,0,525,0.08845390001079068
15,3500,3500,525,0,0,2741,759,0,0,525,0.08492200000910088
16,3500,3500,525,0,0,2741,759,0,0,525,0.08604210003977641
17,3500,3500,525,0,0,2741,759,0,0,525,0.08824349998030812
18,3500,3500,525,0,0,2741,759,0,0,525,0.08396839996566996
19,3500,3500,525,0,0,2741,759,0,0,525,0.08705890004057437
20,3500,3500,525,0,0,2741,759,0,0,525,0.08371180004905909
21,3500,3500,525,0,0,2741,759,0,0,525,0.08642619999591261
22,3500,3500,525,0,0,2741,759,0,0,525,0.08705239999108016
23,3500,3500,525,0,0,2741,759,0,0,525,0.09631190000800416
24,3500,3500,525,0,0,2741,759,0,0,525,0.09195919998455793
25,3500,3500,525,0,0,2741,759,0,0,525,0.08434469997882843
26,3500,3500,525,0,0,2741,759,0,0,525,0.08371739997528493
27,3500,3500,525,0,0,2741,759,0,0,525,0.08140230004210025
28,3500,3500,525,0,0,2741,759,0,0,525,0.08282599999802187
29,3500,3500,525,0,0,2741,759,0,0,525,0.08264780003810301
0,3500,3500,700,0,0,2969,531,0,0,700,0.11749869998311624
1,3500,3500,700,0,0,2969,531,0,0,700,0.12003590003587306
2,3500,3500,700,0,0,2969,531,0,0,700,0.12429100001463667
3,3500,3500,700,0,0,2969,531,0,0,700,0.11928199999965727
4,3500,3500,700,0,0,2969,531,0,0,700,0.11757509998278692
5,3500,3500,700,0,0,2969,531,0,0,700,0.11739770002895966
6,3500,3500,700,0,0,2969,531,0,0,700,0.11808400001609698
7,3500,3500,700,0,0,2969,531,0,0,700,0.12038069998379797
8,3500,3500,700,0,0,2969,531,0,0,700,0.1194835000205785
9,3500,3500,700,0,0,2969,531,0,0,700,0.11934289999771863
10,3500,3500,700,0,0,2969,531,0,0,700,0.11871299997437745
11,3500,3500,700,0,0,2969,531,0,0,700,0.1178504999843426
12,3500,3500,700,0,0,2969,531,0,0,700,0.12035130005097017
13,3500,3500,700,0,0,2969,531,0,0,700,0.11858509999001399
14,3500,3500,700,0,0,2969,531,0,0,700,0.11788700002944097
15,3500,3500,700,0,0,2969,531,0,0,700,0.11854890000540763
16,3500,3500,700,0,0,2969,531,0,0,700,0.1196003999793902
17,3500,3500,700,0,0,2969,531,0,0,700,0.12160680000670254
18,3500,3500,700,0,0,2969,531,0,0,700,0.11718000000109896
19,3500,3500,700,0,0,2969,531,0,0,700,0.11779599997680634
20,3500,3500,700,0,0,2969,531,0,0,700,0.11808939999900758
21,3500,3500,700,0,0,2969,531,0,0,700,0.11789260001387447
22,3500,3500,700,0,0,2969,531,0,0,700,0.11595780000789091
23,3500,3500,700,0,0,2969,531,0,0,700,0.1177900000475347
24,3500,3500,700,0,0,2969,531,0,0,700,0.11728999996557832
25,3500,3500,700,0,0,2969,531,0,0,700,0.1189822000451386
26,3500,3500,700,0,0,2969,531,0,0,700,0.1201172000146471
27,3500,3500,700,0,0,2969,531,0,0,700,0.13705869996920228
28,3500,3500,700,0,0,2969,531,0,0,700,0.11886679998133332
29,3500,3500,700,0,0,2969,531,0,0,700,0.12247709999792278
0,3750,3750,188,0,0,2294,1456,0,0,188,0.0344959000358358
1,3750,3750,188,0,0,2294,1456,0,0,188,0.03435809997608885
2,3750,3750,188,0,0,2294,1456,0,0,188,0.03734520002035424
3,3750,3750,188,0,0,2294,1456,0,0,188,0.03432850004173815
4,3750,3750,188,0,0,2294,1456,0,0,188,0.03433960000984371
5,3750,3750,188,0,0,2294,1456,0,0,188,0.03489609999815002
6,3750,3750,188,0,0,2294,1456,0,0,188,0.034692600020207465
7,3750,3750,188,0,0,2294,1456,0,0,188,0.03875440004048869
8,3750,3750,188,0,0,2294,1456,0,0,188,0.03544040000997484
9,3750,3750,188,0,0,2294,1456,0,0,188,0.03688429994508624
10,3750,3750,188,0,0,2294,1456,0,0,188,0.03503220004495233
11,3750,3750,188,0,0,2294,1456,0,0,188,0.03445300000021234
12,3750,3750,188,0,0,2294,1456,0,0,188,0.0361335999914445
13,3750,3750,188,0,0,2294,1456,0,0,188,0.03433920000679791
14,3750,3750,188,0,0,2294,1456,0,0,188,0.03572909999638796
15,3750,3750,188,0,0,2294,1456,0,0,188,0.03554519999306649
16,3750,3750,188,0,0,2294,1456,0,0,188,0.03529929998330772
17,3750,3750,188,0,0,2294,1456,0,0,188,0.03865060000680387
18,3750,3750,188,0,0,2294,1456,0,0,188,0.037156399979721755
19,3750,3750,188,0,0,2294,1456,0,0,188,0.03515939996577799
20,3750,3750,188,0,0,2294,1456,0,0,188,0.03453750000335276
21,3750,3750,188,0,0,2294,1456,0,0,188,0.03586949995951727
22,3750,3750,188,0,0,2294,1456,0,0,188,0.03411549999145791
23,3750,3750,188,0,0,2294,1456,0,0,188,0.03421770001295954
24,3750,3750,188,0,0,2294,1456,0,0,188,0.03570380003657192
25,3750,3750,188,0,0,2294,1456,0,0,188,0.03500600002007559
26,3750,3750,188,0,0,2294,1456,0,0,188,0.035846800019498914
27,3750,3750,188,0,0,2294,1456,0,0,188,0.03429149999283254
28,3750,3750,188,0,0,2294,1456,0,0,188,0.03456469997763634
29,3750,3750,188,0,0,2294,1456,0,0,188,0.034479199966881424
0,3750,3750,375,0,0,2624,1126,0,0,375,0.07012270000996068
1,3750,3750,375,0,0,2624,1126,0,0,375,0.06568249996053055
2,3750,3750,375,0,0,2624,1126,0,0,375,0.06947299995226786
3,3750,3750,375,0,0,2624,1126,0,0,375,0.0709013000014238
4,3750,3750,375,0,0,2624,1126,0,0,375,0.0711445999913849
5,3750,3750,375,0,0,2624,1126,0,0,375,0.07237970002461225
6,3750,3750,375,0,0,2624,1126,0,0,375,0.06822989997453988
7,3750,3750,375,0,0,2624,1126,0,0,375,0.07115059997886419
8,3750,3750,375,0,0,2624,1126,0,0,375,0.06890140002360567
9,3750,3750,375,0,0,2624,1126,0,0,375,0.06834240001626313
10,3750,3750,375,0,0,2624,1126,0,0,375,0.06535069999517873
11,3750,3750,375,0,0,2624,1126,0,0,375,0.0841750999679789
12,3750,3750,375,0,0,2624,1126,0,0,375,0.06715879996772856
13,3750,3750,375,0,0,2624,1126,0,0,375,0.07356300001265481
14,3750,3750,375,0,0,2624,1126,0,0,375,0.06661309994524345
15,3750,3750,375,0,0,2624,1126,0,0,375,0.06551360001321882
16,3750,3750,375,0,0,2624,1126,0,0,375,0.0652783999685198
17,3750,3750,375,0,0,2624,1126,0,0,375,0.07387170003494248
18,3750,3750,375,0,0,2624,1126,0,0,375,0.07049680000636727
19,3750,3750,375,0,0,2624,1126,0,0,375,0.06747530004940927
20,3750,3750,375,0,0,2624,1126,0,0,375,0.06725770002231002
21,3750,3750,375,0,0,2624,1126,0,0,375,0.067451799986884
22,3750,3750,375,0,0,2624,1126,0,0,375,0.06721389997983351
23,3750,3750,375,0,0,2624,1126,0,0,375,0.06812840001657605
